Peptides,GO term,Name
136,GO:0016021,integral component of membrane
79,GO:0005737,cytoplasm
39,GO:0005622,intracellular
25,GO:0005886,plasma membrane
25,GO:0005634,nucleus
11,GO:0016020,membrane
11,GO:0000786,nucleosome
9,GO:0005840,ribosome
9,GO:0009279,cell outer membrane
6,GO:0005874,microtubule
4,GO:0005829,cytosol
4,GO:0030288,outer membrane-bounded periplasmic space
4,GO:0005576,extracellular region
3,GO:0030286,dynein complex
3,GO:0042597,periplasmic space
3,GO:0043190,ATP-binding cassette (ABC) transporter complex
3,GO:0019867,outer membrane
3,GO:0005615,extracellular space
3,GO:0000790,nuclear chromatin
2,GO:0005856,cytoskeleton
2,GO:0009317,acetyl-CoA carboxylase complex
2,GO:0000775,"chromosome, centromeric region"
2,GO:0042025,host cell nucleus
2,GO:0030027,lamellipodium
2,GO:0030175,filopodium
2,GO:0044297,cell body
2,GO:0015935,small ribosomal subunit
2,GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)"
2,GO:0005654,nucleoplasm
2,GO:0009360,DNA polymerase III complex
2,GO:0009318,exodeoxyribonuclease VII complex
1,GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane
1,GO:0009338,exodeoxyribonuclease V complex
1,GO:0032040,small-subunit processome
1,GO:0005783,endoplasmic reticulum
1,GO:0016272,prefoldin complex
1,GO:0019028,viral capsid
1,GO:0019013,viral nucleocapsid
1,GO:0030430,host cell cytoplasm
1,GO:0005911,cell-cell junction
1,GO:0016459,myosin complex
1,GO:0009706,chloroplast inner membrane
1,GO:0009536,plastid
1,GO:0033290,eukaryotic 48S preinitiation complex
1,GO:0005852,eukaryotic translation initiation factor 3 complex
1,GO:0016282,eukaryotic 43S preinitiation complex
1,GO:0032300,mismatch repair complex
1,GO:0042555,MCM complex
1,GO:0030863,cortical cytoskeleton
1,GO:0043209,myelin sheath
1,GO:0009358,polyphosphate kinase complex
1,GO:0017119,Golgi transport complex
1,GO:0097433,dense body
1,GO:0005925,focal adhesion
1,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
1,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
1,GO:0005787,signal peptidase complex
1,GO:0000408,EKC/KEOPS complex
1,GO:0005694,chromosome
1,GO:0005778,peroxisomal membrane
1,GO:1990429,peroxisomal importomer complex
1,GO:0034993,meiotic nuclear membrane microtubule tethering complex
1,GO:0005739,mitochondrion
1,GO:0031514,motile cilium
1,GO:0032991,protein-containing complex
1,GO:0031674,I band
1,GO:0030315,T-tubule
1,GO:0005891,voltage-gated calcium channel complex
1,GO:0005789,endoplasmic reticulum membrane
1,GO:0005835,fatty acid synthase complex
1,GO:0005741,mitochondrial outer membrane
1,GO:0009420,bacterial-type flagellum filament
1,GO:0015934,large ribosomal subunit
1,GO:0009380,excinuclease repair complex
1,GO:0000145,exocyst
1,GO:0005743,mitochondrial inner membrane
1,GO:0000776,kinetochore
1,GO:0005623,cell
1,GO:0000124,SAGA complex
1,GO:0005905,clathrin-coated pit
1,GO:0030131,clathrin adaptor complex
1,GO:0032153,cell division site
1,GO:0009898,cytoplasmic side of plasma membrane
1,GO:0009507,chloroplast
1,GO:0061617,MICOS complex
1,GO:0009424,bacterial-type flagellum hook
1,GO:0035267,NuA4 histone acetyltransferase complex
1,GO:0015629,actin cytoskeleton
1,GO:0032432,actin filament bundle
1,GO:0005884,actin filament
1,GO:0000142,cellular bud neck contractile ring
1,GO:0030479,actin cortical patch
1,GO:0000812,Swr1 complex
1,GO:0031011,Ino80 complex
