Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
111.69200000000001,2019-10-07 20:45:29,6067.0,252.74,-106.82168,16.76766,111.0,14.7509,14.7147,42320.0,4.238328,0.1714,0.0324,99.1942,0.66651,0.0,0.6416,0.6672,0.0682,0.1148,4.6145,0.0,0.8975,0.0,0.566,0.594,34.6311,34.7215,25.7454,25.823,4.01,8.288,1.5659999999999998,3.236,False
112.699,2019-10-07 20:45:29,6099.0,254.104,-106.8217,16.76766,112.0,14.6549,14.6192,42244.0,4.230617,0.1515,0.0321,99.2004,0.61466,0.0,0.6085,0.6394,0.0662,0.1147,4.6148,0.0,0.8669,0.0,0.5501,0.5747,34.6468,34.7358,25.7782,25.8546,4.0489999999999995,6.782,1.578,2.6430000000000002,False
113.705,2019-10-07 20:45:29,6156.0,256.453,-106.8217,16.76766,113.0,14.5595,14.525,42165.0,4.222651,0.1413,0.0304,99.242,0.57452,0.0,0.5654,0.5926,0.0651,0.1147,4.6167,0.0,0.8419,0.0,0.5391,0.5582,34.6588,34.7465,25.8081,25.8832,5.053999999999999,6.457999999999999,1.9669999999999999,2.512,False
114.712,2019-10-07 20:45:29,6222.0,259.221,-106.8217,16.76766,114.0,14.4044,14.3692,42018.0,4.208094,0.1488,0.0303,99.2454,0.54565,0.0,0.5406,0.561,0.0659,0.1147,4.6169,0.0,0.8229,0.0,0.535,0.5519,34.6617,34.7517,25.8436,25.9206,4.615,6.132000000000001,1.79,2.378,False
115.719,2019-10-07 20:45:29,6261.0,260.84,-106.8217,16.76766,115.0,14.3277,14.2925,41952.0,4.201414,0.1454,0.0307,99.2359,0.51141,0.0,0.5385,0.5559,0.0655,0.1148,4.6164,0.0,0.7992,0.0,0.5302,0.5478,34.6694,34.7585,25.8659,25.9422,3.531,5.2,1.368,2.0140000000000002,False
116.725,2019-10-07 20:45:29,6287.0,261.927,-106.8217,16.76766,116.0,14.2743,14.241,41916.0,4.197618,0.1372,0.0305,99.2384,0.48268999999999995,0.0,0.5372,0.5543,0.0647,0.1148,4.6165,0.0,0.7782,0.0,0.5272,0.5443,34.6838,34.7693,25.8884,25.9615,3.0869999999999997,4.544,1.194,1.758,False
117.73200000000001,2019-10-07 20:45:29,6311.0,262.899,-106.8217,16.76766,117.0,14.2545,14.2197,41900.0,4.195989,0.1421,0.0305,99.2395,0.454,0.0,0.5358,0.5528,0.0652,0.1147,4.6166,0.0,0.7563,0.0,0.5237,0.5406,34.6866,34.773,25.8948,25.9689,2.309,4.046,0.893,1.565,False
118.738,2019-10-07 20:45:29,6333.0,263.819,-106.8217,16.76766,118.0,14.219,14.1834,41871.0,4.193134,0.1432,0.0314,99.2179,0.42985,0.0,0.5328,0.5502,0.0653,0.1147,4.6156,0.0,0.7368,0.0,0.52,0.5377,34.6911,34.7788,25.9058,25.9811,1.835,3.542,0.7090000000000001,1.369,False
119.745,2019-10-07 20:45:29,6358.0,264.869,-106.82171000000001,16.76766,119.0,14.1725,14.138,41844.0,4.190405,0.1516,0.0324,99.1929,0.40805,0.0,0.5298,0.5471,0.0662,0.1146,4.6145,0.0,0.7186,0.0,0.5166,0.5336,34.7076,34.794,25.9284,26.0025,1.758,2.9819999999999998,0.679,1.151,False
120.751,2019-10-07 20:45:29,6394.0,266.38599999999997,-106.82172,16.76766,120.0,14.1178,14.0836,41805.0,4.186422,0.2126,0.037,99.079,0.38037,0.0,0.5247,0.5419,0.0723,0.1152,4.6091,0.0,0.6942,0.0,0.5138,0.5297,34.7196,34.8058,25.9493,26.0231,1.876,2.8569999999999998,0.7240000000000001,1.102,False
121.758,2019-10-07 20:45:29,6445.0,268.49,-106.82172,16.76766,121.0,14.091,14.0564,41782.0,4.183855,0.3102,0.039,99.0287,0.35129,0.0,0.5175,0.5343,0.082,0.1147,4.6068,0.0,0.667,0.0,0.5118,0.5269,34.7219,34.8061,25.9567,26.0291,1.91,2.6830000000000003,0.736,1.034,False
122.764,2019-10-07 20:45:29,6494.0,270.55,-106.82172,16.76766,122.0,14.0716,14.0373,41764.0,4.182199,0.321,0.039,99.0295,0.33205999999999997,0.0,0.514,0.5297,0.0831,0.1151,4.6068,0.0,0.6481,0.0,0.5109,0.5258,34.7226,34.8075,25.9614,26.0342,1.851,2.676,0.713,1.031,False
123.771,2019-10-07 20:45:29,6522.0,271.716,-106.82172,16.76766,123.0,14.0391,14.0048,41736.0,4.179532,0.3083,0.0388,99.0336,0.31299,0.0,0.5128,0.528,0.0818,0.1148,4.607,0.0,0.6284,0.0,0.5106,0.5251,34.7255,34.8117,25.9704,26.0443,1.911,2.504,0.736,0.9640000000000001,False
124.77799999999999,2019-10-07 20:45:29,6546.0,272.72,-106.82172,16.76766,124.0,13.9392,13.9012,41652.0,4.171744,0.3081,0.0409,98.9833,0.29606,0.0,0.5125,0.5272,0.0818,0.1154,4.6047,0.0,0.6102,0.0,0.5103,0.5243,34.7366,34.8325,26.0,26.0821,1.669,2.385,0.642,0.917,False
125.78399999999999,2019-10-07 20:45:29,6569.0,273.647,-106.82172,16.76766,125.0,13.8302,13.7926,41553.0,4.16181,0.3585,0.0453,98.8742,0.27595,0.0,0.512,0.527,0.0868,0.1149,4.5996,0.0,0.5875,0.0,0.5094,0.5238,34.7431,34.8378,26.0278,26.1089,1.6280000000000001,2.327,0.624,0.893,False
126.791,2019-10-07 20:45:29,6594.0,274.71,-106.8217,16.76766,126.0,13.7327,13.699,41465.0,4.15265,0.3403,0.0454,98.872,0.26172,0.0,0.5116,0.5263,0.085,0.1152,4.5995,0.0,0.5706,0.0,0.5094,0.5232,34.7489,34.8367,26.0526,26.1275,1.7790000000000001,2.318,0.6809999999999999,0.887,False
127.79700000000001,2019-10-07 20:45:29,6632.0,276.285,-106.8217,16.76766,127.0,13.7151,13.6822,41450.0,4.150924,0.3334,0.0452,98.8774,0.23706999999999998,0.0,0.5111,0.5254,0.0843,0.115,4.5997,0.0,0.5399,0.0,0.5091,0.5226,34.75,34.8354,26.0571,26.13,1.6440000000000001,2.174,0.629,0.8320000000000001,False
128.804,2019-10-07 20:45:29,6669.0,277.85200000000003,-106.8217,16.76766,128.0,13.6916,13.659,41430.0,4.148843,0.3342,0.0454,98.8727,0.22596999999999998,0.0,0.5104,0.5244,0.0844,0.1151,4.5995,0.0,0.5253,0.0,0.5083,0.5216,34.7522,34.8366,26.0637,26.1357,1.506,2.043,0.5760000000000001,0.7809999999999999,False
129.81,2019-10-07 20:45:29,6694.0,278.856,-106.8217,16.76766,129.0,13.6747,13.6411,41416.0,4.1474150000000005,0.3036,0.0452,98.8756,0.20529,0.0,0.5103,0.524,0.0814,0.1151,4.5997,0.0,0.4968,0.0,0.5082,0.5213,34.7536,34.839,26.0683,26.1413,1.621,2.0269999999999997,0.62,0.775,False
130.817,2019-10-07 20:45:29,6713.0,279.656,-106.8217,16.76766,130.0,13.6433,13.6095,41388.0,4.144709,0.2896,0.0453,98.8736,0.19172999999999998,0.0,0.5098,0.5236,0.08,0.1156,4.5996,0.0,0.4769,0.0,0.5082,0.5209,34.7558,34.842,26.0765,26.1502,1.65,1.949,0.631,0.745,False
