Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
105.654,2019-10-12 10:31:29,6359.0,264.932,-106.84796000000001,16.847179999999998,105.0,14.824,14.7928,42359.0,4.2441,0.1895,0.0474,98.8223,0.00076216,0.0,0.6135,0.6263,0.0699,0.1135,4.5972,0.0,0.0122,0.0,0.591,0.6143,34.6042,34.7071,25.7085,25.7947,9.982000000000001,13.501,3.903,5.28,False
106.661,2019-10-12 10:31:29,6400.0,266.626,-106.84796000000001,16.847179999999998,106.0,14.6532,14.6187,42204.0,4.226943,0.1688,0.0475,98.8195,0.00076216,0.0,0.6101,0.631,0.0679,0.1125,4.5971,0.0,0.0122,0.0,0.5787,0.6022,34.6138,34.7049,25.753,25.8307,8.44,12.022,3.2889999999999997,4.685,False
107.667,2019-10-12 10:31:29,6440.0,268.28,-106.84796000000001,16.847179999999998,107.0,14.5472,14.5119,42123.0,4.218618,0.1645,0.0476,98.8173,0.00076216,0.0,0.5924,0.6155,0.0675,0.1138,4.597,0.0,0.0122,0.0,0.5662,0.5891,34.6342,34.7236,25.7915,25.8681,7.455,10.144,2.8989999999999996,3.945,False
108.67299999999999,2019-10-12 10:31:29,6486.0,270.19599999999997,-106.84796000000001,16.847179999999998,108.0,14.5274,14.4947,42114.0,4.217542,0.1694,0.0474,98.821,0.0007579,0.0,0.579,0.6023,0.068,0.1143,4.5971,0.0,0.0122,0.0,0.5585,0.5788,34.643,34.7287,25.8027,25.8758,7.43,9.436,2.889,3.668,False
109.68,2019-10-12 10:31:29,6552.0,272.961,-106.84796000000001,16.847179999999998,109.0,14.5152,14.4811,42110.0,4.216931,0.1791,0.0475,98.819,0.00075283,0.0,0.5616,0.5829,0.0689,0.1122,4.5971,0.0,0.0122,0.0,0.5471,0.5677,34.6494,34.7348,25.8103,25.8835,4.7669999999999995,7.477,1.8530000000000002,2.906,False
110.686,2019-10-12 10:31:29,6612.0,275.47700000000003,-106.84796000000001,16.847179999999998,110.0,14.4535,14.4194,42076.0,4.213632,0.1733,0.0484,98.7976,0.00071615,0.0,0.5532,0.5731,0.0684,0.1131,4.596,0.0,0.012,0.0,0.5337,0.5534,34.673,34.7594,25.8417,25.9157,3.6180000000000003,5.563,1.405,2.16,False
111.693,2019-10-12 10:31:29,6677.0,278.171,-106.84796000000001,16.847179999999998,111.0,14.3851,14.3521,42024.0,4.20844,0.2006,0.0482,98.8026,0.00061654,0.0,0.5379,0.5583,0.071,0.1133,4.5963,0.0,0.0116,0.0,0.5229,0.5419,34.6858,34.7715,25.8663,25.9394,2.2359999999999998,4.053,0.867,1.5719999999999998,False
112.699,2019-10-12 10:31:29,6724.0,280.107,-106.84796000000001,16.847179999999998,112.0,14.3366,14.3026,41987.0,4.204744,0.2196,0.0486,98.7922,0.00049338,0.0,0.5304,0.5494,0.073,0.1123,4.5958,0.0,0.011,0.0,0.5171,0.5351,34.6953,34.7815,25.8839,25.9577,1.932,3.312,0.748,1.2830000000000001,False
113.706,2019-10-12 10:31:29,6756.0,281.442,-106.84796000000001,16.847179999999998,113.0,14.3047,14.2709,41963.0,4.202235,0.2232,0.0511,98.7293,0.00048184,0.0,0.5245,0.5438,0.0733,0.1123,4.5928,0.0,0.011,0.0,0.5143,0.5314,34.7008,34.7863,25.895,25.9682,1.849,2.988,0.716,1.157,False
114.712,2019-10-12 10:31:29,6789.0,282.816,-106.84796000000001,16.847179999999998,114.0,14.2719,14.2388,41935.0,4.199458,0.2925,0.0548,98.6388,0.00048236,0.0,0.5202,0.5387,0.0802,0.1123,4.5886,0.0,0.011,0.0,0.5129,0.5292,34.7039,34.7892,25.9044,25.9773,1.963,2.931,0.76,1.1340000000000001,False
115.719,2019-10-12 10:31:29,6901.0,287.487,-106.84796000000001,16.847179999999998,115.0,14.2781,14.2403,41941.0,4.1995309999999995,0.3689,0.0524,98.6982,0.00048236,0.0,0.5125,0.5284,0.0879,0.1123,4.5915,0.0,0.011,0.0,0.5112,0.5263,34.7034,34.7881,25.9027,25.9761,1.9069999999999998,2.8089999999999997,0.738,1.087,False
