Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
112.699,2019-10-08 18:55:51,6761.0,281.647,-106.80938,16.77824,112.0,14.7711,14.7352,42296.0,4.236157,0.1778,0.0275,99.3169,0.79132,0.0,0.5959,0.61,0.0688,0.1148,4.6202,0.0,0.9631,0.0,0.5766,0.5962,34.5907,34.683,25.7099,25.7888,6.9510000000000005,11.081,2.715,4.327,False
113.705,2019-10-08 18:55:51,6778.0,282.369,-106.80938,16.77824,113.0,14.7154,14.6794,42257.0,4.232124,0.1689,0.0274,99.3183,0.74264,0.0,0.5927,0.6072,0.0679,0.1147,4.6203,0.0,0.9387,0.0,0.5675,0.5894,34.6046,34.6954,25.7327,25.8105,5.269,9.273,2.056,3.6180000000000003,False
114.712,2019-10-08 18:55:51,6796.0,283.144,-106.80938,16.77824,114.0,14.6653,14.6297,42227.0,4.228924,0.1612,0.0281,99.2988,0.70255,0.0,0.5903,0.604,0.0672,0.1126,4.6193,0.0,0.9175,0.0,0.5584,0.5803,34.6208,34.71,25.756,25.8326,4.732,7.837000000000001,1.845,3.054,False
115.719,2019-10-08 18:55:51,6818.0,284.039,-106.80938,16.77824,115.0,14.5874,14.5502,42178.0,4.224261,0.1418,0.0282,99.2977,0.65578,0.0,0.5871,0.6023,0.0652,0.1142,4.6193,0.0,0.8913,0.0,0.5507,0.5712,34.6454,34.7379,25.7918,25.8712,4.71,7.06,1.8330000000000002,2.748,False
116.725,2019-10-08 18:55:51,6855.0,285.58799999999997,-106.80938,16.77824,116.0,14.5464,14.512,42148.0,4.220898,0.1546,0.0273,99.3211,0.60337,0.0,0.5717,0.5922,0.0665,0.1136,4.6204,0.0,0.86,0.0,0.5436,0.5615,34.6539,34.7408,25.8072,25.8817,5.523,6.779,2.148,2.636,False
117.73200000000001,2019-10-08 18:55:51,6971.0,290.41,-106.80938,16.77824,117.0,14.5567,14.5318,42157.0,4.2222230000000005,0.172,0.0263,99.3456,0.54594,0.0,0.537,0.554,0.0682,0.1131,4.6216,0.0,0.8234,0.0,0.5356,0.5525,34.6522,34.7349,25.8037,25.8729,4.67,6.39,1.817,2.4859999999999998,False
118.738,2019-10-08 18:55:51,7012.0,292.125,-106.80938,16.77824,118.0,14.4829,14.4506,42102.0,4.2163129999999995,0.1652,0.0267,99.334,0.51037,0.0,0.5404,0.5576,0.0675,0.1147,4.621,0.0,0.7984,0.0,0.5302,0.5469,34.6677,34.7528,25.8316,25.9042,3.888,5.148,1.511,2.0,False
119.745,2019-10-08 18:55:51,7041.0,293.32,-106.80938,16.77824,119.0,14.4565,14.4234,42081.0,4.2141660000000005,0.1369,0.0263,99.3455,0.48473,0.0,0.5376,0.5549,0.0647,0.1139,4.6215,0.0,0.7798,0.0,0.5279,0.5439,34.6714,34.757,25.8401,25.9133,3.3960000000000004,4.819,1.319,1.871,False
120.751,2019-10-08 18:55:51,7069.0,294.488,-106.80938,16.77824,120.0,14.4369,14.4031,42064.0,4.212433,0.1371,0.0258,99.3565,0.45721999999999996,0.0,0.534,0.5512,0.0647,0.1129,4.622,0.0,0.7588,0.0,0.5239,0.541,34.6732,34.7589,25.8457,25.9191,2.293,4.079,0.89,1.5830000000000002,False
121.758,2019-10-08 18:55:51,7096.0,295.611,-106.80938,16.77824,121.0,14.325,14.2828,41971.0,4.203623,0.1359,0.0267,99.3357,0.43708,0.0,0.5312,0.5478,0.0646,0.114,4.6211,0.0,0.7428,0.0,0.5195,0.5365,34.6872,34.7852,25.8804,25.9651,1.9569999999999999,3.359,0.758,1.301,False
