Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
105.654,2019-10-04 23:50:04,5641.0,235.019,-106.86888,16.7775,105.0,14.8391,14.8041,42387.0,4.244597,0.1503,0.0189,99.5283,0.13814,0.0,0.6218,0.6419,0.066,0.1154,4.63,0.0,0.3884,0.0,0.5609,0.5915,34.6166,34.7016,25.7149,25.7881,1.4240000000000002,6.81,0.557,2.6630000000000003,False
106.66,2019-10-04 23:50:04,5666.0,236.043,-106.86888,16.7775,106.0,14.7878,14.7515,42371.0,4.243323,0.1499,0.0189,99.5273,0.13373,0.0,0.6131,0.6348,0.066,0.1152,4.63,0.0,0.3803,0.0,0.5434,0.5715,34.6473,34.7365,25.7497,25.8264,1.274,4.9510000000000005,0.498,1.935,False
107.667,2019-10-04 23:50:04,5695.0,237.248,-106.86888,16.7775,107.0,14.6748,14.6383,42283.0,4.2347410000000005,0.138,0.0199,99.5044,0.1318,0.0,0.5903,0.6183,0.0648,0.1154,4.6289,0.0,0.3767,0.0,0.5316,0.5554,34.6666,34.7586,25.7892,25.868,2.448,4.341,0.955,1.693,False
108.67299999999999,2019-10-04 23:50:04,5810.0,242.05900000000003,-106.86888,16.7775,108.0,14.6863,14.6583,42289.0,4.234417,0.1469,0.0191,99.5245,0.12536,0.0,0.5259,0.5469,0.0657,0.1152,4.6298,0.0,0.3644,0.0,0.5265,0.539,34.6621,34.7373,25.7832,25.8473,4.9910000000000005,4.8660000000000005,1.9469999999999998,1.8980000000000001,False
109.679,2019-10-04 23:50:04,5872.0,244.644,-106.86888,16.7775,109.0,14.5385,14.5068,42166.0,4.224433,0.1522,0.0189,99.5272,0.12715,0.0,0.536,0.5443,0.0662,0.1153,4.6299,0.0,0.3678,0.0,0.52,0.5361,34.6803,34.7809,25.8291,25.9135,2.256,3.54,0.877,1.3769999999999998,False
110.686,2019-10-04 23:50:04,5890.0,245.394,-106.86888,16.7775,110.0,14.4552,14.4169,42093.0,4.215836,0.1375,0.018,99.5507,0.12122000000000001,0.0,0.534,0.5443,0.0647,0.1154,4.6311,0.0,0.3562,0.0,0.5184,0.5341,34.6875,34.7819,25.8525,25.9337,2.316,3.4760000000000004,0.899,1.35,False
111.69200000000001,2019-10-04 23:50:04,5908.0,246.13299999999998,-106.86888,16.7775,111.0,14.3492,14.311,41998.0,4.206375,0.1371,0.0188,99.5316,0.11505,0.0,0.5298,0.5426,0.0647,0.1157,4.6302,0.0,0.3439,0.0,0.5171,0.5333,34.6942,34.7894,25.8804,25.962,2.332,3.447,0.904,1.3359999999999999,False
112.699,2019-10-04 23:50:04,5928.0,246.94,-106.86888,16.7775,112.0,14.3094,14.276,41965.0,4.202583,0.1659,0.0197,99.5085,0.10928,0.0,0.5251,0.5405,0.0676,0.1149,4.6291,0.0,0.3321,0.0,0.5163,0.5317,34.699,34.7854,25.8926,25.9664,2.366,3.2230000000000003,0.9159999999999999,1.248,False
113.706,2019-10-04 23:50:04,6003.0,250.102,-106.86888,16.7775,113.0,14.3333,14.2826,41987.0,4.202987,0.2067,0.0204,99.4921,0.10662999999999999,0.0,0.5186,0.534,0.0717,0.1152,4.6283,0.0,0.3265,0.0,0.5148,0.5296,34.6978,34.7828,25.8866,25.963,2.398,3.1660000000000004,0.929,1.226,False
114.712,2019-10-04 23:50:04,6106.0,254.38299999999998,-106.86888,16.7775,114.0,14.3238,14.2848,41982.0,4.20363,0.1944,0.0195,99.5144,0.10522999999999999,0.0,0.5152,0.5298,0.0704,0.1155,4.6294,0.0,0.3235,0.0,0.5132,0.5279,34.7007,34.7863,25.8909,25.9653,1.9509999999999998,2.843,0.7559999999999999,1.101,False
115.719,2019-10-04 23:50:04,6131.0,255.405,-106.86888,16.7775,115.0,14.2425,14.2059,41910.0,4.196863,0.1859,0.0216,99.4622,0.10092000000000001,0.0,0.5153,0.5294,0.0696,0.1155,4.627,0.0,0.3142,0.0,0.5119,0.5265,34.7067,34.7943,25.9128,25.9882,1.6369999999999998,2.525,0.633,0.976,False
116.725,2019-10-04 23:50:04,6153.0,256.345,-106.86888,16.7775,116.0,14.199,14.1635,41875.0,4.19335,0.2163,0.0238,99.4057,0.09529,0.0,0.5153,0.5293,0.0726,0.1155,4.6243,0.0,0.3019,0.0,0.5107,0.5252,34.7137,34.7996,25.9274,26.0013,1.59,2.347,0.614,0.907,False
117.73200000000001,2019-10-04 23:50:04,6177.0,257.345,-106.86888,16.7775,117.0,14.1662,14.1318,41847.0,4.190507,0.2641,0.0286,99.2862,0.092092,0.0,0.5144,0.529,0.0774,0.1163,4.6187,0.0,0.2946,0.0,0.5098,0.5242,34.7165,34.8015,25.9366,26.0095,1.5519999999999998,2.244,0.599,0.866,False
118.738,2019-10-04 23:50:04,6210.0,258.705,-106.86888,16.7775,118.0,14.1456,14.1121,41828.0,4.188576,0.3377,0.0306,99.2379,0.09063099999999999,0.0,0.513,0.5276,0.0848,0.1159,4.6165,0.0,0.2913,0.0,0.5094,0.5229,34.7171,34.8008,25.9414,26.0132,1.625,2.2119999999999997,0.627,0.8540000000000001,False
119.745,2019-10-04 23:50:04,6279.0,261.589,-106.86888,16.7775,119.0,14.1367,14.1022,41820.0,4.187557,0.3872,0.0301,99.2493,0.091863,0.0,0.5105,0.5245,0.0897,0.1152,4.617,0.0,0.2941,0.0,0.5083,0.5216,34.7175,34.8,25.9436,26.0147,1.6,2.053,0.618,0.792,False
120.751,2019-10-04 23:50:04,6352.0,264.607,-106.86888,16.7775,120.0,14.123,14.0904,41807.0,4.186407,0.3725,0.0284,99.2926,0.094796,0.0,0.5091,0.5226,0.0882,0.1153,4.619,0.0,0.3007,0.0,0.5083,0.5209,34.7173,34.7995,25.9464,26.0168,1.6480000000000001,2.006,0.636,0.774,False
121.758,2019-10-04 23:50:04,6385.0,266.013,-106.8689,16.7775,121.0,14.116,14.0836,41801.0,4.185824,0.3639,0.0285,99.2903,0.092698,0.0,0.5092,0.522,0.0874,0.1152,4.6189,0.0,0.296,0.0,0.5083,0.5207,34.7171,34.7998,25.9477,26.0185,1.636,2.019,0.631,0.779,False
122.764,2019-10-04 23:50:04,6416.0,267.274,-106.8689,16.77751,122.0,14.1057,14.0728,41793.0,4.1849169999999996,0.3582,0.0278,99.3071,0.087158,0.0,0.5092,0.5221,0.0868,0.1152,4.6197,0.0,0.2833,0.0,0.5083,0.5206,34.7185,34.8008,25.9511,26.0215,1.59,1.995,0.613,0.769,False
123.771,2019-10-04 23:50:04,6452.0,268.78,-106.8689,16.777520000000003,123.0,14.0833,14.05,41772.0,4.182964,0.3346,0.0276,99.3119,0.08502,0.0,0.5092,0.5217,0.0844,0.1156,4.62,0.0,0.2782,0.0,0.5079,0.5205,34.7194,34.8028,25.9564,26.0279,1.507,1.99,0.581,0.767,False
124.77799999999999,2019-10-04 23:50:04,6506.0,271.043,-106.8689,16.777520000000003,124.0,14.0632,14.0303,41756.0,4.181277,0.3713,0.0279,99.306,0.078172,0.0,0.509,0.5215,0.0881,0.1162,4.6197,0.0,0.2618,0.0,0.5074,0.5205,34.7223,34.8045,25.963,26.0334,1.4269999999999998,1.983,0.55,0.764,False
125.78399999999999,2019-10-04 23:50:04,6551.0,272.931,-106.8689,16.777520000000003,125.0,14.0203,13.9865,41719.0,4.177647,0.3694,0.029,99.2777,0.07785,0.0,0.5086,0.5214,0.0879,0.1155,4.6183,0.0,0.261,0.0,0.5072,0.5203,34.7254,34.8098,25.9744,26.0467,1.4809999999999999,1.965,0.57,0.7559999999999999,False
126.791,2019-10-04 23:50:04,6588.0,274.47,-106.8689,16.777520000000003,126.0,13.9859,13.9526,41689.0,4.174611,0.3688,0.0298,99.2584,0.078703,0.0,0.5083,0.5213,0.0879,0.1154,4.6175,0.0,0.263,0.0,0.5071,0.5204,34.7285,34.8118,25.984,26.0555,1.483,1.9769999999999999,0.5710000000000001,0.7609999999999999,False
127.79700000000001,2019-10-04 23:50:04,6646.0,276.86,-106.8689,16.777520000000003,127.0,13.9505,13.9173,41658.0,4.171423,0.4069,0.0303,99.2455,0.078776,0.0,0.508,0.5213,0.0917,0.1154,4.6169,0.0,0.2632,0.0,0.5071,0.52,34.731,34.8137,25.9935,26.0643,1.4780000000000002,1.855,0.568,0.713,False
128.804,2019-10-04 23:50:04,6704.0,279.3,-106.8689,16.777520000000003,128.0,13.9246,13.8918,41636.0,4.169214,0.4006,0.031,99.2277,0.081329,0.0,0.5079,0.5211,0.0911,0.1153,4.6161,0.0,0.2694,0.0,0.5071,0.5195,34.7335,34.8158,26.0008,26.0713,1.483,1.858,0.57,0.7140000000000001,False
129.811,2019-10-04 23:50:04,6745.0,280.98900000000003,-106.8689,16.777520000000003,129.0,13.9163,13.8838,41630.0,4.168591999999999,0.3986,0.0315,99.2148,0.08038300000000001,0.0,0.5079,0.5206,0.0909,0.1166,4.6155,0.0,0.2672,0.0,0.5071,0.5194,34.7351,34.8168,26.0038,26.0738,1.484,1.829,0.57,0.703,False
130.817,2019-10-04 23:50:04,6776.0,282.31,-106.8689,16.777520000000003,130.0,13.9058,13.8725,41621.0,4.167742,0.3817,0.0316,99.2133,0.079011,0.0,0.5079,0.5204,0.0891,0.1171,4.6154,0.0,0.2638,0.0,0.5071,0.5195,34.7359,34.8187,26.0067,26.0776,1.484,1.922,0.57,0.738,False
131.82399999999998,2019-10-04 23:50:04,6805.0,283.506,-106.8689,16.777520000000003,131.0,13.8316,13.7958,41555.0,4.161574,0.3813,0.0319,99.2052,0.076962,0.0,0.5079,0.5204,0.0891,0.1152,4.615,0.0,0.2587,0.0,0.5071,0.5197,34.741,34.8302,26.0261,26.1026,1.4869999999999999,1.869,0.57,0.7170000000000001,False
132.83,2019-10-04 23:50:04,6835.0,284.733,-106.8689,16.777520000000003,132.0,13.7822,13.744,41512.0,4.1566529999999995,0.3813,0.0332,99.1729,0.077192,0.0,0.5079,0.5201,0.0891,0.1152,4.6135,0.0,0.2594,0.0,0.5071,0.5194,34.7455,34.8308,26.0398,26.1137,1.4880000000000002,1.7919999999999998,0.57,0.687,False
133.83700000000002,2019-10-04 23:50:04,6910.0,287.871,-106.8689,16.777520000000003,133.0,13.7646,13.7316,41497.0,4.15522,0.39,0.0338,99.1588,0.073575,0.0,0.5079,0.5202,0.09,0.1168,4.6128,0.0,0.2503,0.0,0.5071,0.5192,34.7462,34.8282,26.0441,26.1144,1.4809999999999999,1.808,0.5670000000000001,0.6920000000000001,False
134.844,2019-10-04 23:50:04,7007.0,291.916,-106.8689,16.777520000000003,134.0,13.7102,13.6841,41451.0,4.1516269999999995,0.3808,0.0337,99.1611,0.07558,0.0,0.5078,0.52,0.0891,0.1172,4.6129,0.0,0.2551,0.0,0.5071,0.519,34.7521,34.8373,26.0599,26.1312,1.5019999999999998,1.76,0.575,0.674,False
135.85,2019-10-04 23:50:04,7028.0,292.8,-106.8689,16.777520000000003,135.0,13.6922,13.6596,41435.0,4.149106,0.358,0.0335,99.1657,0.073823,0.0,0.5079,0.5198,0.0868,0.1155,4.6131,0.0,0.2509,0.0,0.5071,0.5191,34.7531,34.8356,26.0645,26.135,1.472,1.794,0.563,0.6859999999999999,False
136.857,2019-10-04 23:50:04,7049.0,293.656,-106.8689,16.777520000000003,136.0,13.6721,13.6386,41416.0,4.147348,0.3384,0.0333,99.1713,0.070263,0.0,0.5078,0.52,0.0848,0.1153,4.6134,0.0,0.2419,0.0,0.507,0.5189,34.7535,34.8378,26.069,26.1411,1.4369999999999998,1.7730000000000001,0.55,0.6779999999999999,False
137.863,2019-10-04 23:50:04,7071.0,294.567,-106.8689,16.777520000000003,137.0,13.6576,13.6274,41404.0,4.14634,0.3331,0.0337,99.161,0.07003,0.0,0.5079,0.5199,0.0843,0.1164,4.6129,0.0,0.2413,0.0,0.507,0.5189,34.7549,34.8381,26.073,26.1437,1.436,1.734,0.5489999999999999,0.6629999999999999,False
138.87,2019-10-04 23:50:04,7101.0,295.839,-106.8689,16.777520000000003,138.0,13.6406,13.6061,41389.0,4.144379,0.3325,0.0337,99.1608,0.067768,0.0,0.5079,0.5198,0.0842,0.116,4.6129,0.0,0.2354,0.0,0.5067,0.5186,34.7559,34.8387,26.0774,26.1485,1.355,1.6909999999999998,0.518,0.6459999999999999,False
139.877,2019-10-04 23:50:04,7183.0,299.245,-106.8689,16.77753,139.0,13.6372,13.608,41387.0,4.144430000000001,0.341,0.0335,99.1673,0.065027,0.0,0.5075,0.5195,0.0851,0.1159,4.6132,0.0,0.2282,0.0,0.5064,0.5184,34.7563,34.8369,26.0784,26.1468,1.3880000000000001,1.7009999999999998,0.53,0.65,False
140.88299999999998,2019-10-04 23:50:04,7255.0,302.25,-106.8689,16.77754,140.0,13.6064,13.5775,41359.0,4.1419760000000005,0.3337,0.0332,99.1739,0.062247000000000004,0.0,0.5072,0.5191,0.0844,0.1161,4.6135,0.0,0.2207,0.0,0.5065,0.5186,34.7579,34.8412,26.0861,26.1565,1.432,1.7819999999999998,0.547,0.6809999999999999,False
141.89,2019-10-04 23:50:04,7287.0,303.578,-106.8689,16.77754,141.0,13.5802,13.5465,41335.0,4.139039,0.3153,0.0337,99.161,0.060099,0.0,0.5072,0.5192,0.0825,0.1153,4.6129,0.0,0.215,0.0,0.5064,0.5185,34.7586,34.8414,26.092,26.163,1.273,1.673,0.486,0.638,False
142.89700000000002,2019-10-04 23:50:04,7319.0,304.908,-106.8689,16.77754,142.0,13.5484,13.5162,41305.0,4.1362760000000005,0.2831,0.0335,99.1656,0.059914999999999996,0.0,0.5072,0.5192,0.0793,0.1151,4.6131,0.0,0.2144,0.0,0.506,0.5182,34.7587,34.8427,26.0986,26.1703,1.307,1.621,0.499,0.618,False
143.903,2019-10-04 23:50:04,7348.0,306.142,-106.8689,16.77754,143.0,13.5341,13.502,41292.0,4.1349029999999996,0.278,0.0327,99.1857,0.057826,0.0,0.5073,0.5194,0.0788,0.1151,4.6141,0.0,0.2087,0.0,0.506,0.5181,34.7594,34.8423,26.1022,26.1729,1.337,1.673,0.51,0.638,False
144.91,2019-10-04 23:50:04,7383.0,307.564,-106.8689,16.77753,144.0,13.5135,13.4822,41273.0,4.133087000000001,0.2697,0.033,99.1796,0.053113,0.0,0.507,0.5192,0.0779,0.1153,4.6138,0.0,0.1954,0.0,0.5059,0.5181,34.7603,34.8428,26.1071,26.1774,1.306,1.6580000000000001,0.498,0.632,False
145.917,2019-10-04 23:50:04,7416.0,308.974,-106.8689,16.777520000000003,145.0,13.5056,13.473,41267.0,4.132192,0.2586,0.0337,99.1606,0.056199,0.0,0.5068,0.519,0.0768,0.117,4.6129,0.0,0.2042,0.0,0.5059,0.5181,34.7607,34.8424,26.109,26.1789,1.411,1.669,0.5379999999999999,0.636,False
146.923,2019-10-04 23:50:04,7446.0,310.207,-106.8689,16.777520000000003,146.0,13.4886,13.4558,41251.0,4.130788,0.2612,0.034,99.1545,0.059583000000000004,0.0,0.5068,0.5188,0.0771,0.1153,4.6126,0.0,0.2136,0.0,0.5063,0.518,34.7609,34.8445,26.1127,26.1841,1.411,1.7209999999999999,0.5379999999999999,0.6559999999999999,False
147.93,2019-10-04 23:50:04,7472.0,311.302,-106.8689,16.777520000000003,147.0,13.4615,13.4299,41227.0,4.128489,0.2579,0.0337,99.1608,0.058408,0.0,0.5067,0.5189,0.0768,0.1153,4.6129,0.0,0.2102,0.0,0.5061,0.5184,34.7621,34.846,26.1192,26.1907,1.297,1.666,0.494,0.634,False
148.937,2019-10-04 23:50:04,7497.0,312.346,-106.8689,16.777520000000003,148.0,13.3855,13.3522,41156.0,4.12186,0.2354,0.0337,99.1597,0.056907000000000006,0.0,0.5067,0.519,0.0746,0.1152,4.6128,0.0,0.2059,0.0,0.5059,0.5181,34.7643,34.854,26.1365,26.2127,1.274,1.641,0.484,0.624,False
149.94299999999998,2019-10-04 23:50:04,7521.0,313.324,-106.8689,16.777520000000003,149.0,13.3585,13.3267,41132.0,4.1188709999999995,0.2309,0.0344,99.1438,0.058241999999999995,0.0,0.507,0.5188,0.0741,0.1152,4.6121,0.0,0.2099,0.0,0.5059,0.518,34.7657,34.8487,26.1431,26.2139,1.33,1.681,0.505,0.639,False
150.95,2019-10-04 23:50:04,7546.0,314.388,-106.8689,16.777520000000003,150.0,13.3563,13.3246,41130.0,4.1186110000000005,0.2143,0.035,99.1286,0.05728300000000001,0.0,0.507,0.5192,0.0724,0.1152,4.6114,0.0,0.2073,0.0,0.5059,0.5181,34.766,34.8478,26.1438,26.2136,1.3319999999999999,1.649,0.506,0.627,False
151.957,2019-10-04 23:50:04,7570.0,315.36400000000003,-106.86889,16.777520000000003,151.0,13.3517,13.3191,41126.0,4.118253,0.2168,0.035,99.1283,0.056312,0.0,0.5068,0.5189,0.0727,0.1155,4.6114,0.0,0.2046,0.0,0.5059,0.5179,34.7658,34.8489,26.1446,26.2156,1.3319999999999999,1.614,0.506,0.613,False
152.964,2019-10-04 23:50:04,7593.0,316.324,-106.86888,16.777520000000003,152.0,13.3169,13.2839,41096.0,4.115404,0.2096,0.0356,99.1123,0.056075,0.0,0.5067,0.5188,0.0719,0.1154,4.6107,0.0,0.2038,0.0,0.5059,0.5179,34.7686,34.8538,26.1539,26.2266,1.334,1.577,0.506,0.599,False
153.97,2019-10-04 23:50:04,7615.0,317.245,-106.86888,16.777520000000003,153.0,13.2971,13.265,41078.0,4.113449,0.1862,0.035,99.13,0.054924,0.0,0.5067,0.5189,0.0696,0.1172,4.6115,0.0,0.2007,0.0,0.5059,0.5176,34.7698,34.8522,26.1589,26.2292,1.287,1.577,0.488,0.599,False
