Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
39.244,2018-04-25 15:02:53,217.877,5230.0,-106.13356,20.39476,39.0,16.7303,16.727,4.423558,4.423035,0.40407,12.392,4.514,5.1372,0.0,4.514,0.1347,0.596,0.0,4.5499,0.0,2.0072,0.0,0.5956,34.6391,34.6373,25.3023,25.3018,0.2783,8.482000000000001,3.531,False
40.251,2018-04-25 15:02:53,219.646,5273.0,-106.13356,20.39476,40.0,16.6016,16.6016,4.412195,4.411906,0.41258,12.3815,4.5258,4.7271,0.0,4.5258,0.1375,0.5809,0.0,4.5529,0.0,1.9713,0.0,0.5805,34.6504,34.6478,25.3412,25.3393,0.2562,7.807,3.242,False
41.257,2018-04-25 15:02:53,221.226,5310.0,-106.13356,20.39476,41.0,16.56,16.5595,4.408783000000001,4.408489,0.33271999999999996,12.378,4.5298,4.3627,0.0,4.5298,0.1109,0.5732,0.0,4.555,0.0,1.9364,0.0,0.5729,34.656,34.6538,25.3553,25.3537,0.2389,7.281000000000001,3.0210000000000004,False
42.263000000000005,2018-04-25 15:02:53,223.101,5355.0,-106.13356,20.39476,42.0,16.5403,16.5358,4.407303,4.406658,0.58868,12.3776,4.5303,4.0023,0.0,4.5303,0.1962,0.568,0.0,4.5572,0.0,1.8987,0.0,0.5676,34.6597,34.6579,25.3627,25.3624,0.2309,7.037999999999999,2.92,False
43.27,2018-04-25 15:02:53,226.645,5440.0,-106.13356,20.39475,43.0,16.5211,16.5131,4.405966,4.405004,0.33337,12.3721,4.5365,3.5184,0.0,4.5365,0.1111,0.5613,0.0,4.5614,0.0,1.8431,0.0,0.5609,34.6642,34.6627,25.3707,25.3714,0.2043,6.225,2.582,False
44.276,2018-04-25 15:02:53,228.571,5487.0,-106.13356,20.39474,44.0,16.4684,16.4688,4.401733,4.401552,0.30052,12.3695,4.5394,3.1515,0.0,4.5394,0.1002,0.5544,0.0,4.5647,0.0,1.7952,0.0,0.554,34.6723,34.6703,25.3892,25.3876,0.1757,5.354,2.218,False
45.282,2018-04-25 15:02:53,230.24400000000003,5527.0,-106.13356,20.39474,45.0,16.4125,16.4112,4.396965,4.396621,0.33008000000000004,12.3696,4.5392,2.9012,0.0,4.5392,0.11,0.5486,0.0,2.9628,0.0,1.7592,0.0,0.5482,34.6784,34.6765,25.4069,25.4058,0.1587,4.837,2.002,False
46.288999999999994,2018-04-25 15:02:53,232.024,5570.0,-106.13356,20.39474,46.0,16.3506,16.3455,4.391458,4.390827,0.37306,12.379,4.5286,2.7197,0.0,4.5286,0.1244,0.543,0.0,4.569,0.0,1.7312,0.0,0.5426,34.6832,34.6821,25.425,25.4253,0.1356,4.133,1.709,False
47.295,2018-04-25 15:02:53,233.64700000000002,5609.0,-106.13356,20.39474,47.0,16.2399,16.2404,4.381633,4.381425,0.44871000000000005,12.3855,4.5213,2.5568,0.0,4.5213,0.1496,0.5356,0.0,4.5704,0.0,1.7044,0.0,0.5352,34.6923,34.69,25.4576,25.4557,0.1019,3.1039999999999996,1.281,False
48.302,2018-04-25 15:02:53,235.446,5652.0,-106.13356,20.39474,48.0,15.9405,15.9459,4.354736,4.355124,0.6933699999999999,12.4067,4.4974,2.349,0.0,4.4974,0.2311,0.5258,0.0,4.5735,0.0,1.6674,0.0,0.5254,34.7146,34.7134,25.5433,25.5411,0.0722,2.199,0.902,False
49.308,2018-04-25 15:02:53,237.803,5708.0,-106.13356,20.39474,49.0,15.7494,15.7518,4.337624,4.337616000000001,0.8479899999999999,12.405,4.4993,2.0841,0.0,4.4993,0.2827,0.5196,0.0,4.5772,0.0,1.6154,0.0,0.5192,34.7291,34.7269,25.5979,25.5957,0.067,2.041,0.8340000000000001,False
50.31399999999999,2018-04-25 15:02:53,240.405,5771.0,-106.13356,20.39474,50.0,15.7279,15.7282,4.335872,4.3356580000000005,0.97203,12.4052,4.499,1.8278,0.0,4.499,0.324,0.5178,0.0,4.0306,0.0,1.5584,0.0,0.5174,34.7319,34.7297,25.605,25.6032,0.0655,1.995,0.815,False
51.321000000000005,2018-04-25 15:02:53,243.169,5837.0,-106.13356,20.39474,51.0,15.6833,15.6823,4.331841000000001,4.331544,1.2845,12.4035,4.501,1.6539,0.0,4.501,0.4282,0.5169,0.0,4.6143,0.0,1.5153,0.0,0.5165,34.7346,34.7328,25.6172,25.616,0.0628,1.913,0.7809999999999999,False
52.327,2018-04-25 15:02:53,244.62599999999998,5872.0,-106.13356,20.39474,52.0,15.607,15.604,4.324833,4.324379,0.9252299999999999,12.4024,4.5022,1.5175,0.0,4.5022,0.3084,0.5165,0.0,4.584,0.0,1.4778,0.0,0.5161,34.7385,34.7371,25.6374,25.6369,0.0621,1.892,0.7709999999999999,False
53.333999999999996,2018-04-25 15:02:53,245.828,5901.0,-106.13356,20.39474,53.0,15.5243,15.524,4.317369,4.317166,0.9017299999999999,12.4017,4.503,1.3771,0.0,4.503,0.3006,0.5163,0.0,4.5854,0.0,1.4356,0.0,0.5159,34.744,34.7424,25.6601,25.659,0.0611,1.861,0.757,False
54.34,2018-04-25 15:02:53,247.297,5936.0,-106.13356,20.39474,54.0,15.4639,15.4646,4.311794,4.3117589999999995,1.1927,12.4023,4.5023,1.2489,0.0,4.5023,0.3976,0.5156,0.0,4.5871,0.0,1.3931,0.0,0.5152,34.7466,34.7458,25.6757,25.6749,0.0587,1.7890000000000001,0.727,False
55.347,2018-04-25 15:02:53,249.62099999999998,5992.0,-106.13356,20.39474,55.0,15.4091,15.4119,4.30682,4.3069120000000005,1.4763,12.406,4.4982,1.1256,0.0,4.4982,0.4921,0.5153,0.0,4.5891,0.0,1.348,0.0,0.5149,34.7499,34.7482,25.6905,25.6886,0.0586,1.785,0.725,False
56.353,2018-04-25 15:02:53,252.625,6064.0,-106.13356,20.39474,56.0,15.3774,15.3747,4.303948,4.303548999999999,1.2641,12.4078,4.4962,0.99539,0.0,4.4962,0.4214,0.5149,0.0,3.7497,0.0,1.2947,0.0,0.5145,34.7516,34.7503,25.6989,25.6985,0.0572,1.743,0.7070000000000001,False
57.36,2018-04-25 15:02:53,254.989,6121.0,-106.13356,20.39474,57.0,15.3278,15.3275,4.299306,4.299148000000001,1.1502,12.4091,4.4947,0.8780899999999999,0.0,4.4947,0.3834,0.5145,0.0,4.6023,0.0,1.2403,0.0,0.5141,34.7532,34.752,25.7112,25.7104,0.0565,1.7209999999999999,0.698,False
58.36600000000001,2018-04-25 15:02:53,256.466,6156.0,-106.13356,20.39474,58.0,15.2019,15.1991,4.287642,4.287316000000001,1.0747,12.4056,4.4986,0.78403,0.0,4.4986,0.3582,0.5146,0.0,4.5936,0.0,1.191,0.0,0.5142,34.7588,34.7583,25.7435,25.7437,0.0565,1.722,0.6970000000000001,False
59.372,2018-04-25 15:02:53,258.26599999999996,6199.0,-106.13356,20.39474,59.0,15.0595,15.0613,4.274380000000001,4.27444,1.1647,12.4072,4.4968,0.70723,0.0,4.4968,0.3883,0.5143,0.0,4.5953,0.0,1.1464,0.0,0.5139,34.7645,34.7634,25.7793,25.7781,0.0546,1.6640000000000001,0.6709999999999999,False
60.379,2018-04-25 15:02:53,260.232,6247.0,-106.13356,20.39474,60.0,15.0052,15.0043,4.269358,4.269131,1.0934,12.4063,4.4979,0.64896,0.0,4.4979,0.3645,0.514,0.0,4.5969,0.0,1.1091,0.0,0.5136,34.7667,34.7654,25.7929,25.7921,0.0548,1.6680000000000001,0.672,False
61.385,2018-04-25 15:02:53,262.031,6290.0,-106.13356999999999,20.39474,61.0,14.9692,14.9707,4.266046,4.266057,1.1535,12.4058,4.4984,0.59032,0.0,4.4984,0.3845,0.5138,0.0,4.3996,0.0,1.0679,0.0,0.5134,34.7681,34.767,25.8019,25.8007,0.0539,1.642,0.6609999999999999,False
62.391999999999996,2018-04-25 15:02:53,263.916,6335.0,-106.13358000000001,20.39474,62.0,14.9249,14.9272,4.2618540000000005,4.2619489999999995,1.0323,12.4052,4.4991,0.5346,0.0,4.4991,0.3441,0.5135,0.0,3.9777,0.0,1.0249,0.0,0.5131,34.769,34.7679,25.8124,25.811,0.0522,1.591,0.64,False
63.398,2018-04-25 15:02:53,265.935,6383.0,-106.13358000000001,20.39474,63.0,14.8794,14.8801,4.257783,4.2577419999999995,1.0969,12.4056,4.4986,0.47561000000000003,0.0,4.4986,0.3656,0.5132,0.0,4.5815,0.0,0.974,0.0,0.5128,34.7721,34.771,25.8247,25.8237,0.0515,1.57,0.631,False
64.405,2018-04-25 15:02:53,268.538,6446.0,-106.13358000000001,20.39473,64.0,14.7893,14.7943,4.249418,4.249755,1.1681,12.4061,4.4981,0.42408999999999997,0.0,4.4981,0.3893,0.513,0.0,4.6018,0.0,0.9245,0.0,0.5126,34.7756,34.7742,25.8471,25.8449,0.0521,1.587,0.637,False
