Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
43.269,2018-04-22 22:00:31,220.50400000000002,5293.0,-106.05134,20.206120000000002,43.0,16.1527,16.148,4.359282,4.358912999999999,0.34053,12.3711,4.5376,0.83788,0.0,4.5376,0.1135,0.6803,0.0,4.5677,0.0,1.2201,0.0,0.6799,34.5716,34.5725,25.3847,25.3864,0.4193,12.777999999999999,5.2589999999999995,False
44.276,2018-04-22 22:00:31,222.106,5332.0,-106.05134,20.206120000000002,44.0,16.0607,16.0599,4.352804,4.352624,0.32392,12.3715,4.5371,0.80906,0.0,4.5371,0.108,0.6324,0.0,4.5692,0.0,1.2048,0.0,0.632,34.5938,34.593,25.4229,25.4224,0.377,11.49,4.721,False
45.282,2018-04-22 22:00:31,224.263,5383.0,-106.05134,20.206120000000002,45.0,16.0043,16.005,4.347707,4.347622,0.44592,12.3701,4.5388,0.74698,0.0,4.5388,0.1486,0.6117,0.0,4.5707,0.0,1.1701,0.0,0.6113,34.5973,34.5959,25.4385,25.4372,0.3599,10.968,4.502,False
46.288999999999994,2018-04-22 22:00:31,226.833,5445.0,-106.05134,20.206120000000002,46.0,15.9054,15.9058,4.339989,4.339926,0.40547,12.3762,4.5318,0.68879,0.0,4.5318,0.1352,0.5897,0.0,4.5727,0.0,1.135,0.0,0.5894,34.6146,34.6137,25.4743,25.4735,0.266,8.106,3.321,False
47.295,2018-04-22 22:00:31,228.81099999999998,5492.0,-106.05134,20.206120000000002,47.0,15.7977,15.7963,4.330934,4.330743,0.35604,12.369,4.5399,0.6340100000000001,0.0,4.5399,0.1187,0.5738,0.0,4.575,0.0,1.0989,0.0,0.5734,34.6275,34.6271,25.5087,25.5087,0.2355,7.1770000000000005,2.9339999999999997,False
48.301,2018-04-22 22:00:31,231.551,5558.0,-106.05134,20.206120000000002,48.0,15.6722,15.6766,4.319627,4.3199440000000005,0.37646999999999997,12.3645,4.5452,0.595,0.0,4.5452,0.1255,0.5646,0.0,4.5768,0.0,1.0715,0.0,0.5642,34.636,34.635,25.5436,25.5418,0.2288,6.971,2.843,False
49.308,2018-04-22 22:00:31,233.764,5611.0,-106.05134,20.206120000000002,49.0,15.5944,15.5928,4.312094999999999,4.311904,0.33605999999999997,12.3653,4.5442,0.56822,0.0,4.5442,0.112,0.5632,0.0,4.5781,0.0,1.0515,0.0,0.5628,34.6364,34.636,25.5614,25.5615,0.2123,6.468999999999999,2.635,False
50.31399999999999,2018-04-22 22:00:31,235.33900000000003,5649.0,-106.05134,20.206120000000002,50.0,15.4533,15.4475,4.300056,4.299562,0.40973000000000004,12.3661,4.5433,0.54063,0.0,4.5433,0.1366,0.5548,0.0,4.5799,0.0,1.0299,0.0,0.5544,34.6518,34.6525,25.6049,25.6067,0.1719,5.2379999999999995,2.128,False
51.321000000000005,2018-04-22 22:00:31,237.045,5690.0,-106.05134,20.206120000000002,51.0,15.3674,15.3668,4.292423,4.292353,0.38068,12.3667,4.5426,0.50317,0.0,4.5426,0.1269,0.548,0.0,4.5812,0.0,0.9986,0.0,0.5476,34.6583,34.6583,25.6291,25.6292,0.1572,4.79,1.942,False
52.327,2018-04-22 22:00:31,239.327,5745.0,-106.05134,20.206120000000002,52.0,15.3707,15.3721,4.294582,4.294561,0.50316,12.3698,4.5391,0.47155,0.0,4.5391,0.1677,0.5397,0.0,4.5832,0.0,0.9705,0.0,0.5393,34.6745,34.6731,25.6409,25.6395,0.1266,3.8560000000000003,1.564,False
