Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
1.006,2018-04-15 05:12:33,25.107,604.0,-107.01706000000001,16.91626,1.0,26.6713,26.6731,5.391673,5.922219999999999,0.075759,13.34,4.3225,1282.5,0.0,4.3225,0.0253,2.6141,0.0,0.8324,0.0,4.3295,0.0,2.6141,34.3485,43.8133,22.3315,31.638,6.1479,187.92700000000002,93.044,False,2018-04-15 05:12:58.107
2.012,2018-04-15 05:12:33,36.969,888.0,-107.01706000000001,16.91626,2.0,26.6768,26.6805,5.393165,5.417492,0.086727,12.3751,4.543,940.25,0.0,4.543,0.0289,2.7368,0.0,3.4555,0.0,4.2464,0.0,2.7368,34.3547,34.5902,22.3345,22.5353,6.4663,197.662,97.875,False,2018-04-15 05:13:09.969
3.0180000000000002,2018-04-15 05:12:33,41.347,993.0,-107.01706000000001,16.91626,3.0,26.6786,26.6795,5.3929599999999995,5.403018,0.088156,12.3624,4.5474,660.81,0.0,4.5474,0.0294,2.7408,0.0,4.7227,0.0,4.1083,0.0,2.7408,34.3516,34.423,22.3317,22.3852,6.4757,197.949,98.01799999999999,False,2018-04-15 05:13:14.347
4.024,2018-04-15 05:12:33,45.623000000000005,1096.0,-107.01706000000001,16.91626,4.0,26.6783,26.6782,5.3916129999999995,5.397444999999999,0.08934500000000001,12.3588,4.5516,547.73,0.0,4.5516,0.0298,2.7378,0.0,4.516,0.0,4.0138,0.0,2.7378,34.3419,34.3838,22.3245,22.3561,6.4672,197.68900000000002,97.883,False,2018-04-15 05:13:18.623
5.03,2018-04-15 05:12:33,49.982,1201.0,-107.01706000000001,16.91626,5.0,26.6788,26.679,5.390947,5.393921,0.094223,12.3586,4.5518,525.63,0.0,4.5518,0.0314,2.7387,0.0,4.5132,0.0,4.0073,0.0,2.7387,34.3365,34.3576,22.3204,22.3362,6.4723,197.84599999999998,97.958,False,2018-04-15 05:13:22.982
6.0360000000000005,2018-04-15 05:12:33,53.75,1291.0,-107.01706000000001,16.91628,6.0,26.6818,26.6824,5.391577,5.393473,0.095566,12.3592,4.5511,496.53,0.0,4.5511,0.0318,2.7393,0.0,4.5113,0.0,3.9817,0.0,2.7393,34.3384,34.3516,22.3209,22.3307,6.4725,197.851,97.96600000000001,False,2018-04-15 05:13:26.750
7.042000000000001,2018-04-15 05:12:33,57.157,1373.0,-107.01705,16.91627,7.0,26.6818,26.6824,5.3916830000000004,5.392951999999999,0.095098,12.3586,4.5518,433.11,0.0,4.5518,0.0317,2.7397,0.0,4.5094,0.0,3.9249,0.0,2.7397,34.3389,34.3475,22.3214,22.3277,6.4745,197.91400000000002,97.99799999999999,False,2018-04-15 05:13:30.157
8.048,2018-04-15 05:12:33,62.778,1508.0,-107.01704,16.91626,8.0,26.6932,26.6918,5.395522,5.3956230000000005,0.09718500000000001,12.3581,4.5524,383.16,0.0,4.5524,0.0324,2.7402,0.0,4.507,0.0,3.8753,0.0,2.7402,34.3577,34.3594,22.332,22.3338,6.4847,198.22400000000002,98.181,False,2018-04-15 05:13:35.778
9.054,2018-04-15 05:12:33,65.021,1562.0,-107.01706000000001,16.91626,9.0,26.6814,26.6815,5.39809,5.3986,0.10167000000000001,12.3583,4.5522,369.25,0.0,4.5522,0.0339,2.7444,0.0,4.5063,0.0,3.8625,0.0,2.7444,34.3845,34.3881,22.356,22.3587,6.4908,198.40400000000002,98.26799999999999,False,2018-04-15 05:13:38.021
10.06,2018-04-15 05:12:33,72.204,1734.0,-107.01704,16.91625,10.0,26.6782,26.6801,5.397882,5.398232,0.09854500000000001,12.3573,4.5532,324.61,0.0,4.5532,0.0328,2.7451,0.0,4.5052,0.0,3.8012,0.0,2.7451,34.3851,34.3862,22.3576,22.3578,6.4924,198.454,98.289,False,2018-04-15 05:13:45.204
11.065999999999999,2018-04-15 05:12:33,98.416,2363.0,-107.01706000000001,16.91625,11.0,26.6711,26.6726,5.398263,5.3982529999999995,0.10186,12.3582,4.5522,313.66,0.0,4.5522,0.034,2.745,0.0,4.507,0.0,3.7892,0.0,2.745,34.3928,34.3916,22.3656,22.3643,6.4932,198.477,98.29299999999999,False,2018-04-15 05:14:11.416
12.072000000000001,2018-04-15 05:12:33,188.88299999999998,4534.0,-107.01706000000001,16.91626,12.0,26.6315,26.635,5.39827,5.398426000000001,0.10994000000000001,12.3625,4.5474,320.5,0.0,4.5474,0.0367,2.7495,0.0,4.5203,0.0,3.8015,0.0,2.7495,34.422,34.4205,22.4003,22.398,6.5159,199.16400000000002,98.588,False,2018-04-15 05:15:41.883
13.078,2018-04-15 05:12:33,194.958,4680.0,-107.01706000000001,16.91625,13.0,26.5904,26.5909,5.3978410000000006,5.397915,0.1094,12.3629,4.547,298.55,0.0,4.547,0.0365,2.7599,0.0,4.5215,0.0,3.7717,0.0,2.76,34.4492,34.4494,22.4338,22.4338,6.5573,200.423,99.162,False,2018-04-15 05:15:47.958
14.084000000000001,2018-04-15 05:12:33,196.34599999999998,4713.0,-107.01706000000001,16.91624,14.0,26.5244,26.522,5.396068,5.396197,0.11549000000000001,12.3663,4.5431,273.96,0.0,4.5431,0.0385,2.7643,0.0,4.5224,0.0,3.7322,0.0,2.7644,34.4854,34.4882,22.482,22.4848,6.573,200.894,99.31,False,2018-04-15 05:15:49.346
15.09,2018-04-15 05:12:33,197.567,4743.0,-107.01706000000001,16.91624,15.0,26.4085,26.4048,5.396980999999999,5.39696,0.11539,12.3675,4.5416,266.59,0.0,4.5416,0.0385,2.7725,0.0,4.523,0.0,3.7221,0.0,2.7725,34.5785,34.5811,22.5887,22.5918,6.6201,202.31,99.88,False,2018-04-15 05:15:50.567
16.096,2018-04-15 05:12:33,199.98,4801.0,-107.01706000000001,16.91624,16.0,26.3886,26.3808,5.393904,5.393865,0.12036,12.3673,4.5419,243.21,0.0,4.5419,0.0401,2.7783,0.0,4.5237,0.0,3.6795,0.0,2.7783,34.571,34.5765,22.5893,22.5959,6.6234,202.41099999999997,99.89200000000001,False,2018-04-15 05:15:52.980
17.102,2018-04-15 05:12:33,203.208,4878.0,-107.01706000000001,16.91624,17.0,26.14,26.1475,5.37124,5.372018,0.12605999999999998,12.3675,4.5417,229.32,0.0,4.5417,0.042,2.7878,0.0,4.5246,0.0,3.6571,0.0,2.7878,34.5937,34.5937,22.6844,22.6821,6.6903,204.437,100.495,False,2018-04-15 05:15:56.208
18.108,2018-04-15 05:12:33,204.52700000000002,4910.0,-107.01706000000001,16.91624,18.0,25.9313,25.9263,5.347144999999999,5.346476999999999,0.13067,12.3705,4.5382,218.67,0.0,4.5382,0.0436,2.7984,0.0,4.5257,0.0,3.6357,0.0,2.7984,34.576,34.5748,22.7361,22.7368,6.7469,206.157,100.98100000000001,False,2018-04-15 05:15:57.527
19.114,2018-04-15 05:12:33,205.703,4938.0,-107.01706000000001,16.91624,19.0,25.8667,25.8667,5.340109,5.340123,0.13254000000000002,12.3718,4.5368,205.92,0.0,4.5368,0.0442,2.8012,0.0,4.5268,0.0,3.6076,0.0,2.8012,34.5732,34.5733,22.7541,22.7542,6.7531,206.34099999999998,100.962,False,2018-04-15 05:15:58.703
20.12,2018-04-15 05:12:33,206.97099999999998,4968.0,-107.01706000000001,16.91624,20.0,25.8668,25.8669,5.340311,5.340358,0.13512000000000002,12.3709,4.5378,194.13,0.0,4.5378,0.0451,2.8037,0.0,4.5274,0.0,3.5836,0.0,2.8037,34.5743,34.5746,22.755,22.7552,6.7545,206.386,100.985,False,2018-04-15 05:15:59.971
21.127,2018-04-15 05:12:33,210.53900000000002,5054.0,-107.01706000000001,16.91624,21.0,25.8885,25.8904,5.3429269999999995,5.343162,0.14268,12.3711,4.5376,183.3,0.0,4.5376,0.0476,2.8018,0.0,4.528,0.0,3.5593,0.0,2.8018,34.5767,34.5769,22.7501,22.7497,6.747,206.157,100.911,False,2018-04-15 05:16:03.539
22.131999999999998,2018-04-15 05:12:33,213.13099999999997,5116.0,-107.01706000000001,16.91624,22.0,25.8713,25.8753,5.341524,5.342102,0.14135999999999999,12.3724,4.5361,167.1,0.0,4.5361,0.0471,2.8026,0.0,4.529,0.0,3.5197,0.0,2.8026,34.5791,34.5803,22.7573,22.757,6.7562,206.435,101.02,False,2018-04-15 05:16:06.131
23.139,2018-04-15 05:12:33,214.385,5146.0,-107.01706000000001,16.91624,23.0,25.885,25.8859,5.344226,5.344437999999999,0.1504,12.3733,4.5351,164.23,0.0,4.5351,0.0501,2.8041,0.0,4.5296,0.0,3.512,0.0,2.8041,34.5881,34.589,22.7599,22.7603,6.7619,206.611,101.134,False,2018-04-15 05:16:07.385
24.145,2018-04-15 05:12:33,215.808,5180.0,-107.01706000000001,16.91624,24.0,25.8749,25.8735,5.343573999999999,5.343431,0.15249000000000001,12.3752,4.5329,154.25,0.0,4.5329,0.0509,2.8039,0.0,4.5298,0.0,3.4846,0.0,2.8039,34.5907,34.5908,22.7651,22.7656,6.7481,206.188,100.912,False,2018-04-15 05:16:08.808
25.151,2018-04-15 05:12:33,217.658,5225.0,-107.01706000000001,16.91624,25.0,25.8398,25.8378,5.339851,5.33966,0.1552,12.3758,4.5323,154.02,0.0,4.5323,0.0517,2.7981,0.0,4.5302,0.0,3.4834,0.0,2.7981,34.5899,34.5899,22.7754,22.7761,6.7413,205.97799999999998,100.75,False,2018-04-15 05:16:10.658
26.156999999999996,2018-04-15 05:12:33,219.388,5266.0,-107.01706000000001,16.91624,26.0,25.7457,25.7429,5.328544,5.328163,0.16027,12.3762,4.5319,134.63,0.0,4.5319,0.0534,2.7964,0.0,4.5309,0.0,3.4254,0.0,2.7964,34.5783,34.5777,22.7959,22.7963,6.7523,206.31099999999998,100.749,False,2018-04-15 05:16:12.388
27.163,2018-04-15 05:12:33,221.623,5320.0,-107.01706000000001,16.91625,27.0,25.7179,25.7001,5.325377,5.323429,0.1674,12.3759,4.5321,132.76,0.0,4.5321,0.0558,2.7976,0.0,4.5312,0.0,3.4183,0.0,2.7976,34.5759,34.5751,22.8027,22.8076,6.7618,206.6,100.84200000000001,False,2018-04-15 05:16:14.623
