Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
98.609,2018-04-15 05:12:33.000,366.225,8790.0,-107.01706000000001,16.91626,98.0,14.8474,14.847,4.251754,4.251684,0.44443999999999995,12.35,4.5616,0.34353,0.0,4.5616,0.1482,0.5148,0.0,4.6053,0.0,0.833,0.0,0.514,34.7313,34.731,25.8013,25.8012,0.0535,1.63,0.655,False,2018-04-15 05:18:39.225
99.615,2018-04-15 05:12:33.000,369.59,8871.0,-107.01706000000001,16.91626,99.0,14.781,14.7687,4.245686,4.244832,0.51077,12.3519,4.5594,0.32118,0.0,4.5594,0.1703,0.5138,0.0,4.6055,0.0,0.8041,0.0,0.513,34.7346,34.7378,25.8183,25.8235,0.0534,1.625,0.652,False,2018-04-15 05:18:42.590
100.62200000000001,2018-04-15 05:12:33.000,371.515,8917.0,-107.01706000000001,16.91626,100.0,14.6304,14.63,4.2321480000000005,4.231986,0.51808,12.3564,4.5543,0.30106,0.0,4.5543,0.1727,0.5131,0.0,4.6059,0.0,0.7758,0.0,0.5123,34.7447,34.7436,25.8587,25.858,0.0484,1.474,0.59,False,2018-04-15 05:18:44.515
101.62799999999999,2018-04-15 05:12:33.000,381.077,9147.0,-107.01706000000001,16.91626,101.0,14.5981,14.6056,4.229645,4.230196,0.52984,12.3583,4.5521,0.2808,0.0,4.5521,0.1766,0.512,0.0,4.6087,0.0,0.7456,0.0,0.5112,34.7502,34.7486,25.87,25.8671,0.0464,1.412,0.564,False,2018-04-15 05:18:54.077
102.635,2018-04-15 05:12:33.000,391.379,9394.0,-107.01708,16.91626,102.0,14.5064,14.5087,4.220954,4.221067,0.48723,12.3592,4.5512,0.26805999999999996,0.0,4.5512,0.1624,0.5114,0.0,4.6106,0.0,0.7255,0.0,0.5106,34.7521,34.751,25.8912,25.8898,0.0451,1.374,0.5479999999999999,False,2018-04-15 05:19:04.379
103.641,2018-04-15 05:12:33.000,391.841,9405.0,-107.01708,16.91626,103.0,14.443,14.4474,4.2149730000000005,4.215209,0.49561000000000005,12.3612,4.5488,0.24895,0.0,4.5488,0.1652,0.5116,0.0,4.6094,0.0,0.6934,0.0,0.5108,34.7534,34.7516,25.9058,25.9035,0.046,1.401,0.5579999999999999,False,2018-04-15 05:19:04.841
104.648,2018-04-15 05:12:33.000,392.64,9424.0,-107.01708,16.91626,104.0,14.3542,14.3542,4.206857,4.206656,0.53873,12.3645,4.5451,0.22956999999999997,0.0,4.5451,0.1796,0.5115,0.0,4.5193,0.0,0.6583,0.0,0.5107,34.7578,34.756,25.9282,25.9268,0.0439,1.3359999999999999,0.531,False,2018-04-15 05:19:05.640
105.654,2018-04-15 05:12:33.000,393.51199999999994,9445.0,-107.01708,16.91626,105.0,14.2744,14.2741,4.199693,4.199537,0.58727,12.3678,4.5413,0.20914000000000002,0.0,4.5413,0.1958,0.5111,0.0,4.6004,0.0,0.6177,0.0,0.5103,34.763,34.7618,25.9492,25.9484,0.0417,1.27,0.504,False,2018-04-15 05:19:06.512
106.661,2018-04-15 05:12:33.000,394.844,9477.0,-107.01708,16.91626,106.0,14.2584,14.2594,4.198297,4.198283,0.70636,12.369,4.54,0.18865,0.0,4.54,0.2355,0.5107,0.0,4.6066,0.0,0.5729,0.0,0.5098,34.7641,34.763,25.9535,25.9525,0.0402,1.225,0.486,False,2018-04-15 05:19:07.844
107.667,2018-04-15 05:12:33.000,397.156,9533.0,-107.01708,16.91628,107.0,14.2512,14.2523,4.197706,4.197694,0.78175,12.3707,4.5381,0.17321,0.0,4.5381,0.2606,0.5104,0.0,4.6077,0.0,0.5363,0.0,0.5095,34.7646,34.7636,25.9555,25.9544,0.0414,1.261,0.501,False,2018-04-15 05:19:10.156
108.67399999999999,2018-04-15 05:12:33.000,398.695,9570.0,-107.01708,16.91628,108.0,14.2399,14.2404,4.196712000000001,4.1966980000000005,0.60632,12.3704,4.5383,0.16012,0.0,4.5383,0.2021,0.5103,0.0,4.607,0.0,0.5021,0.0,0.5095,34.7652,34.7646,25.9583,25.9578,0.0416,1.2670000000000001,0.503,False,2018-04-15 05:19:11.695
109.68,2018-04-15 05:12:33.000,399.61199999999997,9592.0,-107.01708,16.91628,109.0,14.2113,14.2118,4.194182,4.194151000000001,0.60319,12.3704,4.5384,0.14709,0.0,4.5384,0.2011,0.5104,0.0,4.5261,0.0,0.4654,0.0,0.5096,34.7671,34.7663,25.9659,25.9652,0.0418,1.273,0.505,False,2018-04-15 05:19:12.612
110.68700000000001,2018-04-15 05:12:33.000,400.358,9610.0,-107.01708,16.91628,110.0,14.1879,14.1884,4.1921230000000005,4.192049,0.59486,12.3705,4.5383,0.13577999999999998,0.0,4.5383,0.1983,0.5104,0.0,4.4901,0.0,0.4308,0.0,0.5096,34.7687,34.7676,25.9721,25.9711,0.0414,1.261,0.5,False,2018-04-15 05:19:13.358
111.693,2018-04-15 05:12:33.000,401.024,9626.0,-107.01708,16.91628,111.0,14.1629,14.1635,4.189882,4.1898599999999995,0.59777,12.3715,4.5372,0.12623,0.0,4.5372,0.1992,0.5103,0.0,4.502,0.0,0.3989,0.0,0.5095,34.7701,34.7693,25.9785,25.9778,0.0412,1.2570000000000001,0.498,False,2018-04-15 05:19:14.024
112.7,2018-04-15 05:12:33.000,401.673,9641.0,-107.01708,16.91628,112.0,14.0832,14.0818,4.1823879999999996,4.182116000000001,0.54919,12.3699,4.5389,0.11800999999999999,0.0,4.5389,0.1831,0.5104,0.0,4.4877,0.0,0.3701,0.0,0.5096,34.7719,34.7707,25.9968,25.996,0.0414,1.261,0.499,False,2018-04-15 05:19:14.673
113.706,2018-04-15 05:12:33.000,402.347,9657.0,-107.01708,16.91628,113.0,14.0154,14.0163,4.176419999999999,4.1764,0.48944,12.3661,4.5433,0.10890999999999999,0.0,4.5433,0.1631,0.5103,0.0,4.4877,0.0,0.3353,0.0,0.5095,34.7773,34.7762,26.0152,26.0142,0.041,1.25,0.494,False,2018-04-15 05:19:15.347
114.713,2018-04-15 05:12:33.000,403.079,9675.0,-107.01708,16.91628,114.0,13.9867,13.9874,4.173782,4.1737400000000004,0.46053,12.3626,4.5473,0.10081,0.0,4.5473,0.1535,0.5102,0.0,4.4882,0.0,0.3018,0.0,0.5094,34.7782,34.7772,26.022,26.021,0.0412,1.254,0.495,False,2018-04-15 05:19:16.079
115.719,2018-04-15 05:12:33.000,403.94699999999995,9696.0,-107.01708,16.91628,115.0,13.9657,13.9654,4.171883,4.171769,0.46323000000000003,12.3602,4.55,0.095148,0.0,4.55,0.1544,0.5103,0.0,4.4881,0.0,0.2767,0.0,0.5095,34.7791,34.7783,26.027,26.0265,0.0401,1.2229999999999999,0.483,False,2018-04-15 05:19:16.947
116.726,2018-04-15 05:12:33.000,405.065,9723.0,-107.01708,16.91628,116.0,13.9235,13.9223,4.167955,4.16779,0.45901000000000003,12.3584,4.552,0.08753899999999999,0.0,4.552,0.153,0.51,0.0,4.4885,0.0,0.2404,0.0,0.5092,34.7803,34.7798,26.0369,26.0367,0.0393,1.197,0.47200000000000003,False,2018-04-15 05:19:18.065
117.73200000000001,2018-04-15 05:12:33.000,406.411,9755.0,-107.01708,16.91628,117.0,13.8907,13.8916,4.1650279999999995,4.165051,0.44075,12.357,4.5536,0.076814,0.0,4.5536,0.1469,0.5098,0.0,4.4886,0.0,0.1842,0.0,0.5089,34.7822,34.7816,26.0452,26.0446,0.039,1.189,0.469,False,2018-04-15 05:19:19.411
118.73899999999999,2018-04-15 05:12:33.000,407.83,9789.0,-107.01708,16.91628,118.0,13.8796,13.8802,4.164058,4.164059,0.41151000000000004,12.3564,4.5543,0.072546,0.0,4.5543,0.1372,0.5097,0.0,4.4888,0.0,0.1595,0.0,0.5088,34.7828,34.7823,26.048,26.0475,0.0389,1.1840000000000002,0.467,False,2018-04-15 05:19:20.830
119.74600000000001,2018-04-15 05:12:33.000,409.18,9821.0,-107.01708,16.91628,119.0,13.8683,13.8695,4.163096,4.163161,0.39545,12.356,4.5547,0.069244,0.0,4.5547,0.1318,0.5099,0.0,4.4892,0.0,0.1394,0.0,0.509,34.7837,34.7832,26.0511,26.0505,0.0397,1.21,0.47700000000000004,False,2018-04-15 05:19:22.180
120.75200000000001,2018-04-15 05:12:33.000,410.37800000000004,9850.0,-107.01708,16.91628,120.0,13.8344,13.8335,4.159936,4.1598120000000005,0.36916,12.3549,4.556,0.065664,0.0,4.556,0.123,0.5097,0.0,4.489,0.0,0.1166,0.0,0.5089,34.7845,34.7841,26.0588,26.0587,0.0393,1.196,0.47100000000000003,False,2018-04-15 05:19:23.378
121.759,2018-04-15 05:12:33.000,411.44199999999995,9876.0,-107.01708,16.91628,121.0,13.7958,13.7957,4.156429,4.15636,0.33555999999999997,12.354,4.557,0.063149,0.0,4.557,0.1119,0.5097,0.0,4.4885,0.0,0.0997,0.0,0.5089,34.7863,34.7857,26.0682,26.0678,0.0394,1.2009999999999998,0.47200000000000003,False,2018-04-15 05:19:24.442
122.765,2018-04-15 05:12:33.000,412.32300000000004,9897.0,-107.01708,16.91628,122.0,13.767,13.768,4.153835,4.153868,0.32166,12.3537,4.5574,0.056708,0.0,4.5574,0.1072,0.5097,0.0,4.4895,0.0,0.0531,0.0,0.5089,34.7877,34.7871,26.0753,26.0747,0.0391,1.1909999999999998,0.46799999999999997,False,2018-04-15 05:19:25.323
123.772,2018-04-15 05:12:33.000,413.10699999999997,9916.0,-107.01708,16.91628,123.0,13.7523,13.7526,4.152494,4.152476,0.31908000000000003,12.3531,4.558,0.053988999999999995,0.0,4.558,0.1063,0.5099,0.0,4.4897,0.0,0.032,0.0,0.5091,34.7881,34.7877,26.0788,26.0783,0.0402,1.2229999999999999,0.48100000000000004,False,2018-04-15 05:19:26.107
124.77799999999999,2018-04-15 05:12:33.000,413.851,9933.0,-107.01708,16.91628,124.0,13.7281,13.7305,4.150219,4.150378,0.30998000000000003,12.353,4.5581,0.052934,0.0,4.5581,0.1033,0.5096,0.0,4.5019,0.0,0.0233,0.0,0.5087,34.7883,34.7876,26.0839,26.0829,0.0384,1.169,0.45899999999999996,False,2018-04-15 05:19:26.851
125.785,2018-04-15 05:12:33.000,414.62300000000005,9952.0,-107.01708,16.91628,125.0,13.6935,13.6938,4.146932,4.1468940000000005,0.3102,12.3524,4.5588,0.050675,0.0,4.5588,0.1034,0.5097,0.0,4.5078,0.0,0.0049,0.0,0.5088,34.7885,34.7879,26.0913,26.0907,0.0414,1.261,0.495,False,2018-04-15 05:19:27.623
126.792,2018-04-15 05:12:33.000,415.491,9973.0,-107.01708,16.91628,126.0,13.6352,13.6358,4.141367,4.1413400000000005,0.30479,12.3518,4.5595,0.050671,0.0,4.5595,0.1016,0.5101,0.0,4.5083,0.0,0.0049,0.0,0.5093,34.7888,34.788,26.1036,26.1029,0.0411,1.251,0.491,False,2018-04-15 05:19:28.491
127.79799999999999,2018-04-15 05:12:33.000,416.535,9998.0,-107.01708,16.91628,127.0,13.5637,13.5628,4.134753,4.134647,0.26866999999999996,12.3507,4.5608,0.050671,0.0,4.5608,0.0896,0.5097,0.0,4.509,0.0,0.0049,0.0,0.5089,34.7914,34.7912,26.1204,26.1204,0.0386,1.176,0.46,False,2018-04-15 05:19:29.535
128.805,2018-04-15 05:12:33.000,417.73699999999997,10027.0,-107.01708,16.91628,128.0,13.508,13.5082,4.129753,4.129737,0.23644,12.35,4.5616,0.050671,0.0,4.5616,0.0788,0.5096,0.0,4.5088,0.0,0.0049,0.0,0.5087,34.7946,34.7943,26.1343,26.1341,0.037,1.126,0.44,False,2018-04-15 05:19:30.737
129.811,2018-04-15 05:12:33.000,418.911,10055.0,-107.01708,16.91628,129.0,13.4583,13.4582,4.125208,4.125172,0.21224,12.3487,4.5631,0.050671,0.0,4.5631,0.0707,0.5093,0.0,4.5075,0.0,0.0049,0.0,0.5084,34.7967,34.7964,26.1462,26.1459,0.0381,1.159,0.45299999999999996,False,2018-04-15 05:19:31.911
130.81799999999998,2018-04-15 05:12:33.000,420.04,10082.0,-107.01708,16.91628,130.0,13.4263,13.4258,4.122212,4.1221440000000005,0.20413,12.3486,4.5632,0.050671,0.0,4.5632,0.0681,0.5095,0.0,4.4988,0.0,0.0049,0.0,0.5086,34.7972,34.797,26.1531,26.1531,0.0393,1.197,0.467,False,2018-04-15 05:19:33.040
131.825,2018-04-15 05:12:33.000,421.217,10110.0,-107.01708,16.91628,131.0,13.3757,13.3762,4.1175,4.117519000000001,0.19502,12.3491,4.5627,0.050671,0.0,4.5627,0.065,0.5095,0.0,4.5107,0.0,0.0049,0.0,0.5086,34.7985,34.7983,26.1645,26.1642,0.0386,1.176,0.45899999999999996,False,2018-04-15 05:19:34.217
132.83100000000002,2018-04-15 05:12:33.000,422.409,10139.0,-107.01708,16.91628,132.0,13.3446,13.3447,4.114595,4.114577,0.18392,12.348,4.5639,0.050671,0.0,4.5639,0.0613,0.5094,0.0,4.5111,0.0,0.0049,0.0,0.5085,34.7991,34.7988,26.1713,26.171,0.0374,1.137,0.444,False,2018-04-15 05:19:35.409
133.838,2018-04-15 05:12:33.000,423.463,10164.0,-107.01708,16.91628,133.0,13.2818,13.2817,4.1086290000000005,4.108569,0.16547,12.3474,4.5645,0.050671,0.0,4.5645,0.0551,0.5092,0.0,4.5103,0.0,0.0049,0.0,0.5084,34.7997,34.7992,26.1845,26.1842,0.0382,1.162,0.45299999999999996,False,2018-04-15 05:19:36.463
134.845,2018-04-15 05:12:33.000,424.37,10186.0,-107.01708,16.91628,134.0,13.2363,13.2368,4.10447,4.1045,0.15026,12.3471,4.5649,0.050671,0.0,4.5649,0.0501,0.5094,0.0,4.5666,0.0,0.0049,0.0,0.5085,34.8014,34.8013,26.1952,26.195,0.0384,1.17,0.455,False,2018-04-15 05:19:37.370
135.851,2018-04-15 05:12:33.000,425.19800000000004,10206.0,-107.01708,16.91628,135.0,13.2255,13.226,4.103555,4.103584,0.14647000000000002,12.3468,4.5652,0.050671,0.0,4.5652,0.0488,0.5093,0.0,4.5251,0.0,0.0049,0.0,0.5084,34.8022,34.8021,26.198,26.1978,0.0378,1.15,0.447,False,2018-04-15 05:19:38.198
