Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
1.006,2018-04-15 05:12:33,30.233,727.0,-107.01529,16.92708,1.0,26.7446,26.7571,5.391364,5.66782,0.067864,15.1471,4.2167,1265.0,0.0,4.2167,0.0226,2.4453,0.0,0.4135,0.0,4.0509,0.0,2.4453,34.2919,36.2697,22.2657,23.7523,5.6883,173.891,86.164,False,2018-04-15 05:13:03.233
2.012,2018-04-15 05:12:33,42.57899999999999,1023.0,-107.01529,16.92708,2.0,26.698,26.7055,5.395344000000001,5.443499,0.097913,12.0689,4.5646,295.96,0.0,4.5646,0.0326,2.795,0.0,4.1645,0.0,3.6824,0.0,2.795,34.3546,34.694,22.3278,22.581,6.6284,202.61599999999999,100.363,False,2018-04-15 05:13:15.579
3.0180000000000002,2018-04-15 05:12:33,76.671,1841.0,-107.01527,16.92706,3.0,26.5251,26.5097,5.3834,5.368474,0.10238,12.3794,4.5282,33.958,0.0,4.5282,0.0341,2.7889,0.0,4.7738,0.0,3.2489,0.0,2.7889,34.3973,34.3017,22.4145,22.3474,6.6568,203.46900000000002,100.52799999999999,False,2018-04-15 05:13:49.671
4.024,2018-04-15 05:12:33,93.537,2246.0,-107.01526000000001,16.92706,4.0,26.3276,26.3254,5.371299,5.371524,0.10976,12.382,4.5252,94.905,0.0,4.5252,0.0366,2.8089,0.0,4.5501,0.0,3.2727,0.0,2.8089,34.4573,34.4605,22.5219,22.525,6.7347,205.826,101.402,False,2018-04-15 05:14:06.537
5.03,2018-04-15 05:12:33,100.37299999999999,2410.0,-107.01526000000001,16.92706,5.0,26.2245,26.235,5.362275,5.3630949999999995,0.12018,12.3813,4.5261,83.48100000000001,0.0,4.5261,0.0401,2.826,0.0,4.5495,0.0,3.2177,0.0,2.826,34.469,34.4671,22.5631,22.5583,6.7716,206.946,101.789,False,2018-04-15 05:14:13.373
6.0360000000000005,2018-04-15 05:12:33,103.054,2474.0,-107.01526000000001,16.92706,6.0,26.1152,26.1144,5.357211,5.357359,0.11932000000000001,12.3802,4.5273,76.137,0.0,4.5273,0.0398,2.8269,0.0,4.5495,0.0,3.1784,0.0,2.8269,34.5141,34.5158,22.6314,22.6328,6.7797,207.178,101.75,False,2018-04-15 05:14:16.054
7.042000000000001,2018-04-15 05:12:33,104.094,2499.0,-107.01526000000001,16.92706,7.0,26.1134,26.1136,5.35956,5.359717,0.11402000000000001,12.3826,4.5246,73.416,0.0,4.5246,0.038,2.8222,0.0,4.5495,0.0,3.1623,0.0,2.8222,34.5322,34.5331,22.6456,22.6462,6.7678,206.812,101.579,False,2018-04-15 05:14:17.094
8.048,2018-04-15 05:12:33,106.8,2564.0,-107.01526000000001,16.92706,8.0,26.1139,26.1117,5.360369,5.360663,0.11624000000000001,12.3819,4.5253,66.586,0.0,4.5253,0.0388,2.8281,0.0,4.5494,0.0,3.1197,0.0,2.8281,34.5373,34.5412,22.6494,22.653,6.791,207.52200000000002,101.932,False,2018-04-15 05:14:19.800
9.054,2018-04-15 05:12:33,111.37299999999999,2674.0,-107.01528,16.92706,9.0,26.1042,26.1047,5.360531,5.3607190000000005,0.11675999999999999,12.3814,4.526,63.879,0.0,4.526,0.0389,2.8259,0.0,4.5495,0.0,3.1019,0.0,2.8259,34.5455,34.5466,22.6586,22.6593,6.7824,207.25599999999997,101.79,False,2018-04-15 05:14:24.373
10.06,2018-04-15 05:12:33,113.985,2737.0,-107.01528,16.92706,10.0,26.0975,26.098,5.360776,5.360962000000001,0.12107000000000001,12.3832,4.5239,60.126999999999995,0.0,4.5239,0.0404,2.8258,0.0,4.5493,0.0,3.0758,0.0,2.8258,34.552,34.553,22.6657,22.6663,6.7873,207.405,101.85600000000001,False,2018-04-15 05:14:26.985
