Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
36.218,2018-04-18 15:03:03.000,216.736,5203.0,-107.07448000000001,16.986720000000002,36.0,24.0388,24.029,5.150515,5.148701,0.17171,12.3694,4.5396,73.007,0.0,4.5396,0.0572,2.7704,0.0,4.5591,0.0,3.16,0.0,2.7704,34.562,34.5559,23.3005,23.2988,6.8371,208.796,99.07600000000001,False,2018-04-18 15:06:39.736
37.224000000000004,2018-04-18 15:03:03.000,217.502,5221.0,-107.07448000000001,16.986720000000002,37.0,23.6286,23.6245,5.101138,5.100474,0.18864,12.3756,4.5325,69.316,0.0,4.5325,0.0629,2.7604,0.0,4.5601,0.0,3.1375,0.0,2.7604,34.5067,34.5048,23.3794,23.3792,6.88,210.09,98.961,False,2018-04-18 15:06:40.502
38.231,2018-04-18 15:03:03.000,218.493,5245.0,-107.07448000000001,16.986720000000002,38.0,23.4309,23.4215,5.080502,5.078873000000001,0.20181,12.3711,4.5376,65.809,0.0,4.5376,0.0673,2.7586,0.0,4.5606,0.0,3.1149,0.0,2.7586,34.5033,34.4982,23.4345,23.4334,6.9278,211.53799999999998,99.304,False,2018-04-18 15:06:41.493
39.236999999999995,2018-04-18 15:03:03.000,223.31599999999997,5361.0,-107.07448000000001,16.986720000000002,39.0,23.6758,23.629,5.108468,5.1034239999999995,0.2144,12.3692,4.5398,63.551,0.0,4.5398,0.0715,2.76,0.0,4.563,0.0,3.0998,0.0,2.76,34.5249,34.523,23.3794,23.3916,6.8875,210.32,99.161,False,2018-04-18 15:06:46.316
40.243,2018-04-18 15:03:03.000,226.082,5427.0,-107.07448000000001,16.98674,40.0,23.2434,23.2468,5.059983,5.060103,0.19964,12.3731,4.5353,59.288999999999994,0.0,4.5353,0.0665,2.7384,0.0,4.5635,0.0,3.0696,0.0,2.7385,34.4924,34.4907,23.4809,23.4785,6.8622,209.52900000000002,98.039,False,2018-04-18 15:06:49.082
41.248999999999995,2018-04-18 15:03:03.000,226.84,5445.0,-107.07448000000001,16.98674,41.0,23.1678,23.164,5.050872,5.050143,0.20536999999999997,12.3721,4.5365,56.403,0.0,4.5365,0.0685,2.7311,0.0,4.564,0.0,3.0479,0.0,2.7311,34.4814,34.4788,23.4944,23.4935,6.8538,209.267,97.78200000000001,False,2018-04-18 15:06:49.840
42.255,2018-04-18 15:03:03.000,227.62400000000002,5464.0,-107.07448000000001,16.98674,42.0,23.0699,23.0664,5.039356,5.038686,0.21418,12.373,4.5354,51.255,0.0,4.5354,0.0714,2.7273,0.0,4.564,0.0,3.0063,0.0,2.7273,34.4694,34.467,23.5135,23.5128,6.8631,209.547,97.741,False,2018-04-18 15:06:50.624
43.262,2018-04-18 15:03:03.000,228.729,5490.0,-107.07448000000001,16.986729999999998,43.0,22.9895,22.9799,5.030854,5.029362,0.24347,12.3729,4.5356,48.467,0.0,4.5356,0.0812,2.7226,0.0,4.5644,0.0,2.982,0.0,2.7226,34.4668,34.4628,23.5348,23.5346,6.8685,209.707,97.678,False,2018-04-18 15:06:51.729
44.268,2018-04-18 15:03:03.000,234.278,5624.0,-107.07448000000001,16.986720000000002,44.0,23.0888,23.0317,5.041989,5.035921,0.24425,12.3709,4.5378,44.854,0.0,4.5378,0.0814,2.7071,0.0,4.5657,0.0,2.9487,0.0,2.7071,34.4742,34.4723,23.5119,23.5268,6.759,206.36900000000003,96.294,False,2018-04-18 15:06:57.278
45.273999999999994,2018-04-18 15:03:03.000,235.68200000000002,5657.0,-107.07448000000001,16.986720000000002,45.0,22.6558,22.6337,4.993233999999999,4.990221,0.25476,12.3758,4.5322,43.994,0.0,4.5322,0.0849,2.67,0.0,4.5664,0.0,2.9401,0.0,2.67,34.438,34.432,23.6083,23.6102,6.6497,203.012,93.99799999999999,False,2018-04-18 15:06:58.682
46.28,2018-04-18 15:03:03.000,236.477,5676.0,-107.07448000000001,16.986720000000002,46.0,22.167,22.1522,4.936047,4.933632,0.32711999999999997,12.381,4.5263,40.489000000000004,0.0,4.5263,0.109,2.6478,0.0,4.5672,0.0,2.9039,0.0,2.6478,34.3787,34.3716,23.7016,23.7003,6.691,204.25599999999997,93.736,False,2018-04-18 15:06:59.477
47.286,2018-04-18 15:03:03.000,237.438,5700.0,-107.07448000000001,16.986720000000002,47.0,21.7342,21.7308,4.887536,4.886715000000001,0.39486,12.3803,4.5272,35.757,0.0,4.5272,0.1316,2.6451,0.0,4.5686,0.0,2.8496,0.0,2.6451,34.3411,34.3374,23.7936,23.7918,6.796,207.44299999999998,94.455,False,2018-04-18 15:07:00.438
48.293,2018-04-18 15:03:03.000,240.16099999999997,5765.0,-107.07448000000001,16.986729999999998,48.0,21.7701,21.8209,4.893304,4.896726999999999,0.49521000000000004,12.3803,4.5272,33.86,0.0,4.5272,0.1651,2.6506,0.0,4.5713,0.0,2.8263,0.0,2.6505,34.3576,34.3441,23.7963,23.7718,6.8002,207.56900000000002,94.583,False,2018-04-18 15:07:03.161
49.299,2018-04-18 15:03:03.000,243.845,5853.0,-107.07448000000001,16.986729999999998,49.0,21.5473,21.6598,4.867336,4.880637999999999,0.46567,12.3829,4.5242,29.965,0.0,4.5242,0.1552,2.6286,0.0,4.5745,0.0,2.7734,0.0,2.6286,34.3299,34.3452,23.8369,23.8174,6.7366,205.62,93.31200000000001,False,2018-04-18 15:07:06.845
50.305,2018-04-18 15:03:03.000,245.255,5887.0,-107.07448000000001,16.986720000000002,50.0,21.4761,21.4742,4.860355,4.859791,0.49368999999999996,12.3871,4.5195,28.87,0.0,4.5195,0.1646,2.6152,0.0,4.5762,0.0,2.7571,0.0,2.6152,34.3311,34.3281,23.8574,23.8557,6.6934,204.298,92.596,False,2018-04-18 15:07:08.255
51.31100000000001,2018-04-18 15:03:03.000,246.765,5923.0,-107.07448000000001,16.986720000000002,51.0,21.3681,21.3647,4.849386,4.848621,0.6090300000000001,12.4454,4.4553,26.241,0.0,4.4553,0.203,2.599,0.0,4.5775,0.0,2.7151,0.0,2.599,34.33,34.3267,23.8863,23.8847,6.6586,203.23,91.936,False,2018-04-18 15:07:09.765
52.318000000000005,2018-04-18 15:03:03.000,248.815,5973.0,-107.07448000000001,16.986720000000002,52.0,21.2881,21.2867,4.841168,4.840618,0.67871,12.3969,4.5084,23.252,0.0,4.5084,0.2262,2.5765,0.0,4.5794,0.0,2.6633,0.0,2.5764,34.3284,34.3251,23.907,23.9049,6.5894,201.114,90.848,False,2018-04-18 15:07:11.815
53.324,2018-04-18 15:03:03.000,250.6,6015.0,-107.07448000000001,16.986720000000002,53.0,21.1522,21.149,4.826484,4.825736,0.72638,12.3957,4.5098,21.677,0.0,4.5098,0.2421,2.5594,0.0,4.5809,0.0,2.6324,0.0,2.5594,34.32,34.3165,23.9377,23.936,6.5867,201.02599999999998,90.585,False,2018-04-18 15:07:13.600
54.33,2018-04-18 15:03:03.000,254.40900000000002,6107.0,-107.07448000000001,16.986720000000002,54.0,21.2093,21.201,4.8326150000000005,4.831758,0.75085,12.3984,4.5068,20.159000000000002,0.0,4.5068,0.2503,2.5559,0.0,4.5841,0.0,2.6013,0.0,2.5558,34.3227,34.3225,23.9243,23.9263,6.5264,199.18900000000002,89.852,False,2018-04-18 15:07:17.409
55.336000000000006,2018-04-18 15:03:03.000,255.80599999999998,6140.0,-107.07448000000001,16.986720000000002,55.0,20.9482,20.9484,4.803896,4.803469000000001,0.7507699999999999,12.3994,4.5057,18.359,0.0,4.5057,0.2503,2.4899,0.0,4.5852,0.0,2.5606,0.0,2.4899,34.3026,34.299,23.98,23.9771,6.0627,185.025,83.064,False,2018-04-18 15:07:18.806
56.342,2018-04-18 15:03:03.000,256.595,6159.0,-107.07448000000001,16.986720000000002,56.0,20.7605,20.7464,4.781804,4.779653,0.7925300000000001,12.4032,4.5013,17.053,0.0,4.5013,0.2642,2.39,0.0,4.586,0.0,2.5284,0.0,2.39,34.276,34.2701,24.0103,24.0096,5.7118,174.312,77.98,False,2018-04-18 15:07:19.595
57.349,2018-04-18 15:03:03.000,257.507,6181.0,-107.07448000000001,16.986720000000002,57.0,20.0626,20.0429,4.706641,4.7033949999999995,0.9228799999999999,12.4026,4.5021,15.388,0.0,4.5021,0.3076,2.3289,0.0,4.5874,0.0,2.4835,0.0,2.3288,34.2316,34.2212,24.1617,24.1589,5.8849,179.567,79.296,False,2018-04-18 15:07:20.507
58.355,2018-04-18 15:03:03.000,261.654,6281.0,-107.07448000000001,16.986720000000002,58.0,20.6089,20.1515,4.767837999999999,4.718984,0.98544,12.4012,4.5036,13.612,0.0,4.5036,0.3285,2.3811,0.0,4.5914,0.0,2.4312,0.0,2.381,34.2851,34.2597,24.0578,24.1599,6.075,185.386,82.714,False,2018-04-18 15:07:24.654
59.361000000000004,2018-04-18 15:03:03.000,264.04400000000004,6338.0,-107.07448000000001,16.986720000000002,59.0,19.6252,19.6147,4.66213,4.660458,0.9565600000000001,12.4004,4.5045,12.065999999999999,0.0,4.5045,0.3188,2.2625,0.0,4.5937,0.0,2.3781,0.0,2.2624,34.2232,34.218,24.2698,24.2685,5.6894,173.582,76.051,False,2018-04-18 15:07:27.044
60.368,2018-04-18 15:03:03.000,265.543,6374.0,-107.07448000000001,16.986720000000002,60.0,19.4819,19.4782,4.64732,4.646683,0.98792,12.4003,4.5046,11.029000000000002,0.0,4.5046,0.3293,2.2346,0.0,4.5954,0.0,2.3392,0.0,2.2344,34.2181,34.216,24.3031,24.3024,5.675,173.14,75.658,False,2018-04-18 15:07:28.543
