Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag,Time
42.256,2018-04-20 22:34:17.000,151.797,3644.0,-107.01742,17.04944,42.0,23.7328,23.7306,5.1036529999999996,5.1035449999999996,0.2324,12.3884,4.518,59.18600000000001,0.0,4.518,0.0775,2.7621,0.0,4.4956,0.0,3.0689,0.0,2.7621,34.4431,34.444,23.3011,23.3024,6.9106,211.041,99.545,False,2018-04-20 22:36:48.797
43.262,2018-04-20 22:34:17.000,153.66299999999998,3689.0,-107.01742,17.04944,43.0,23.6953,23.6943,5.098814,5.098693,0.22326999999999997,12.388,4.5184,55.573,0.0,4.5184,0.0744,2.7662,0.0,4.496,0.0,3.0414,0.0,2.7662,34.4352,34.4351,23.3061,23.3063,6.9379,211.875,99.87,False,2018-04-20 22:36:50.663
44.268,2018-04-20 22:34:17.000,156.111,3748.0,-107.01742,17.04944,44.0,23.6786,23.6803,5.096678,5.096891,0.23958000000000002,12.3889,4.5175,54.751000000000005,0.0,4.5175,0.0799,2.7728,0.0,4.4958,0.0,3.0348,0.0,2.7728,34.4317,34.432,23.3084,23.3081,6.944,212.05900000000003,99.925,False,2018-04-20 22:36:53.111
45.273999999999994,2018-04-20 22:34:17.000,159.017,3817.0,-107.01742,17.04944,45.0,23.6468,23.6475,5.093230999999999,5.093297,0.2277,12.3908,4.5153,50.623999999999995,0.0,4.5153,0.0759,2.7672,0.0,4.4956,0.0,3.0011,0.0,2.7672,34.4299,34.4298,23.3164,23.3161,6.9372,211.852,99.772,False,2018-04-20 22:36:56.017
46.28,2018-04-20 22:34:17.000,161.64,3880.0,-107.01742,17.04944,46.0,23.644,23.6446,5.0950050000000005,5.095083,0.24042,12.3871,4.5195,46.346000000000004,0.0,4.5195,0.0801,2.7669,0.0,4.4953,0.0,2.9625,0.0,2.7669,34.4452,34.4453,23.3289,23.3288,6.9371,211.84400000000002,99.774,False,2018-04-20 22:36:58.640
47.286,2018-04-20 22:34:17.000,163.908,3935.0,-107.01742,17.049429999999997,47.0,23.6952,23.6997,5.105086,5.105812,0.22364,12.3879,4.5185,43.05,0.0,4.5185,0.0746,2.7709,0.0,4.4954,0.0,2.9307,0.0,2.7709,34.4816,34.4836,23.3415,23.3417,6.9375,211.856,99.89,False,2018-04-20 22:37:00.908
48.293,2018-04-20 22:34:17.000,165.602,3975.0,-107.01742,17.04942,48.0,23.759,23.7592,5.117167,5.117136,0.23798000000000002,12.3852,4.5217,40.211999999999996,0.0,4.5217,0.0793,2.7685,0.0,4.4955,0.0,2.9008,0.0,2.7685,34.5233,34.5229,23.3545,23.3541,6.9188,211.28099999999998,99.755,False,2018-04-20 22:37:02.602
49.299,2018-04-20 22:34:17.000,168.38,4042.0,-107.01742,17.04942,49.0,23.7865,23.7863,5.122897,5.122893,0.24738000000000002,12.3839,4.5231,36.021,0.0,4.5231,0.0825,2.7662,0.0,4.4952,0.0,2.8533,0.0,2.7663,34.545,34.5452,23.3629,23.3631,6.9129,211.101,99.73,False,2018-04-20 22:37:05.380
50.305,2018-04-20 22:34:17.000,171.227,4110.0,-107.01742,17.04942,50.0,23.8046,23.8026,5.1263819999999996,5.125975,0.23524,12.386,4.5207,34.698,0.0,4.5207,0.0784,2.7665,0.0,4.4955,0.0,2.8369,0.0,2.7665,34.5571,34.5556,23.3667,23.3662,6.9177,211.24400000000003,99.837,False,2018-04-20 22:37:08.227
51.312,2018-04-20 22:34:17.000,173.002,4153.0,-107.01742,17.04942,51.0,23.8057,23.8065,5.127347,5.127494,0.23145,12.3847,4.5222,31.180999999999997,0.0,4.5222,0.0771,2.768,0.0,4.4942,0.0,2.7905,0.0,2.768,34.5632,34.5637,23.3711,23.3712,6.9112,211.045,99.749,False,2018-04-20 22:37:10.002
52.318000000000005,2018-04-20 22:34:17.000,175.562,4214.0,-107.01742,17.04942,52.0,23.7082,23.6994,5.119511,5.118624,0.26314,12.3834,4.5236,29.766,0.0,4.5236,0.0877,2.7578,0.0,4.4944,0.0,2.7703,0.0,2.7578,34.5793,34.5795,23.412,23.4148,6.8885,210.343,99.262,False,2018-04-20 22:37:12.562
53.324,2018-04-20 22:34:17.000,178.455,4284.0,-107.01742,17.04942,53.0,23.5535,23.545,5.101626,5.100601,0.2734,12.3843,4.5226,26.93,0.0,4.5226,0.0911,2.7456,0.0,4.4955,0.0,2.7269,0.0,2.7456,34.5637,34.5626,23.4454,23.4471,6.8533,209.263,98.48200000000001,False,2018-04-20 22:37:15.455
54.33,2018-04-20 22:34:17.000,180.048,4322.0,-107.01742,17.04942,54.0,23.2677,23.2578,5.068089,5.066939,0.29131999999999997,12.3832,4.5239,25.278000000000002,0.0,4.5239,0.0971,2.7325,0.0,4.4959,0.0,2.6994,0.0,2.7325,34.5308,34.5298,23.5037,23.5058,6.8645,209.592,98.134,False,2018-04-20 22:37:17.048
55.336000000000006,2018-04-20 22:34:17.000,182.422,4379.0,-107.01742,17.04942,55.0,23.141,23.1384,5.05351,5.053204,0.32796,12.3821,4.5251,24.684,0.0,4.5251,0.1093,2.7328,0.0,4.4956,0.0,2.6891,0.0,2.7329,34.5181,34.5177,23.5308,23.5312,6.8935,210.472,98.323,False,2018-04-20 22:37:19.422
56.342,2018-04-20 22:34:17.000,185.019,4441.0,-107.01742,17.04942,56.0,23.0609,23.0564,5.044324,5.043806,0.29525,12.3824,4.5247,23.564,0.0,4.5247,0.0984,2.7226,0.0,4.4961,0.0,2.6689,0.0,2.7226,34.51,34.5096,23.5478,23.5487,6.8631,209.53900000000002,97.74799999999999,False,2018-04-20 22:37:22.019
57.349,2018-04-20 22:34:17.000,186.521,4478.0,-107.01742,17.04942,57.0,22.9393,22.9286,5.0305029999999995,5.02925,0.31058,12.3826,4.5246,22.345,0.0,4.5246,0.1035,2.7181,0.0,4.4966,0.0,2.6459,0.0,2.7181,34.4989,34.4976,23.5743,23.5765,6.8557,209.30900000000003,97.429,False,2018-04-20 22:37:23.521
58.355,2018-04-20 22:34:17.000,188.916,4535.0,-107.01742,17.04942,58.0,22.8996,22.8697,5.026182,5.02259,0.35972,12.3824,4.5247,21.783,0.0,4.5247,0.1199,2.7133,0.0,4.4957,0.0,2.6348,0.0,2.7133,34.4964,34.4923,23.5839,23.5893,6.8573,209.357,97.383,False,2018-04-20 22:37:25.916
59.361000000000004,2018-04-20 22:34:17.000,191.892,4606.0,-107.01742,17.04942,59.0,22.7545,22.7188,5.008967,5.00481,0.34908,12.384,4.523,20.648000000000003,0.0,4.523,0.1164,2.6799,0.0,4.4958,0.0,2.6115,0.0,2.6799,34.4773,34.4733,23.611,23.6181,6.6851,204.092,94.685,False,2018-04-20 22:37:28.892
60.368,2018-04-20 22:34:17.000,193.123,4636.0,-107.01742,17.04942,60.0,22.0084,21.9904,4.922877,4.9206080000000005,0.45311,12.3856,4.5211,19.222,0.0,4.5211,0.151,2.6556,0.0,4.4972,0.0,2.5803,0.0,2.6556,34.3964,34.393,23.76,23.7624,6.7826,207.041,94.76,False,2018-04-20 22:37:30.123
61.373999999999995,2018-04-20 22:34:17.000,196.93200000000002,4727.0,-107.01744,17.04942,61.0,22.1296,21.9445,4.9385769999999996,4.91671,0.55518,12.3847,4.5222,18.03,0.0,4.5222,0.1851,2.6396,0.0,4.4987,0.0,2.5529,0.0,2.6396,34.4229,34.3985,23.7463,23.7794,6.6598,203.293,93.264,False,2018-04-20 22:37:33.932
62.38,2018-04-20 22:34:17.000,198.73,4771.0,-107.01744,17.04942,62.0,20.9572,20.9381,4.806148,4.803807,0.71763,12.4003,4.5046,17.114,0.0,4.5046,0.2392,2.5577,0.0,4.5001,0.0,2.5301,0.0,2.5577,34.311,34.3075,23.9842,23.9867,6.4568,197.051,88.48100000000001,False,2018-04-20 22:37:35.730
63.387,2018-04-20 22:34:17.000,199.78400000000002,4796.0,-107.01744,17.04942,63.0,20.5881,20.583,4.766857,4.766038,0.8184600000000001,12.3978,4.5074,16.192999999999998,0.0,4.5074,0.2728,2.5091,0.0,4.5008,0.0,2.506,0.0,2.509,34.2923,34.2898,24.0692,24.0687,6.3435,193.578,86.34100000000001,False,2018-04-20 22:37:36.784
64.393,2018-04-20 22:34:17.000,202.007,4849.0,-107.01744,17.04942,64.0,20.4815,20.3443,4.755738,4.741498,0.9480200000000001,12.3969,4.5084,15.181,0.0,4.5084,0.316,2.4969,0.0,4.5017,0.0,2.4778,0.0,2.4969,34.2882,34.284,24.0945,24.1278,6.4779,197.674,87.99700000000001,False,2018-04-20 22:37:39.007
