Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
20.124000000000002,2018-04-24 21:04:47,259.17400000000004,6221.0,-106.13533999999999,20.30798,20.0,22.8222,22.808,5.027463,5.026185,2.1876,12.6143,4.27,28.778000000000002,0.0,4.27,0.7292,2.2854,0.0,4.5268,0.0,2.7552,0.0,2.2854,34.5799,34.5812,23.6671,23.6721,5.1998,158.738,73.788,False
21.13,2018-04-24 21:04:47,261.63,6280.0,-106.13533999999999,20.30798,21.0,21.909,21.9186,4.931787,4.931781,2.0787,12.5683,4.3194,26.281,0.0,4.3194,0.6929,2.0205,0.0,4.5282,0.0,2.7164,0.0,2.0205,34.5591,34.5513,23.9092,23.9007,4.4339,135.326,61.9,False
22.136999999999997,2018-04-24 21:04:47,263.869,6334.0,-106.13533999999999,20.30798,22.0,21.1323,21.1302,4.852244000000001,4.851831,1.9363,12.5513,4.3377,23.969,0.0,4.3377,0.6455,1.8159,0.0,4.5307,0.0,2.676,0.0,1.8158,34.5522,34.5506,24.1179,24.1173,3.8729,118.179,53.324,False
23.143,2018-04-24 21:04:47,265.724,6378.0,-106.13533999999999,20.30798,23.0,20.5931,20.589,4.798186,4.797714,1.7625,12.5466,4.3429,20.313,0.0,4.3429,0.5875,1.6897,0.0,4.5321,0.0,2.6041,0.0,1.6896,34.5552,34.5547,24.2661,24.2669,3.6538,111.479,49.81399999999999,False
24.149,2018-04-24 21:04:47,267.724,6426.0,-106.13533999999999,20.30798,24.0,20.4054,20.406,4.779183,4.779408,1.8021,12.5406,4.3494,17.996,0.0,4.3494,0.6007,1.6159,0.0,4.5334,0.0,2.5515,0.0,1.6158,34.5541,34.5555,24.3155,24.3164,3.4797,106.161,47.278,False
25.156,2018-04-24 21:04:47,270.151,6485.0,-106.13533999999999,20.30798,25.0,20.2049,20.2091,4.758977,4.759596,2.0026,12.5381,4.352,16.01,0.0,4.352,0.6675,1.5434,0.0,4.5355,0.0,2.5009,0.0,1.5432,34.5536,34.5552,24.3684,24.3685,3.2568,99.354,44.088,False
26.162,2018-04-24 21:04:47,272.621,6544.0,-106.13533999999999,20.30798,26.0,19.7689,19.7603,4.7138860000000005,4.713212,1.964,12.5225,4.3691,13.859000000000002,0.0,4.3691,0.6547,1.427,0.0,4.5365,0.0,2.4383,0.0,1.4268,34.5426,34.5441,24.4745,24.4779,2.7963,85.29899999999999,37.553000000000004,False
27.168000000000003,2018-04-24 21:04:47,274.623,6592.0,-106.13533999999999,20.30798,27.0,19.2928,19.2838,4.664329,4.663547,1.4024,12.5056,4.3875,12.19,0.0,4.3875,0.4675,1.3204,0.0,4.5386,0.0,2.3825,0.0,1.3202,34.5267,34.5277,24.5858,24.5888,2.5126,76.63600000000001,33.444,False
28.175,2018-04-24 21:04:47,276.587,6639.0,-106.13533999999999,20.30798,28.0,18.9522,18.9494,4.629395,4.629071,1.2351,12.4907,4.4039,11.190999999999999,0.0,4.4039,0.4117,1.2349,0.0,4.5406,0.0,2.3455,0.0,1.2347,34.5186,34.5182,24.6666,24.667,2.2859,69.717,30.232,False
29.180999999999997,2018-04-24 21:04:47,278.493,6685.0,-106.13533999999999,20.30798,29.0,18.7188,18.7173,4.605689,4.605478,1.0455,12.4745,4.4218,10.380999999999998,0.0,4.4218,0.3485,1.1832,0.0,4.5425,0.0,2.3128,0.0,1.183,34.5146,34.5141,24.7227,24.7226,2.2044,67.226,29.025,False
30.186999999999998,2018-04-24 21:04:47,280.596,6735.0,-106.13533999999999,20.30798,30.0,18.6227,18.6168,4.596183,4.595592,1.074,12.4726,4.424,9.3325,0.0,4.424,0.358,1.15,0.0,4.5432,0.0,2.2666,0.0,1.1498,34.5147,34.5147,24.747,24.7484,2.1066,64.243,27.689,False
