Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 374,Area 374,#Peptides,#Unique,#Spec 374,PTM,Avg. Mass,Description
1,2,54036848,211.94,11,11,3.79E8,14,10,43,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
2,1,|#CONTAM#TRYP_PIG|,170.52,46,46,1.38E8,19,19,32,Carbamidomethylation,24409,sp|#CONTAM#TRYP_PIG|
4,404,NP_100,142.39,41,41,1.24E7,18,18,22,,7685,Photosystem I reaction center subunit IV
4,405,ETNP_140,142.39,41,41,1.24E7,18,18,22,,7685,Photosystem I reaction center subunit IV
4,403,ETNP_110,142.39,41,41,1.24E7,18,18,22,,7685,Photosystem I reaction center subunit IV
4,406,ETNP_120,142.39,41,41,1.24E7,18,18,22,,7685,Photosystem I reaction center subunit IV
4,892,ETNP_120,142.39,36,36,1.24E7,18,18,22,,8496,Photosystem I reaction center subunit IV
4,408,ETNP_100,142.39,41,41,1.24E7,18,18,22,,7671,Photosystem I reaction center subunit IV
4,408,ETNP_100,142.39,41,41,1.24E7,18,18,22,,7671,Photosystem I reaction center subunit IV
4,905,ETNP_90,142.39,36,36,1.24E7,18,18,22,,8569,Photosystem I reaction center subunit IV
10,108,ETNP14_68,127.83,36,36,1.46E6,9,1,12,,15623,Photosystem I reaction center subunit II
3,5,XP_003062500,127.04,24,24,6.95E6,22,21,23,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
3,6,XP_003058621,127.04,24,24,6.95E6,22,21,23,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
3,16,XP_003082284,127.04,24,24,6.95E6,22,21,23,Carbamidomethylation; Oxidation (M),50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
3,17,XP_003080933,127.04,23,23,6.95E6,22,21,23,Carbamidomethylation; Oxidation (M),52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
15,7,ETNP_90,125.12,35,35,1.83E4,10,2,11,Oxidation (M),29344,Photosystem II manganese-stabilizing polypeptide precursor
15,8,ETNP_100,125.12,35,35,1.83E4,10,2,11,Oxidation (M),29257,Photosystem II manganese-stabilizing polypeptide precursor
11,30,ETNP_90,125.05,34,34,2.15E5,11,3,12,,29123,Photosystem II manganese-stabilizing polypeptide precursor
13,145,ETNP_90,123.97,36,36,7.04E4,9,1,11,,15726,Photosystem I reaction center subunit II
13,192,NP_85,123.97,36,36,7.04E4,9,1,11,,15669,Photosystem I reaction center subunit II
26,160,ETNP_90,120.52,72,72,1.21E6,7,5,8,Oxidation (M),11111,Photosystem II 12 kDa extrinsic protein
26,163,ETNP_100,120.52,61,61,1.21E6,7,5,8,Oxidation (M),13052,Photosystem II 12 kDa extrinsic protein precursor
26,164,ETNP_120,120.52,61,61,1.21E6,7,5,8,Oxidation (M),13052,Photosystem II 12 kDa extrinsic protein precursor
