Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
60.0,2017-01-10 14:03:42,59.636,16.54058,-107.06558000000001,25.7004,25.6945,25.6871,34.2028,34.2116,1022.7833,22.5248,1.1658,152.576,205.42561,0.2032,95.0464,2.3741,4637.0,47.0,False
61.0,2017-01-10 14:03:42,60.63,16.54058,-107.06558000000001,25.0256,25.0142,25.0124,34.2811,34.2895,1023.0533,22.7902,1.0645,146.139,207.64453999999998,0.1958,95.2236,2.1484,4683.0,41.0,False
62.0,2017-01-10 14:03:42,61.623999999999995,16.54058,-107.06558000000001,24.628,24.6271,24.6147,34.3084,34.317,1023.1985,22.9308,1.0047,130.62,208.99692,0.1903,95.353,1.9576,4722.0,39.0,False
63.0,2017-01-10 14:03:42,62.617,16.54058,-107.06558000000001,23.7976,23.7743,23.7845,34.3391,34.3448,1023.4726,23.2001,1.1208,122.88,211.92293999999998,0.1866,95.4421,1.7754,4763.0,44.0,False
64.0,2017-01-10 14:03:42,63.611000000000004,16.54058,-107.06558000000001,22.9301,22.927,22.9171,34.3827,34.3892,1023.7629,23.4855,0.87371,105.84200000000001,215.03097999999997,0.1757,95.7026,1.5992,4805.0,42.0,False
65.0,2017-01-10 14:03:42,64.605,16.54058,-107.06558000000001,22.6997,22.692,22.6866,34.3979,34.4073,1023.8449,23.5629,0.8366,85.23299999999999,215.86744,0.1691,95.8599,1.4298,4849.0,51.0,False
66.0,2017-01-10 14:03:42,65.59899999999999,16.54058,-107.06558000000001,22.525,22.5182,22.5118,34.4392,34.4508,1023.9303,23.6439,0.89279,81.563,216.4636,0.1675,95.899,1.2771,4918.0,73.0,False
67.0,2017-01-10 14:03:42,66.593,16.54058,-107.06558000000001,22.3764,22.3738,22.3631,34.4371,34.4464,1023.9752,23.6844,0.69418,82.059,217.02701000000002,0.1665,95.9231,1.1711,4971.0,38.0,False
68.0,2017-01-10 14:03:42,67.586,16.54058,-107.06558000000001,22.2034,22.2018,22.19,34.4413,34.4504,1024.0316,23.7363,0.6713600000000001,79.395,217.67612999999997,0.1638,95.9874,1.0685,5007.0,36.0,False
69.0,2017-01-10 14:03:42,68.58,16.54058,-107.06558000000001,21.6295,21.6225,21.6161,34.4706,34.4795,1024.2182,23.9182,0.6439,71.824,219.84146,0.1669,95.9145,0.9746299999999999,5047.0,45.0,False
70.0,2017-01-10 14:03:42,69.574,16.54058,-107.06558000000001,21.262,21.2644,21.2486,34.4939,34.504,1024.342,24.0373,0.64377,51.563,221.23347,0.1662,95.9294,0.88733,5095.0,55.0,False
71.0,2017-01-10 14:03:42,70.568,16.54058,-107.06558000000001,21.145,21.1365,21.1314,34.5025,34.5127,1024.3849,24.0758,0.7049,42.104,221.67942000000002,0.1597,96.0863,0.80474,5166.0,74.0,False
72.0,2017-01-10 14:03:42,71.561,16.54058,-107.06558000000001,20.9106,20.9067,20.8969,34.5067,34.516,1024.4563,24.1426,0.55261,42.733000000000004,222.59982000000002,0.1606,96.0638,0.7369399999999999,5217.0,32.0,False
73.0,2017-01-10 14:03:42,72.555,16.54058,-107.06558000000001,20.5514,20.5477,20.5377,34.5351,34.5448,1024.5792,24.2609,0.48656000000000005,41.185,223.99049,0.1547,96.2071,0.67295,5246.0,30.0,False
74.0,2017-01-10 14:03:42,73.54899999999999,16.54058,-107.06558000000001,20.2215,20.2538,20.2078,34.5671,34.5764,1024.696,24.373,0.5764699999999999,33.251999999999995,225.27417000000003,0.1512,96.2917,0.6120399999999999,5285.0,55.0,False
75.0,2017-01-10 14:03:42,74.542,16.54058,-107.06558000000001,20.159,20.0338,20.1451,34.5456,34.5566,1024.7005,24.373,0.6240899999999999,22.061999999999998,225.56249,0.1507,96.3033,0.5633199999999999,5359.0,61.0,False
