Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
55.0,2017-01-13 12:18:03,54.667,16.58962,-106.9229,25.443,25.4434,25.4309,34.0964,34.105,1022.7607,22.5236,1.5347,139.935,206.44671,0.2301,94.4095,1e-12,3812.0,65.0,False
56.0,2017-01-13 12:18:03,55.661,16.58962,-106.92288,25.3952,25.3954,25.3829,34.1106,34.119,1022.7904,22.5489,1.3254,138.309,206.59229,0.2221,94.5977,1e-12,3868.0,42.0,False
57.0,2017-01-13 12:18:03,56.655,16.58962,-106.92288,25.347,25.346,25.3346,34.1278,34.1366,1022.8224,22.5766,1.1794,138.1,206.73531,0.2134,94.8048,1e-12,3903.0,32.0,False
58.0,2017-01-13 12:18:03,57.648999999999994,16.58962,-106.92288,24.8306,24.8179,24.8181,34.2264,34.2384,1023.0581,22.8078,1.1039,137.30200000000002,208.39866,0.2096,94.8935,1e-12,3935.0,32.0,False
59.0,2017-01-13 12:18:03,58.641999999999996,16.58962,-106.92288,24.2679,24.2643,24.2554,34.322,34.3307,1023.3036,23.0487,1.13,126.113,210.25376,0.2024,95.0664,1e-12,3973.0,47.0,False
60.0,2017-01-13 12:18:03,59.636,16.58962,-106.92289,24.0379,24.0372,24.0253,34.34,34.3486,1023.3899,23.1305,1.1618,111.56,211.04914,0.1986,95.155,1e-12,4026.0,60.0,False
61.0,2017-01-13 12:18:03,60.63,16.58962,-106.9229,23.7478,23.7359,23.7351,34.352,34.3616,1023.4889,23.225,1.1732,107.779,212.0781,0.1953,95.2334,1e-12,4093.0,70.0,False
62.0,2017-01-13 12:18:03,61.623999999999995,16.58962,-106.92289,22.8327,22.8269,22.8201,34.3954,34.4003,1023.7917,23.5229,0.8994,98.391,215.3771,0.1937,95.2737,1e-12,4158.0,52.0,False
63.0,2017-01-13 12:18:03,62.617,16.58962,-106.92288,21.6588,21.6567,21.6466,34.4822,34.4865,1024.1925,23.9185,0.65322,77.374,219.71614,0.1752,95.714,1e-12,4202.0,38.0,False
64.0,2017-01-13 12:18:03,63.611000000000004,16.58962,-106.92288,21.0365,21.0358,21.0242,34.5302,34.5374,1024.4052,24.1264,0.58619,60.878,222.06573999999998,0.1648,95.9647,1e-12,4237.0,34.0,False
65.0,2017-01-13 12:18:03,64.605,16.58962,-106.92288,20.9668,20.9648,20.9544,34.5257,34.5337,1024.425,24.1419,0.57795,45.785,222.34872000000001,0.1632,96.0011,1e-12,4271.0,37.0,False
66.0,2017-01-13 12:18:03,65.59899999999999,16.58962,-106.92288,20.5359,20.5346,20.5235,34.5449,34.5541,1024.5602,24.2723,0.57675,47.041000000000004,224.04039,0.1614,96.0457,1e-12,4311.0,46.0,False
67.0,2017-01-13 12:18:03,66.592,16.58962,-106.9229,20.1081,20.1062,20.0958,34.5612,34.5773,1024.6911,24.3985,0.5969899999999999,40.149,225.74353,0.159,96.1032,1e-12,4366.0,59.0,False
68.0,2017-01-13 12:18:03,67.586,16.58962,-106.92289,19.7592,19.7595,19.7467,34.5713,34.5775,1024.7951,24.4979,0.57345,28.818,227.15776,0.1567,96.1585,1e-12,4441.0,73.0,False
