Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
55.0,2017-01-10 08:32:45,54.667,16.53616,-107.06906000000001,25.5781,25.6142,25.566,34.2088,34.2151,1022.8032,22.5662,1.2708,168.42,205.8446,0.2144,94.7797,0.014796,3991.0,38.0,False
56.0,2017-01-10 08:32:45,55.661,16.53616,-107.06906000000001,24.6789,24.6812,24.6669,34.3053,34.3084,1023.1547,22.9129,1.1497,145.784,208.82635,0.196,95.2189,0.014612,4029.0,40.0,False
57.0,2017-01-10 08:32:45,56.655,16.53616,-107.06906000000001,23.6356,23.6265,23.6238,34.3491,34.3577,1023.5023,23.2556,1.032,124.92399999999999,212.49022000000002,0.1948,95.2473,0.014828999999999998,4068.0,38.0,False
58.0,2017-01-10 08:32:45,57.648999999999994,16.53616,-107.06906000000001,22.8738,22.8734,22.862,34.3835,34.3929,1023.7537,23.5022,0.88786,107.213,215.23995,0.1806,95.5849,0.014825999999999999,4103.0,34.0,False
59.0,2017-01-10 08:32:45,58.641999999999996,16.53616,-107.06906000000001,22.7851,23.0404,22.7731,34.3972,34.3887,1023.7938,23.538,1.1407,85.33,215.55088999999998,0.1735,95.7553,0.014925,4164.0,97.0,False
60.0,2017-01-10 08:32:45,59.636,16.53616,-107.06906000000001,22.5322,22.5677,22.5201,34.4287,34.4306,1023.8944,23.634,0.88033,88.92200000000001,216.45158999999998,0.1697,95.8469,0.014907,4247.0,43.0,False
61.0,2017-01-10 08:32:45,60.63,16.53616,-107.06908,22.3126,22.3104,22.3005,34.4253,34.4354,1023.9582,23.6934,0.76247,83.016,217.28623,0.1681,95.8842,0.015122,4280.0,31.0,False
62.0,2017-01-10 08:32:45,61.623999999999995,16.53616,-107.06908,21.5599,21.5559,21.5479,34.468,34.4776,1024.2053,23.9356,0.66251,78.829,220.11195,0.1658,95.9392,0.015144999999999999,4310.0,29.0,False
63.0,2017-01-10 08:32:45,62.618,16.53616,-107.06908,21.1633,21.1605,21.1513,34.4964,34.5051,1024.3405,24.0661,0.62105,60.268,221.61687999999998,0.161,96.0557,0.015537,4341.0,34.0,False
64.0,2017-01-10 08:32:45,63.611000000000004,16.53616,-107.06906000000001,20.7595,20.7969,20.7474,34.5222,34.5505,1024.474,24.1951,0.65398,42.174,223.17985,0.1594,96.093,0.015413,4383.0,60.0,False
65.0,2017-01-10 08:32:45,64.605,16.53616,-107.06908,20.944,21.0671,20.9316,34.4892,34.488,1024.4029,24.1198,0.67235,46.835,222.50126,0.1609,96.0578,0.01555,4502.0,42.0,False
66.0,2017-01-10 08:32:45,65.59899999999999,16.53616,-107.06908,19.9211,19.9185,19.909,34.5699,34.5807,1024.7427,24.4543,0.49115,44.208999999999996,226.49576000000002,0.155,96.1998,0.015538,4528.0,27.0,False
