Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
50.0,2017-01-10 23:11:26,49.698,16.5406,-107.0655,25.162,25.1608,25.1511,34.2599,34.2709,1022.9484,22.7328,1.381,146.93200000000002,207.19949,0.1996,95.1329,16.745,3367.0,37.0,False
51.0,2017-01-10 23:11:26,50.692,16.5406,-107.0655,24.7361,24.7359,24.7251,34.3007,34.3116,1023.1127,22.8926,1.2381,137.44,208.62804,0.2074,94.946,14.895,3400.0,32.0,False
52.0,2017-01-10 23:11:26,51.68600000000001,16.5406,-107.0655,24.414,24.4254,24.403,34.3217,34.3256,1023.2296,23.005,1.271,127.66799999999999,209.73496,0.2037,95.0354,12.999,3436.0,42.0,False
53.0,2017-01-10 23:11:26,52.678999999999995,16.5406,-107.0655,23.4845,23.4912,23.4735,34.3806,34.3863,1023.5531,23.3237,1.2672,112.759,212.99464,0.1978,95.1741,11.623,3498.0,74.0,False
54.0,2017-01-10 23:11:26,53.673,16.5406,-107.0655,23.1017,23.1028,23.0907,34.3395,34.3468,1023.6375,23.4035,0.97688,92.37899999999999,214.45497000000003,0.178,95.6468,10.571,3560.0,45.0,False
55.0,2017-01-10 23:11:26,54.667,16.5406,-107.0655,22.9578,22.9572,22.9466,34.3545,34.3635,1023.6946,23.4562,0.96531,89.984,214.96724,0.1856,95.4663,9.6077,3595.0,31.0,False
56.0,2017-01-10 23:11:26,55.661,16.5406,-107.0655,22.6971,22.698,22.6858,34.3745,34.3823,1023.7888,23.5459,0.85401,88.146,215.91052000000002,0.1631,96.004,8.6026,3627.0,34.0,False
57.0,2017-01-10 23:11:26,56.655,16.5406,-107.0655,22.6704,22.7176,22.6589,34.4011,34.3991,1023.8209,23.5737,1.0281,81.757,215.97319,0.1785,95.6367,7.6065,3681.0,93.0,False
58.0,2017-01-10 23:11:26,57.648999999999994,16.5406,-107.0655,22.4276,22.5965,22.4161,34.4143,34.4,1023.9043,23.6525,0.77188,85.63600000000001,216.86824,0.1766,95.68,6.6692,3780.0,54.0,False
59.0,2017-01-10 23:11:26,58.643,16.5406,-107.0655,22.009,22.0028,21.9974,34.4387,34.4499,1024.0452,23.7889,0.69618,78.855,218.42066,0.172,95.7905,6.1207,3810.0,29.0,False
60.0,2017-01-10 23:11:26,59.636,16.5406,-107.0655,21.7844,21.7828,21.7727,34.4512,34.4604,1024.1217,23.8609,0.6933600000000001,70.42,219.26549,0.1725,95.7785,5.608,3837.0,30.0,False
61.0,2017-01-10 23:11:26,60.63,16.5406,-107.0655,21.5687,21.5731,21.5569,34.4761,34.4836,1024.2049,23.9395,0.80153,61.31,220.06323999999998,0.1688,95.8672,5.1201,3876.0,55.0,False
62.0,2017-01-10 23:11:26,61.623999999999995,16.5406,-107.0655,21.3187,21.3309,21.3067,34.4844,34.4911,1024.2844,24.0146,0.75998,53.743,221.02517000000003,0.1657,95.9427,4.7956,3941.0,54.0,False
63.0,2017-01-10 23:11:26,62.618,16.5406,-107.0655,20.9328,20.9299,20.9208,34.4977,34.5069,1024.4042,24.1297,0.62124,48.865,222.52516,0.1629,96.0099,4.354,3986.0,38.0,False
64.0,2017-01-10 23:11:26,63.611000000000004,16.5406,-107.0655,20.5691,20.5681,20.5571,34.5371,34.5451,1024.5368,24.2577,0.6124,41.06,223.91608,0.1551,96.1973,3.8833,4021.0,38.0,False
65.0,2017-01-10 23:11:26,64.605,16.5406,-107.0655,20.3687,20.3747,20.3566,34.5629,34.5728,1024.6144,24.3308,0.64868,30.358,224.68398,0.1496,96.3298,3.4736,4071.0,64.0,False
66.0,2017-01-10 23:11:26,65.59899999999999,16.5406,-107.0655,20.1993,20.2069,20.187,34.5496,34.5596,1024.6537,24.3656,0.59939,26.825,225.38966000000002,0.1498,96.3241,3.1843,4136.0,56.0,False
67.0,2017-01-10 23:11:26,66.593,16.5406,-107.0655,19.9333,19.9361,19.9211,34.5607,34.5681,1024.7368,24.4441,0.57191,25.092,226.45812999999998,0.1087,97.3195,2.9022,4189.0,56.0,False
