Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
45.0,2017-01-12 19:11:38,44.729,16.567239999999998,-106.97041999999999,25.2604,25.2616,25.2506,34.1653,34.1716,1022.8255,22.6314,1.6249,143.108,206.9843,0.2238,94.5584,97.109,3572.0,49.0,False
46.0,2017-01-12 19:11:38,45.722,16.567239999999998,-106.97041999999999,24.9251,24.9177,24.9152,34.244,34.2525,1022.9911,22.7926,1.5124,137.597,208.04334,0.2217,94.6071,82.74600000000001,3618.0,43.0,False
47.0,2017-01-12 19:11:38,46.716,16.567239999999998,-106.97041999999999,24.4515,24.4587,24.4415,34.3179,34.3206,1023.1939,22.9909,1.4449,131.105,209.60732,0.2142,94.7852,72.431,3665.0,51.0,False
48.0,2017-01-12 19:11:38,47.71,16.567239999999998,-106.97041999999999,24.192,24.1904,24.1818,34.3393,34.3464,1023.2919,23.0844,1.3328,117.381,210.49945,0.2044,95.0192,68.804,3716.0,42.0,False
49.0,2017-01-12 19:11:38,48.70399999999999,16.567239999999998,-106.97041999999999,23.9675,23.9651,23.9572,34.3577,34.3654,1023.3767,23.1648,1.1781,114.572,211.27756000000002,0.1978,95.1751,62.938,3749.0,27.0,False
50.0,2017-01-12 19:11:38,49.698,16.567239999999998,-106.97041999999999,23.7947,23.7899,23.7843,34.3677,34.3758,1023.4395,23.2232,1.1361,111.227,211.88616000000002,0.1973,95.1866,57.61,3776.0,26.0,False
51.0,2017-01-12 19:11:38,50.692,16.567239999999998,-106.97041999999999,23.599,23.5857,23.5884,34.3931,34.4082,1023.5205,23.2997,1.1831,105.791,212.56002,0.1904,95.3506,51.643,3810.0,49.0,False
52.0,2017-01-12 19:11:38,51.685,16.567220000000002,-106.97041999999999,23.849,23.8528,23.8382,34.3484,34.3551,1023.4175,23.1926,1.4799,103.285,211.71675,0.1905,95.3498,44.76,3922.0,110.0,False
53.0,2017-01-12 19:11:38,52.678999999999995,16.567239999999998,-106.97041999999999,23.1927,23.1905,23.1819,34.4066,34.4135,1023.6577,23.428,1.0566,104.917,214.02612000000002,0.1924,95.3026,40.759,3969.0,34.0,False
54.0,2017-01-12 19:11:38,53.673,16.567239999999998,-106.97041999999999,22.8638,22.8554,22.8529,34.4276,34.435,1023.7727,23.5386,0.9116700000000001,95.49600000000001,215.21388,0.1796,95.6086,37.486,4000.0,34.0,False
55.0,2017-01-12 19:11:38,54.667,16.567239999999998,-106.97041999999999,22.5677,22.5628,22.5567,34.4467,34.4546,1023.8762,23.6375,0.8826299999999999,86.375,216.29282,0.1752,95.7137,34.72,4037.0,38.0,False
56.0,2017-01-12 19:11:38,55.661,16.567239999999998,-106.97041999999999,22.451,22.45,22.4398,34.4448,34.4521,1023.9122,23.6692,0.8876200000000001,80.999,216.73434,0.1746,95.7294,31.976,4086.0,53.0,False
57.0,2017-01-12 19:11:38,56.655,16.567239999999998,-106.97041999999999,22.3782,22.3782,22.3669,34.444,34.4517,1023.9366,23.6892,0.8732700000000001,78.657,217.01011,0.1714,95.8051,29.039,4136.0,45.0,False
58.0,2017-01-12 19:11:38,57.648,16.567239999999998,-106.97041999999999,22.3331,22.3325,22.3215,34.4447,34.4522,1023.9542,23.7024,0.81507,77.221,217.17996000000002,0.1694,95.855,26.462,4180.0,43.0,False
59.0,2017-01-12 19:11:38,58.641999999999996,16.56723,-106.97041999999999,22.2173,22.2151,22.2056,34.4462,34.4542,1023.9923,23.7361,0.79204,76.192,217.61676,0.1709,95.8179,23.997,4226.0,51.0,False
60.0,2017-01-12 19:11:38,59.636,16.567220000000002,-106.97041999999999,21.7289,21.7199,21.7172,34.465,34.4762,1024.1473,23.8864,0.73117,72.419,219.46517000000003,0.1667,95.9182,21.773000000000003,4276.0,51.0,False
61.0,2017-01-12 19:11:38,60.63,16.567239999999998,-106.97041999999999,20.8794,20.8692,20.8679,34.5166,34.5351,1024.4243,24.1585,0.69587,56.645,222.7096,0.161,96.056,20.192,4336.0,64.0,False
62.0,2017-01-12 19:11:38,61.623999999999995,16.567239999999998,-106.97041999999999,20.4841,20.486,20.4725,34.5391,34.5457,1024.5524,24.2819,0.60409,42.568000000000005,224.25412999999998,0.158,96.1267,19.154,4397.0,50.0,False
63.0,2017-01-12 19:11:38,62.617,16.567239999999998,-106.97041999999999,20.3154,20.3131,20.3037,34.5456,34.5536,1024.6067,24.3318,0.56406,41.839,224.92543999999998,0.1552,96.1944,17.817,4438.0,38.0,False
64.0,2017-01-12 19:11:38,63.611000000000004,16.567239999999998,-106.97041999999999,20.0045,20.0044,19.9927,34.5547,34.5613,1024.7005,24.4209,0.54747,38.12,226.17565,0.1517,96.2781,16.302,4478.0,42.0,False
65.0,2017-01-12 19:11:38,64.605,16.567239999999998,-106.97041999999999,19.9199,19.9191,19.9079,34.5571,34.5641,1024.7289,24.4449,0.5333,30.065,226.5184,0.1516,96.2812,14.935,4523.0,46.0,False
66.0,2017-01-12 19:11:38,65.59899999999999,16.567239999999998,-106.97041999999999,19.8367,19.8368,19.8246,34.5605,34.5674,1024.7577,24.4693,0.5078600000000001,28.709,226.85471,0.1491,96.3413,13.845999999999998,4565.0,42.0,False
