Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
61.0,2017-01-11 14:03:16,60.63,16.5512,-107.0181,25.3711,25.3722,25.3578,34.1663,34.1758,1022.8613,22.5984,1.2839,141.96200000000002,206.60092,0.2126,94.8236,2.9181,3861.0,34.0,False
62.0,2017-01-11 14:03:16,61.623999999999995,16.5512,-107.0181,25.2037,25.2073,25.1902,34.2088,34.2168,1022.9489,22.6815,1.293,140.19,207.1221,0.2057,94.9882,2.6209,3895.0,35.0,False
63.0,2017-01-11 14:03:16,62.618,16.5512,-107.0181,24.7191,24.7115,24.7056,34.2837,34.2939,1023.1566,22.8846,1.1649,138.958,208.71285,0.1955,95.2308,2.3551,3932.0,38.0,False
64.0,2017-01-11 14:03:16,63.611000000000004,16.5512,-107.0181,24.2179,24.2116,24.2044,34.3356,34.3447,1023.3504,23.0738,1.0375,129.41899999999998,210.41217000000003,0.1862,95.4527,2.1152,3969.0,37.0,False
65.0,2017-01-11 14:03:16,64.605,16.5512,-107.0181,24.1767,24.1762,24.163,34.3308,34.3412,1023.3635,23.0825,1.1656,112.02,210.56529,0.184,95.5052,1.8803,4019.0,64.0,False
66.0,2017-01-11 14:03:16,65.59899999999999,16.5512,-107.0181,24.1632,24.162,24.1492,34.3282,34.3373,1023.3698,23.0845,1.1094,112.035,210.61708,0.1867,95.4389,1.6922,4081.0,51.0,False
67.0,2017-01-11 14:03:16,66.593,16.5512,-107.0181,24.1246,24.1251,24.1105,34.3332,34.3425,1023.3894,23.0998,1.1244,111.696,210.74786,0.2047,95.0115,1.5233,4129.0,52.0,False
68.0,2017-01-11 14:03:16,67.586,16.5512,-107.0181,24.0111,24.0194,23.9968,34.3536,34.3612,1023.4428,23.1488,1.0391,111.229,211.12651,0.184,95.5036,1.3652,4188.0,56.0,False
69.0,2017-01-11 14:03:16,68.58,16.5512,-107.0181,23.3372,23.3423,23.323,34.3882,34.3972,1023.671,23.3722,0.82395,110.04799999999999,213.52237999999997,0.1756,95.7048,1.2397,4237.0,44.0,False
70.0,2017-01-11 14:03:16,69.574,16.5512,-107.0181,23.0706,23.0703,23.0563,34.4109,34.4193,1023.7699,23.4666,0.77332,93.713,214.47019,0.166,95.9357,1.1229,4279.0,41.0,False
71.0,2017-01-11 14:03:16,70.568,16.5512,-107.0181,22.7828,22.7817,22.7685,34.4191,34.429,1023.8631,23.5553,0.75444,88.22,215.52792000000002,0.1641,95.9807,1.0194,4317.0,38.0,False
72.0,2017-01-11 14:03:16,71.561,16.5512,-107.0181,22.1839,22.1831,22.1696,34.4603,34.4766,1024.0687,23.7561,0.6794100000000001,83.115,217.72624,0.1587,96.1088,0.92799,4360.0,47.0,False
73.0,2017-01-11 14:03:16,72.555,16.5512,-107.0181,21.6084,21.6274,21.5942,34.5204,34.5239,1024.2796,23.9622,0.6249600000000001,67.525,219.84599,0.1524,96.2608,0.8461799999999999,4420.0,70.0,False
74.0,2017-01-11 14:03:16,73.54899999999999,16.5512,-107.0181,20.9385,20.9429,20.9244,34.5169,34.5199,1024.4653,24.143,0.51083,57.897,222.47152000000003,0.1472,96.3863,0.7722100000000001,4481.0,41.0,False
75.0,2017-01-11 14:03:16,74.543,16.5512,-107.0181,20.5238,20.5255,20.5097,34.5349,34.5392,1024.5951,24.268,0.48536,48.36600000000001,224.10336,0.1491,96.342,0.70834,4513.0,33.0,False
76.0,2017-01-11 14:03:16,75.536,16.5512,-107.0181,20.041,20.0426,20.027,34.5751,34.5821,1024.7587,24.4268,0.48423,37.985,225.99717,0.1439,96.4672,0.64908,4545.0,36.0,False
77.0,2017-01-11 14:03:16,76.53,16.5512,-107.0181,20.2618,20.343,20.2475,34.5523,34.5594,1024.6869,24.3509,0.62534,23.883000000000003,225.13672000000003,0.1444,96.455,0.5876100000000001,4620.0,104.0,False
