Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
63.0,2017-01-12 14:04:48,62.618,16.555139999999998,-106.97263999999998,25.3964,25.3957,25.3827,34.1131,34.1218,1022.822,22.5504,1.4587,140.565,206.58473999999998,0.2153,94.7602,3.1814,4154.0,63.0,False
64.0,2017-01-12 14:04:48,63.611000000000004,16.555139999999998,-106.97263999999998,25.2905,25.2897,25.2766,34.1589,34.1677,1022.8934,22.6174,1.3857,138.952,206.88857,0.2158,94.7473,2.8394,4222.0,58.0,False
65.0,2017-01-12 14:04:48,64.605,16.555120000000002,-106.97263999999998,25.0942,25.0866,25.0802,34.2125,34.2234,1022.998,22.7176,1.283,138.24200000000002,207.49661,0.2207,94.6317,2.5299,4273.0,54.0,False
66.0,2017-01-12 14:04:48,65.59899999999999,16.55513,-106.97263999999998,24.656,24.6526,24.6419,34.2742,34.2838,1023.1815,22.8965,1.2532,133.197,208.94601,0.2081,94.9293,2.2573,4331.0,56.0,False
67.0,2017-01-12 14:04:48,66.593,16.555139999999998,-106.97263999999998,24.1748,24.1708,24.1607,34.3468,34.3553,1023.3847,23.0951,1.0896,122.038,210.55022000000002,0.1992,95.1411,2.0406,4377.0,38.0,False
68.0,2017-01-12 14:04:48,67.586,16.555139999999998,-106.97263999999998,23.767,23.7607,23.7528,34.3662,34.3762,1023.5242,23.23,0.97457,114.65,211.99067999999997,0.1927,95.2953,1.8519,4412.0,31.0,False
69.0,2017-01-12 14:04:48,68.58,16.555139999999998,-106.97263999999998,23.1005,23.0991,23.0864,34.4208,34.4293,1023.7643,23.4654,0.8406,107.71,214.34663999999998,0.1848,95.4849,1.6779,4444.0,35.0,False
70.0,2017-01-12 14:04:48,69.574,16.555139999999998,-106.97263999999998,22.5911,22.5796,22.577,34.4494,34.4565,1023.9365,23.6328,0.82124,88.527,216.20264,0.1733,95.7609,1.5156,4491.0,59.0,False
71.0,2017-01-12 14:04:48,70.568,16.555120000000002,-106.97263999999998,22.3132,22.3119,22.2991,34.4556,34.4638,1024.0245,23.7163,0.73369,78.569,217.23923,0.1679,95.8908,1.37,4550.0,56.0,False
72.0,2017-01-12 14:04:48,71.561,16.555120000000002,-106.97263999999998,22.2105,22.2205,22.1962,34.4449,34.4535,1024.0497,23.737,0.7619600000000001,75.192,217.64514,0.1687,95.8699,1.2234,4617.0,70.0,False
73.0,2017-01-12 14:04:48,72.555,16.555139999999998,-106.97263999999998,21.6198,21.616,21.6056,34.4784,34.4877,1024.2446,23.9271,0.62022,70.885,219.86191000000002,0.1653,95.9515,1.1153,4671.0,42.0,False
74.0,2017-01-12 14:04:48,73.54899999999999,16.555139999999998,-106.97263000000001,21.0955,21.1001,21.0814,34.5048,34.5131,1024.4132,24.0909,0.59588,57.853,221.87243999999998,0.1645,95.9705,1.0235,4717.0,42.0,False
75.0,2017-01-12 14:04:48,74.543,16.555139999999998,-106.97261999999999,20.5146,20.5152,20.5006,34.5447,34.5516,1024.6052,24.2781,0.50052,50.674,224.12261,0.1554,96.1888,0.95029,4757.0,32.0,False
76.0,2017-01-12 14:04:48,75.536,16.555139999999998,-106.97263999999998,20.2374,20.2374,20.2233,34.5534,34.5614,1024.69,24.3583,0.46425,42.292,225.22966,0.1543,96.2165,0.8779,4786.0,28.0,False
77.0,2017-01-12 14:04:48,76.53,16.555139999999998,-106.97263999999998,20.0108,20.0083,19.9966,34.5678,34.5768,1024.7655,24.4292,0.47916000000000003,39.145,226.13025,0.1525,96.2586,0.8054899999999999,4818.0,42.0,False
78.0,2017-01-12 14:04:48,77.524,16.555120000000002,-106.97263999999998,19.8681,19.9215,19.8538,34.5692,34.5738,1024.8085,24.4677,0.60006,31.458000000000002,226.71292000000003,0.1493,96.3347,0.73447,4889.0,85.0,False
