# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Thu Jun 28 16:13:24 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
GO:0016817	molecular_function	hydrolase activity, acting on acid anhydrides	17	138	0.12318840579710146
GO:0031328	biological_process	positive regulation of cellular biosynthetic process	15	138	0.10869565217391304
unknownprc	biological_process	unknown biological process	103	138	0.7463768115942029
GO:0016818	molecular_function	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	17	138	0.12318840579710146
unknownfun	molecular_function	unknown molecular function	114	138	0.8260869565217391
GO:0031329	biological_process	regulation of cellular catabolic process	2	138	0.014492753623188406
unknowncmp	cellular_component	unknown cellular component	103	138	0.7463768115942029
GO:0031330	biological_process	negative regulation of cellular catabolic process	2	138	0.014492753623188406
GO:0009735	biological_process	response to cytokinin	15	138	0.10869565217391304
GO:0015630	cellular_component	microtubule cytoskeleton	2	138	0.014492753623188406
GO:0048311	biological_process	mitochondrion distribution	2	138	0.014492753623188406
GO:0002576	biological_process	platelet degranulation	2	138	0.014492753623188406
GO:0019900	molecular_function	kinase binding	2	138	0.014492753623188406
GO:0051604	biological_process	protein maturation	15	138	0.10869565217391304
GO:1990169	biological_process	stress response to copper ion	15	138	0.10869565217391304
GO:0006139	biological_process	nucleobase-containing compound metabolic process	15	138	0.10869565217391304
GO:0019901	molecular_function	protein kinase binding	2	138	0.014492753623188406
GO:1990170	biological_process	stress response to cadmium ion	15	138	0.10869565217391304
GO:0051606	biological_process	detection of stimulus	2	138	0.014492753623188406
GO:0019904	molecular_function	protein domain specific binding	2	138	0.014492753623188406
GO:0000002	biological_process	mitochondrial genome maintenance	15	138	0.10869565217391304
GO:0046983	molecular_function	protein dimerization activity	17	138	0.12318840579710146
GO:0044183	molecular_function	protein binding involved in protein folding	15	138	0.10869565217391304
GO:0051082	molecular_function	unfolded protein binding	15	138	0.10869565217391304
GO:0098796	cellular_component	membrane protein complex	15	138	0.10869565217391304
GO:0032434	biological_process	regulation of proteasomal ubiquitin-dependent protein catabolic process	2	138	0.014492753623188406
GO:0015672	biological_process	monovalent inorganic cation transport	1	138	0.007246376811594203
GO:0032435	biological_process	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	2	138	0.014492753623188406
GO:0045036	biological_process	protein targeting to chloroplast	15	138	0.10869565217391304
GO:0009792	biological_process	embryo development ending in birth or egg hatching	2	138	0.014492753623188406
GO:0045037	biological_process	protein import into chloroplast stroma	15	138	0.10869565217391304
GO:0051640	biological_process	organelle localization	2	138	0.014492753623188406
GO:0015695	biological_process	organic cation transport	1	138	0.007246376811594203
GO:0051641	biological_process	cellular localization	17	138	0.12318840579710146
GO:0015696	biological_process	ammonium transport	1	138	0.007246376811594203
GO:0051642	biological_process	centrosome localization	2	138	0.014492753623188406
GO:0008152	biological_process	metabolic process	23	138	0.16666666666666666
GO:0031396	biological_process	regulation of protein ubiquitination	2	138	0.014492753623188406
GO:0031397	biological_process	negative regulation of protein ubiquitination	2	138	0.014492753623188406
GO:0051646	biological_process	mitochondrion localization	2	138	0.014492753623188406
GO:0051647	biological_process	nucleus localization	2	138	0.014492753623188406
GO:0031399	biological_process	regulation of protein modification process	2	138	0.014492753623188406
GO:0031400	biological_process	negative regulation of protein modification process	2	138	0.014492753623188406
GO:0051649	biological_process	establishment of localization in cell	17	138	0.12318840579710146
GO:0032465	biological_process	regulation of cytokinesis	2	138	0.014492753623188406
GO:0051653	biological_process	spindle localization	2	138	0.014492753623188406
GO:0005886	cellular_component	plasma membrane	18	138	0.13043478260869565
GO:0016192	biological_process	vesicle-mediated transport	2	138	0.014492753623188406
GO:0015711	biological_process	organic anion transport	11	138	0.07971014492753623
GO:0051656	biological_process	establishment of organelle localization	2	138	0.014492753623188406
GO:0031410	cellular_component	cytoplasmic vesicle	2	138	0.014492753623188406
GO:0007010	biological_process	cytoskeleton organization	2	138	0.014492753623188406
