Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 377,Area 377,#Peptides,#Unique,#Spec 377,PTM,Avg. Mass,Description
1,2,54036848,182.81,9,9,2.33E8,11,7,31,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
3,5,XP_003062500,118.47,9,9,3.98E5,11,3,11,Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
3,6,XP_003058621,118.47,9,9,3.98E5,11,3,11,Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
3,16,XP_003082284,118.47,9,9,3.98E5,11,3,11,Oxidation (M),50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
3,17,XP_003080933,118.47,9,9,3.98E5,11,3,11,Oxidation (M),52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
5,382,ETNP_100,109.76,58,58,5.23E4,9,1,9,Oxidation (M),8411,hypothetical protein
7,3,ETNP_100,107.96,35,35,7.22E6,7,7,7,,9588,hypothetical protein
2,1,|#CONTAM#TRYP_PIG|,98.42,16,16,2.19E8,6,6,11,,24409,sp|#CONTAM#TRYP_PIG|
4,4,ETNP_100,90.06,89,89,5.84E6,9,9,10,Oxidation (M),5311,hypothetical protein
6,1145,WP_011784398,88.58,3,3,1.09E5,5,1,8,,95531,chaperone protein ClpB Marinobacter hydrocarbonoclasticus
8,529,XP_003056479,58.46,9,9,,5,0,5,Carbamidomethylation; Oxidation (M),49615,beta tubulin  Micromonas pusilla CCMP1545
10,180,ETNP_100,49.84,29,29,1.65E5,4,1,4,Carbamidomethylation,14624,Tubulin/FtsZ family  GTPase domain
13,661,|#CONTAM#K1C10_HUMAN|,46.05,4,4,1.23E6,2,2,2,,59519,sp|#CONTAM#K1C10_HUMAN|
40,35,XP_002179286,46.04,10,10,9.37E4,1,1,1,,11383,histone H4 isoform 1b  Phaeodactylum tricornutum CCAP 1055
40,37,EJK69577,46.04,10,10,9.37E4,1,1,1,,11383,hypothetical protein THAOC_09145  Thalassiosira oceanica
40,36,XP_002179505,46.04,10,10,9.37E4,1,1,1,,11383,histone H4 isoform 1a  Phaeodactylum tricornutum CCAP 1055
