Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
47.286,2019-10-08 01:04:04,3206.0,133.54399999999998,-106.82422,16.762179999999997,47.0,24.266,24.2212,51694.0,5.17835,0.3324,0.1075,97.3495,0.011665,0.0,2.4727,2.4667,0.0842,0.1158,4.5287,0.0,0.0573,0.0,2.4548,2.4405,34.5247,34.6268,23.2056,23.2962,225.03,235.33599999999998,104.735,109.51100000000001,False
48.292,2019-10-08 01:04:04,3232.0,134.636,-106.82422,16.762179999999997,48.0,23.9967,23.9472,51390.0,5.149196,0.3418,0.1066,97.3705,0.01138,0.0,2.4707,2.4612,0.0852,0.1171,4.5297,0.0,0.0562,0.0,2.4555,2.4433,34.5042,34.6194,23.2699,23.3718,226.06799999999998,237.511,104.719,109.99799999999999,False
49.298,2019-10-08 01:04:04,3260.0,135.774,-106.82422,16.76219,49.0,23.5634,23.5139,50895.0,5.099519,0.3625,0.1066,97.3703,0.011073000000000001,0.0,2.4615,2.4527,0.0872,0.1172,4.5297,0.0,0.0549,0.0,2.4514,2.4409,34.465,34.5799,23.3676,23.469,227.923,238.66,104.764,109.678,False
50.305,2019-10-08 01:04:04,3291.0,137.093,-106.82422,16.7622,50.0,23.4204,23.3787,50737.0,5.08191,0.3769,0.1075,97.3505,0.011084,0.0,2.4555,2.4415,0.0887,0.1157,4.5288,0.0,0.055,0.0,2.4553,2.443,34.4557,34.551,23.4023,23.4866,229.74200000000002,240.706,105.33200000000001,110.34,False
51.31100000000001,2019-10-08 01:04:04,3418.0,142.359,-106.82422,16.762179999999997,51.0,23.4855,23.4559,50813.0,5.088818,0.4276,0.1074,97.3501,0.011281999999999999,0.0,2.4572,2.4528,0.0938,0.1178,4.5287,0.0,0.0558,0.0,2.4619,2.4557,34.4626,34.543,23.3886,23.4581,231.53900000000002,242.356,106.28,111.23899999999999,False
52.317,2019-10-08 01:04:04,3499.0,145.77100000000002,-106.82422,16.7622,52.0,23.3792,23.3345,50702.0,5.078542,0.3814,0.1077,97.3439,0.012159,0.0,2.4542,2.4496,0.0891,0.1172,4.5284,0.0,0.0592,0.0,2.4406,2.4283,34.4606,34.5591,23.4181,23.5057,227.088,237.905,104.044,108.977,False
53.323,2019-10-08 01:04:04,3519.0,146.585,-106.82422,16.7622,53.0,23.3165,23.2771,50635.0,5.0720849999999995,0.3974,0.1085,97.323,0.012304,0.0,2.4509,2.4426,0.0907,0.1171,4.5275,0.0,0.0598,0.0,2.4391,2.4278,34.4582,34.5544,23.4345,23.5188,228.082,238.88400000000001,104.384,109.31299999999999,False
54.32899999999999,2019-10-08 01:04:04,3545.0,147.65200000000002,-106.82422,16.7622,54.0,23.2013,23.158,50504.0,5.058247,0.4209,0.1085,97.3239,0.012157,0.0,2.445,2.4353,0.0931,0.1159,4.5275,0.0,0.0592,0.0,2.4443,2.4347,34.4472,34.5414,23.4596,23.5435,229.202,240.729,104.679,109.92,False
55.336000000000006,2019-10-08 01:04:04,3678.0,153.191,-106.82422,16.7622,55.0,23.2292,23.2477,50539.0,5.0664169999999995,0.54,0.1077,97.3446,0.011415,0.0,2.442,2.4337,0.105,0.1176,4.5285,0.0,0.0563,0.0,2.4347,2.4271,34.4516,34.5333,23.4549,23.5115,226.519,237.122,103.506,108.43700000000001,False
56.342,2019-10-08 01:04:04,3738.0,155.697,-106.82422,16.7622,56.0,23.0709,23.0212,50362.0,5.045336,0.4789,0.1079,97.3391,0.011666,0.0,2.4421,2.4361,0.0989,0.1172,4.5282,0.0,0.0573,0.0,2.4179,2.4027,34.4397,34.549,23.4916,23.5887,224.456,235.43099999999998,102.274,107.249,False
