Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
44.266999999999996,2019-10-11 19:08:20,2954.0,123.036,-106.8614,16.83496,44.0,24.1208,24.071,51489.0,5.158819,0.364,0.1042,97.4273,68.708,0.0,2.482,2.4699,0.0874,0.1147,4.5323,0.0,2.8513,0.0,2.4634,2.4451,34.4838,34.5972,23.2176,23.3182,227.21200000000002,236.94099999999997,105.462,109.955,False
45.273999999999994,2019-10-11 19:08:20,2978.0,124.051,-106.8614,16.83496,45.0,23.8276,23.7762,51162.0,5.126392,0.3918,0.1068,97.3653,66.074,0.0,2.4697,2.4496,0.0902,0.1149,4.5294,0.0,2.8343,0.0,2.4697,2.4476,34.4635,34.5808,23.2888,23.3928,230.30700000000002,239.261,106.345,110.456,False
46.28,2019-10-11 19:08:20,3068.0,127.807,-106.8614,16.834970000000002,46.0,23.8536,23.6993,51192.0,5.114818,0.4307,0.1067,97.368,62.302,0.0,2.4718,2.4532,0.0941,0.1147,4.5296,0.0,2.8088,0.0,2.4688,2.4558,34.4661,34.5525,23.283,23.3938,227.96900000000002,239.71599999999998,105.31,110.499,False
47.286,2019-10-11 19:08:20,3168.0,131.97899999999998,-106.8614,16.83496,47.0,23.5566,23.4837,50876.0,5.095809,0.4015,0.1055,97.3977,61.058,0.0,2.4719,2.4627,0.0912,0.1146,4.5309,0.0,2.8001,0.0,2.4455,2.434,34.4565,34.5759,23.3631,23.4747,226.764,237.21599999999998,104.214,108.954,False
48.292,2019-10-11 19:08:20,3187.0,132.762,-106.8614,16.83496,48.0,23.1591,23.0919,50421.0,5.050347,0.4419,0.1085,97.3233,58.351000000000006,0.0,2.4635,2.4542,0.0952,0.1147,4.5275,0.0,2.7804,0.0,2.4457,2.4313,34.4185,34.5346,23.4497,23.5571,228.95,239.56799999999998,104.469,109.26,False
49.298,2019-10-11 19:08:20,3208.0,133.61700000000002,-106.8614,16.83496,49.0,23.0259,22.9818,50284.0,5.036935,0.4672,0.1075,97.3497,55.465,0.0,2.455,2.447,0.0977,0.1147,4.5287,0.0,2.7584,0.0,2.4459,2.4338,34.4172,34.5176,23.4871,23.5759,230.09,240.68599999999998,104.744,109.54700000000001,False
50.305,2019-10-11 19:08:20,3233.0,134.672,-106.8614,16.83496,50.0,22.9287,22.8872,50177.0,5.025911,0.4911,0.1065,97.3744,52.589,0.0,2.4489,2.4399,0.1001,0.1147,4.5298,0.0,2.7353,0.0,2.4504,2.4356,34.4106,34.5067,23.51,23.5948,231.31900000000002,241.44299999999998,105.12100000000001,109.70299999999999,False
51.31100000000001,2019-10-11 19:08:20,3320.0,138.31,-106.8614,16.83496,51.0,22.9828,22.9122,50241.0,5.028015,0.527,0.1032,97.4528,49.465,0.0,2.4485,2.4358,0.1037,0.1147,4.5335,0.0,2.7088,0.0,2.4451,2.4352,34.4175,34.5029,23.4998,23.5848,228.97099999999998,240.639,104.156,109.383,False
52.317,2019-10-11 19:08:20,3405.0,141.852,-106.8614,16.83496,52.0,22.8482,22.7906,50097.0,5.0158190000000005,0.5212,0.1029,97.4597,47.736999999999995,0.0,2.4461,2.4343,0.1031,0.1147,4.5338,0.0,2.6934,0.0,2.4249,2.4203,34.4114,34.5042,23.5338,23.6207,226.22299999999998,238.31900000000002,102.66,108.098,False
53.323,2019-10-11 19:08:20,3437.0,143.149,-106.8614,16.83496,53.0,22.6861,22.6359,49919.0,4.999754,0.5421,0.1039,97.4364,44.869,0.0,2.4415,2.4314,0.1052,0.1147,4.5328,0.0,2.6665,0.0,2.4193,2.4116,34.401,34.5016,23.5722,23.6628,227.572,238.58900000000003,102.97200000000001,107.925,False
54.33,2019-10-11 19:08:20,3475.0,144.755,-106.8614,16.83496,54.0,22.4066,22.3612,49606.0,4.968567,0.5729,0.1044,97.4243,43.348,0.0,2.4295,2.4243,0.1083,0.1146,4.5322,0.0,2.6516,0.0,2.4124,2.4065,34.3779,34.4761,23.634,23.7214,226.817,238.826,102.11200000000001,107.494,False
55.336000000000006,2019-10-11 19:08:20,3537.0,147.349,-106.8614,16.83496,55.0,22.1022,22.0512,49276.0,4.93545,0.6177,0.106,97.3846,41.871,0.0,2.4167,2.4091,0.1128,0.1148,4.5303,0.0,2.6366,0.0,2.3828,2.3765,34.3607,34.4629,23.7065,23.7984,223.239,235.325,99.95,105.329,False
56.342,2019-10-11 19:08:20,3579.0,149.08700000000002,-106.8614,16.83496,56.0,21.6787,21.6273,48813.0,4.889942,0.6925,0.1102,97.2833,38.849000000000004,0.0,2.4051,2.4003,0.1203,0.1147,4.5256,0.0,2.6041,0.0,2.3623,2.3592,34.3331,34.4424,23.8035,23.9007,223.91400000000002,235.804,99.48299999999999,104.736,False
57.348,2019-10-11 19:08:20,3610.0,150.355,-106.8614,16.83496,57.0,21.5011,21.4579,48618.0,4.870024,0.7278,0.1081,97.3339,36.24,0.0,2.3892,2.3817,0.1238,0.1148,4.528,0.0,2.5739,0.0,2.3563,2.353,34.3201,34.4199,23.8426,23.9303,225.27,236.44299999999998,99.76,104.68799999999999,False
58.355,2019-10-11 19:08:20,3689.0,153.687,-106.8614,16.83496,58.0,21.4578,21.3605,48570.0,4.85771,0.7603,0.1061,97.3822,34.417,0.0,2.3628,2.356,0.127,0.1147,4.5302,0.0,2.5517,0.0,2.3555,2.3452,34.3162,34.3998,23.8516,23.9419,224.986,235.935,99.554,104.26899999999999,False
