Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
56.342,2019-10-05 08:39:43,9628.0,401.125,-106.86838,16.7775,56.0,24.3573,24.3142,51846.0,5.1932599999999995,0.4581,0.0795,98.0305,1e-12,0.0,2.4026,2.3897,0.0968,0.1197,4.5604,0.0,0.0082,0.0,2.3169,2.3275,34.5653,34.6639,23.2098,23.2972,202.551,217.613,94.443,101.448,False
57.348,2019-10-05 08:39:43,9656.0,402.292,-106.86838,16.7775,57.0,23.8994,23.8445,51344.0,5.144644,0.4574,0.0814,97.9852,1e-12,0.0,2.3905,2.3816,0.0967,0.1197,4.5583,0.0,0.0084,0.0,2.2838,2.2939,34.5419,34.662,23.3277,23.4348,202.832,216.245,93.818,99.99700000000001,False
58.354,2019-10-05 08:39:43,9696.0,403.94800000000004,-106.86838,16.7775,58.0,23.4814,23.4476,50896.0,5.099594000000001,0.5754,0.0869,97.8501,1e-12,0.0,2.3396,2.3453,0.1085,0.1197,4.552,0.0,0.0084,0.0,2.2724,2.272,34.5269,34.6293,23.4388,23.5263,208.607,217.78599999999997,95.78,99.99700000000001,False
59.361000000000004,2019-10-05 08:39:43,9800.0,408.284,-106.86838,16.7775,59.0,23.5494,23.4355,50968.0,5.096426999999999,0.7265,0.0814,97.986,1e-12,0.0,2.2651,2.2612,0.1236,0.1187,4.5583,0.0,0.0085,0.0,2.2708,2.257,34.5282,34.6144,23.4199,23.5185,204.59,215.56599999999997,94.046,98.948,False
60.367,2019-10-05 08:39:43,9853.0,410.517,-106.86838,16.7775,60.0,23.1326,23.0929,50517.0,5.059902,0.7584,0.0838,97.9267,1e-12,0.0,2.2766,2.2667,0.1268,0.118,4.5556,0.0,0.0084,0.0,2.2446,2.2385,34.5088,34.6033,23.5264,23.6095,203.898,215.025,93.044,98.10700000000001,False
61.373000000000005,2019-10-05 08:39:43,9895.0,412.254,-106.86838,16.7775,61.0,22.963,22.9199,50329.0,5.040758,0.7783,0.0847,97.9037,1e-12,0.0,2.253,2.2446,0.1288,0.1185,4.5545,0.0,0.0084,0.0,2.2287,2.2276,34.4971,34.5918,23.5664,23.6506,203.063,214.294,92.382,97.471,False
62.379,2019-10-05 08:39:43,9987.0,416.06699999999995,-106.86838,16.7775,62.0,22.8622,22.8241,50225.0,5.029788,0.958,0.0883,97.8162,1e-12,0.0,2.2295,2.2268,0.1468,0.1194,4.5504,0.0,0.0085,0.0,2.2135,2.2119,34.4964,34.5824,23.5948,23.671,202.21400000000003,212.858,91.833,96.65,False
63.386,2019-10-05 08:39:43,10056.0,418.94300000000004,-106.86838,16.7775,63.0,22.7034,22.6586,50053.0,5.013439,0.9864,0.0891,97.7975,1e-12,0.0,2.2192,2.2161,0.1496,0.1186,4.5496,0.0,0.0085,0.0,2.2034,2.198,34.4879,34.5863,23.6338,23.7212,201.84900000000002,212.078,91.40700000000001,96.01799999999999,False
64.392,2019-10-05 08:39:43,10098.0,420.69300000000004,-106.86838,16.7775,64.0,22.1774,22.1236,49462.0,4.955373000000001,1.0388,0.0937,97.6846,1e-12,0.0,2.2048,2.2062,0.1549,0.1196,4.5443,0.0,0.0085,0.0,2.1868,2.188,34.4438,34.5583,23.749,23.851,199.847,211.604,89.641,94.887,False
65.398,2019-10-05 08:39:43,10157.0,423.15,-106.86838,16.7775,65.0,21.8983,21.8647,49179.0,4.925999,1.3836,0.1015,97.4952,1e-12,0.0,2.1958,2.1941,0.1894,0.1186,4.5355,0.0,0.0085,0.0,2.161,2.1627,34.4432,34.5339,23.8267,23.905,198.331,209.671,88.52,93.575,False
