Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja02-20170410,Area etnp-ja02-20170410,#Peptides,#Unique,#Spec etnp-ja02-20170410,PTM,Avg. Mass,Description
3,24964,ETNP_90m_PROKKA_168214,258.12,89,89,,53,0,106,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); 3 more,11111,Photosystem II 12 kDa extrinsic protein
3,24967,ETNP_140m_PROKKA_164346,258.12,76,76,,53,0,106,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); 3 more,13052,Photosystem II 12 kDa extrinsic protein precursor
3,24966,ETNP_120m_PROKKA_24357,258.12,76,76,,53,0,106,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); 3 more,13052,Photosystem II 12 kDa extrinsic protein precursor
3,24965,ETNP_100m_PROKKA_52245,258.12,76,76,,53,0,106,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); 3 more,13052,Photosystem II 12 kDa extrinsic protein precursor
2,24963,ETNP_100m_particle_PROKKA_12435,257.22,76,76,7.95E+07,54,29,107,Oxidation (M); Deamidation (NQ); Sodium adduct; Methylation(others); Formylation; 2 more,13019,Photosystem II 12 kDa extrinsic protein precursor
2,24962,ETNP_100m_PROKKA_02317,257.22,76,76,7.95E+07,54,29,107,Oxidation (M); Deamidation (NQ); Sodium adduct; Methylation(others); Formylation; 2 more,13019,Photosystem II 12 kDa extrinsic protein precursor
2,24961,ETNP_90m_PROKKA_27133,257.22,76,76,7.95E+07,54,29,107,Oxidation (M); Deamidation (NQ); Sodium adduct; Methylation(others); Formylation; 2 more,13019,Photosystem II 12 kDa extrinsic protein precursor
2,24960,ETNP_120m_PROKKA_126325,257.22,76,76,7.95E+07,54,29,107,Oxidation (M); Deamidation (NQ); Sodium adduct; Methylation(others); Formylation; 2 more,13019,Photosystem II 12 kDa extrinsic protein precursor
4,24969,ETNP_110m_PROKKA_45826,245.79,76,76,5.42E+06,49,8,92,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); Tyrosine oxidation to 2-aminotyrosine,13042,Photosystem II 12 kDa extrinsic protein precursor
4,24968,ETNP_160m_PROKKA_83311,245.79,76,76,5.42E+06,49,8,92,Oxidation (M); Deamidation (NQ); Dehydration; Sodium adduct; Phosphorylation (STY); Tyrosine oxidation to 2-aminotyrosine,13076,Photosystem II 12 kDa extrinsic protein precursor
1,64,gi|54036848,212.6,12,12,7.83E+08,22,17,147,Deamidation (NQ); Dehydration; Acetylation (N-term); Sodium adduct; Methylation(others); 15 more,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
7,1507,ETNP_100m_particle_PROKKA_144421,211.1,73,73,4.72E+07,55,41,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Propionamide (K  X@N-term); Formylation; Mutation,17736,C-phycoerythrin class 2 subunit alpha
7,1506,ETNP_90m_PROKKA_15075,211.1,73,73,4.72E+07,55,41,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Propionamide (K  X@N-term); Formylation; Mutation,17736,C-phycoerythrin class 2 subunit alpha
7,1505,ETNP_120m_PROKKA_239026,211.1,73,73,4.72E+07,55,41,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Propionamide (K  X@N-term); Formylation; Mutation,17736,C-phycoerythrin class 2 subunit alpha
10,24955,ETNP_100m_PROKKA_57551,210.68,58,58,1.14E+06,39,2,64,Oxidation (M); Deamidation (NQ); Sodium adduct; Formylation; Replacement of 2 protons by calcium; Mutation,29257,Photosystem II manganese-stabilizing polypeptide precursor
11,24954,ETNP_90m_PROKKA_178606,209.41,68,68,4.52E+06,44,14,66,Deamidation (NQ); Dihydroxy; Sodium adduct; Formylation; Carbamylation; 2 more,29123,Photosystem II manganese-stabilizing polypeptide precursor
9,25129,ETNP_100m_particle_PROKKA_97369,209.22,72,72,3.64E+07,40,40,69,Deamidation (NQ); Sodium adduct; Mutation,7671,Photosystem I reaction center subunit IV
9,25128,ETNP_120m_particle_PROKKA_46067,209.22,72,72,3.64E+07,40,40,69,Deamidation (NQ); Sodium adduct; Mutation,7685,Photosystem I reaction center subunit IV
9,25127,ETNP_100m_PROKKA_85480,209.22,72,72,3.64E+07,40,40,69,Deamidation (NQ); Sodium adduct; Mutation,7671,Photosystem I reaction center subunit IV
