# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Thu Jun 28 20:17:57 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
unknownprc	biological_process	unknown biological process	866	1093	0.7923147301006405
unknownfun	molecular_function	unknown molecular function	843	1093	0.7712717291857274
GO:0009733	biological_process	response to auxin	45	1093	0.04117108874656908
unknowncmp	cellular_component	unknown cellular component	879	1093	0.8042086001829826
GO:0009735	biological_process	response to cytokinin	92	1093	0.08417200365965233
GO:0032403	molecular_function	protein complex binding	7	1093	0.006404391582799634
GO:0051591	biological_process	response to cAMP	54	1093	0.04940530649588289
GO:0051592	biological_process	response to calcium ion	52	1093	0.04757548032936871
GO:0032409	biological_process	regulation of transporter activity	7	1093	0.006404391582799634
GO:0032411	biological_process	positive regulation of transporter activity	7	1093	0.006404391582799634
GO:0032412	biological_process	regulation of ion transmembrane transporter activity	7	1093	0.006404391582799634
GO:0032414	biological_process	positive regulation of ion transmembrane transporter activity	7	1093	0.006404391582799634
GO:0051602	biological_process	response to electrical stimulus	45	1093	0.04117108874656908
GO:0051604	biological_process	protein maturation	43	1093	0.039341262580054895
GO:0000001	biological_process	mitochondrion inheritance	40	1093	0.036596523330283626
GO:0000002	biological_process	mitochondrial genome maintenance	24	1093	0.021957913998170174
GO:0038093	biological_process	Fc receptor signaling pathway	45	1093	0.04117108874656908
GO:0038094	biological_process	Fc-gamma receptor signaling pathway	45	1093	0.04117108874656908
GO:0038096	biological_process	Fc-gamma receptor signaling pathway involved in phagocytosis	45	1093	0.04117108874656908
GO:0044183	molecular_function	protein binding involved in protein folding	50	1093	0.04574565416285453
GO:0051082	molecular_function	unfolded protein binding	35	1093	0.03202195791399817
GO:0098793	cellular_component	presynapse	7	1093	0.006404391582799634
GO:0032432	cellular_component	actin filament bundle	45	1093	0.04117108874656908
GO:0098796	cellular_component	membrane protein complex	59	1093	0.053979871912168347
GO:0032434	biological_process	regulation of proteasomal ubiquitin-dependent protein catabolic process	7	1093	0.006404391582799634
GO:0098797	cellular_component	plasma membrane protein complex	10	1093	0.009149130832570906
GO:0032436	biological_process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	7	1093	0.006404391582799634
GO:0098798	cellular_component	mitochondrial protein complex	4	1093	0.0036596523330283625
GO:0098800	cellular_component	inner mitochondrial membrane protein complex	4	1093	0.0036596523330283625
GO:0000011	biological_process	vacuole inheritance	40	1093	0.036596523330283626
GO:0098805	cellular_component	whole membrane	7	1093	0.006404391582799634
GO:0032446	biological_process	protein modification by small protein conjugation	7	1093	0.006404391582799634
GO:0046128	biological_process	purine ribonucleoside metabolic process	18	1093	0.01646843549862763
GO:0046129	biological_process	purine ribonucleoside biosynthetic process	11	1093	0.010064043915827997
GO:0046131	biological_process	pyrimidine ribonucleoside metabolic process	1	1093	9.149130832570906E-4
GO:0009792	biological_process	embryo development ending in birth or egg hatching	52	1093	0.04757548032936871
GO:0046132	biological_process	pyrimidine ribonucleoside biosynthetic process	1	1093	9.149130832570906E-4
GO:0070997	biological_process	neuron death	7	1093	0.006404391582799634
GO:0046134	biological_process	pyrimidine nucleoside biosynthetic process	1	1093	9.149130832570906E-4
GO:0051640	biological_process	organelle localization	46	1093	0.042086001829826164
GO:0051641	biological_process	cellular localization	92	1093	0.08417200365965233
GO:0051646	biological_process	mitochondrion localization	40	1093	0.036596523330283626
GO:1904029	biological_process	regulation of cyclin-dependent protein kinase activity	52	1093	0.04757548032936871
GO:0051648	biological_process	vesicle localization	40	1093	0.036596523330283626
GO:1904030	biological_process	negative regulation of cyclin-dependent protein kinase activity	45	1093	0.04117108874656908
GO:0051649	biological_process	establishment of localization in cell	96	1093	0.0878316559926807
GO:1904031	biological_process	positive regulation of cyclin-dependent protein kinase activity	7	1093	0.006404391582799634
GO:0071011	cellular_component	precatalytic spliceosome	7	1093	0.006404391582799634
GO:0051650	biological_process	establishment of vesicle localization	40	1093	0.036596523330283626
GO:0032465	biological_process	regulation of cytokinesis	7	1093	0.006404391582799634
GO:0051651	biological_process	maintenance of location in cell	52	1093	0.04757548032936871
GO:0071013	cellular_component	catalytic step 2 spliceosome	7	1093	0.006404391582799634
GO:0071014	cellular_component	post-mRNA release spliceosomal complex	7	1093	0.006404391582799634
GO:0051653	biological_process	spindle localization	40	1093	0.036596523330283626
GO:0005886	cellular_component	plasma membrane	119	1093	0.10887465690759378
GO:0051656	biological_process	establishment of organelle localization	46	1093	0.042086001829826164
GO:0007165	biological_process	signal transduction	54	1093	0.04940530649588289
GO:0046148	biological_process	pigment biosynthetic process	1	1093	9.149130832570906E-4
GO:0009055	molecular_function	electron carrier activity	1	1093	9.149130832570906E-4
GO:0000049	molecular_function	tRNA binding	14	1093	0.012808783165599268
GO:0009826	biological_process	unidimensional cell growth	46	1093	0.042086001829826164
GO:0046156	biological_process	siroheme metabolic process	1	1093	9.149130832570906E-4
GO:0000054	biological_process	ribosomal subunit export from nucleus	6	1093	0.0054894784995425435
GO:0000060	biological_process	protein import into nucleus, translocation	7	1093	0.006404391582799634
GO:0098852	cellular_component	lytic vacuole membrane	7	1093	0.006404391582799634
GO:0006260	biological_process	DNA replication	2	1093	0.0018298261665141812
GO:0098857	cellular_component	membrane microdomain	56	1093	0.05123513266239707
GO:1904062	biological_process	regulation of cation transmembrane transport	7	1093	0.006404391582799634
GO:0098858	cellular_component	actin-based cell projection	45	1093	0.04117108874656908
GO:0051276	biological_process	chromosome organization	9	1093	0.008234217749313814
GO:1904064	biological_process	positive regulation of cation transmembrane transport	7	1093	0.006404391582799634
GO:0007017	biological_process	microtubule-based process	47	1093	0.043000914913083256
GO:0009845	biological_process	seed germination	45	1093	0.04117108874656908
GO:0032501	biological_process	multicellular organismal process	57	1093	0.05215004574565416
GO:0032502	biological_process	developmental process	63	1093	0.05763952424519671
GO:0032506	biological_process	cytokinetic process	40	1093	0.036596523330283626
GO:0032507	biological_process	maintenance of protein location in cell	52	1093	0.04757548032936871
GO:0005783	cellular_component	endoplasmic reticulum	7	1093	0.006404391582799634
GO:0000079	biological_process	regulation of cyclin-dependent protein serine/threonine kinase activity	7	1093	0.006404391582799634
GO:0046184	biological_process	aldehyde biosynthetic process	1	1093	9.149130832570906E-4
GO:0000082	biological_process	G1/S transition of mitotic cell cycle	7	1093	0.006404391582799634
GO:0009860	biological_process	pollen tube growth	6	1093	0.0054894784995425435
GO:0051701	biological_process	interaction with host	10	1093	0.009149130832570906
GO:0051702	biological_process	interaction with symbiont	7	1093	0.006404391582799634
GO:0051704	biological_process	multi-organism process	106	1093	0.0969807868252516
GO:0051705	biological_process	multi-organism behavior	45	1093	0.04117108874656908
GO:0005057	molecular_function	receptor signaling protein activity	2	1093	0.0018298261665141812
GO:0007169	biological_process	transmembrane receptor protein tyrosine kinase signaling pathway	45	1093	0.04117108874656908
GO:0035556	biological_process	intracellular signal transduction	2	1093	0.0018298261665141812
GO:0000096	biological_process	sulfur amino acid metabolic process	2	1093	0.0018298261665141812
GO:0051715	biological_process	cytolysis in other organism	36	1093	0.03293687099725526
GO:0000097	biological_process	sulfur amino acid biosynthetic process	2	1093	0.0018298261665141812
GO:0051716	biological_process	cellular response to stimulus	100	1093	0.09149130832570906
GO:0000105	biological_process	histidine biosynthetic process	1	1093	9.149130832570906E-4
GO:0008104	biological_process	protein localization	92	1093	0.08417200365965233
GO:0009889	biological_process	regulation of biosynthetic process	65	1093	0.059469350411710885
GO:0009890	biological_process	negative regulation of biosynthetic process	10	1093	0.009149130832570906
GO:0009891	biological_process	positive regulation of biosynthetic process	48	1093	0.04391582799634035
GO:0009892	biological_process	negative regulation of metabolic process	55	1093	0.05032021957913998
GO:0009893	biological_process	positive regulation of metabolic process	93	1093	0.08508691674290943
GO:0009894	biological_process	regulation of catabolic process	7	1093	0.006404391582799634
GO:0009896	biological_process	positive regulation of catabolic process	7	1093	0.006404391582799634
GO:0032549	molecular_function	ribonucleoside binding	149	1093	0.13632204940530648
GO:0046224	biological_process	bacteriocin metabolic process	1	1093	9.149130832570906E-4
GO:0032550	molecular_function	purine ribonucleoside binding	148	1093	0.1354071363220494
GO:0000122	biological_process	negative regulation of transcription from RNA polymerase II promoter	7	1093	0.006404391582799634
GO:0032553	molecular_function	ribonucleotide binding	149	1093	0.13632204940530648
GO:0000123	cellular_component	histone acetyltransferase complex	45	1093	0.04117108874656908
GO:0032555	molecular_function	purine ribonucleotide binding	148	1093	0.1354071363220494
GO:0071103	biological_process	DNA conformation change	2	1093	0.0018298261665141812
GO:0032559	molecular_function	adenyl ribonucleotide binding	146	1093	0.13357731015553523
GO:0000132	biological_process	establishment of mitotic spindle orientation	40	1093	0.036596523330283626
GO:0032561	molecular_function	guanyl ribonucleotide binding	2	1093	0.0018298261665141812
GO:0000142	cellular_component	cellular bud neck contractile ring	40	1093	0.036596523330283626
GO:0032570	biological_process	response to progesterone	7	1093	0.006404391582799634
GO:0000151	cellular_component	ubiquitin ligase complex	7	1093	0.006404391582799634
GO:0000155	molecular_function	phosphorelay sensor kinase activity	2	1093	0.0018298261665141812
GO:0009932	biological_process	cell tip growth	46	1093	0.042086001829826164
GO:0000160	biological_process	phosphorelay signal transduction system	2	1093	0.0018298261665141812
GO:0000166	molecular_function	nucleotide binding	157	1093	0.14364135407136322
GO:0051783	biological_process	regulation of nuclear division	7	1093	0.006404391582799634
GO:0009941	cellular_component	chloroplast envelope	98	1093	0.08966148215919488
GO:0051788	biological_process	response to misfolded protein	24	1093	0.021957913998170174
GO:0070848	biological_process	response to growth factor	7	1093	0.006404391582799634
GO:0009949	biological_process	polarity specification of anterior/posterior axis	4	1093	0.0036596523330283625
GO:0051806	biological_process	entry into cell of other organism involved in symbiotic interaction	9	1093	0.008234217749313814
GO:0009966	biological_process	regulation of signal transduction	52	1093	0.04757548032936871
GO:0009967	biological_process	positive regulation of signal transduction	52	1093	0.04757548032936871
GO:0009968	biological_process	negative regulation of signal transduction	7	1093	0.006404391582799634
GO:0051817	biological_process	modification of morphology or physiology of other organism involved in symbiotic interaction	10	1093	0.009149130832570906
GO:0019001	molecular_function	guanyl nucleotide binding	2	1093	0.0018298261665141812
GO:0019012	cellular_component	virion	1	1093	9.149130832570906E-4
GO:0000209	biological_process	protein polyubiquitination	7	1093	0.006404391582799634
GO:0051828	biological_process	entry into other organism involved in symbiotic interaction	9	1093	0.008234217749313814
GO:0005515	molecular_function	protein binding	138	1093	0.1262580054894785
GO:1900034	biological_process	regulation of cellular response to heat	7	1093	0.006404391582799634
GO:0009986	cellular_component	cell surface	10	1093	0.009149130832570906
GO:0051830	biological_process	entry into other organism through barriers of other organism involved in symbiotic interaction	1	1093	9.149130832570906E-4
GO:0009987	biological_process	cellular process	212	1093	0.1939615736505032
GO:1900035	biological_process	negative regulation of cellular response to heat	7	1093	0.006404391582799634
GO:0019941	biological_process	modification-dependent protein catabolic process	7	1093	0.006404391582799634
GO:0009988	biological_process	cell-cell recognition	7	1093	0.006404391582799634
GO:0009991	biological_process	response to extracellular stimulus	97	1093	0.08874656907593778
GO:0016469	cellular_component	proton-transporting two-sector ATPase complex	4	1093	0.0036596523330283625
GO:0000226	biological_process	microtubule cytoskeleton organization	40	1093	0.036596523330283626
GO:0005198	molecular_function	structural molecule activity	75	1093	0.0686184812442818
GO:0005200	molecular_function	structural constituent of cytoskeleton	47	1093	0.043000914913083256
GO:0051851	biological_process	modification by host of symbiont morphology or physiology	7	1093	0.006404391582799634
GO:0019043	biological_process	establishment of viral latency	1	1093	9.149130832570906E-4
GO:0071211	biological_process	protein targeting to vacuole involved in autophagy	7	1093	0.006404391582799634
GO:0051861	molecular_function	glycolipid binding	7	1093	0.006404391582799634
GO:0010021	biological_process	amylopectin biosynthetic process	1	1093	9.149130832570906E-4
GO:0071214	biological_process	cellular response to abiotic stimulus	52	1093	0.04757548032936871
GO:0071216	biological_process	cellular response to biotic stimulus	7	1093	0.006404391582799634
GO:0071218	biological_process	cellular response to misfolded protein	24	1093	0.021957913998170174
GO:0005215	molecular_function	transporter activity	9	1093	0.008234217749313814
GO:0032677	biological_process	regulation of interleukin-8 production	7	1093	0.006404391582799634
GO:0010029	biological_process	regulation of seed germination	7	1093	0.006404391582799634
GO:0046718	biological_process	viral entry into host cell	9	1093	0.008234217749313814
GO:0010033	biological_process	response to organic substance	101	1093	0.09240622140896615
GO:0010035	biological_process	response to inorganic substance	99	1093	0.09057639524245197
GO:0019068	biological_process	virion assembly	2	1093	0.0018298261665141812
GO:0010039	biological_process	response to iron ion	1	1093	9.149130832570906E-4
GO:0010042	biological_process	response to manganese ion	7	1093	0.006404391582799634
GO:0046364	biological_process	monosaccharide biosynthetic process	1	1093	9.149130832570906E-4
GO:0071236	biological_process	cellular response to antibiotic	8	1093	0.007319304666056725
GO:0046365	biological_process	monosaccharide catabolic process	1	1093	9.149130832570906E-4
GO:0010045	biological_process	response to nickel cation	7	1093	0.006404391582799634
GO:0005622	cellular_component	intracellular	32	1093	0.0292772186642269
GO:0071241	biological_process	cellular response to inorganic substance	8	1093	0.007319304666056725
GO:0010053	biological_process	root epidermal cell differentiation	45	1093	0.04117108874656908
GO:0003924	molecular_function	GTPase activity	2	1093	0.0018298261665141812
