# MetaGOmics taxonomy report
# MetaGOmics version: 0.1.1
# Run date: Thu Jun 28 20:20:34 PDT 2018
GO acc	GO aspect	GO name	taxon name	NCBI taxonomy id	taxonomy rank	PSM count	ratio of GO	ratio of run
unknownprc	biological_process	unknown biological process	Arthropoda	6656	phylum	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	root	1	no rank	27	0.03117782909930716	0.024702653247941447
unknownprc	biological_process	unknown biological process	Crustacea	6657	subphylum	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	Bacteria	2	superkingdom	6	0.006928406466512702	0.0054894784995425435
unknownprc	biological_process	unknown biological process	Rodentia	9989	order	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	Cricetidae	337677	family	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	Nostocales	1161	order	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Nostocaceae	1162	family	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Nostoc sp. PCC 7120	103690	species	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Acropora formosa	126732	species	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Harpacticidae	512265	family	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	Sciurognathi	33553	suborder	2	0.0023094688221709007	0.0018298261665141812
unknownprc	biological_process	unknown biological process	Nostoc	1177	genus	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Forcipulatacea	41242	superorder	4	0.004618937644341801	0.0036596523330283625
unknownprc	biological_process	unknown biological process	Oomycetes	4762	class	1	0.0011547344110854503	9.149130832570906E-4
unknownprc	biological_process	unknown biological process	Chordata	7711	phylum	2	0.0023094688221709007	0.0018298261665141812
