Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
2,244,XP_003062500,198.54,38,32,2,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Propionamide; Carbamidomethylated DTT modification; 3 more,49730,alpha tubulin  Micromonas pusilla CCMP1545
2,245,XP_003058621,198.54,38,32,2,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Propionamide; Carbamidomethylated DTT modification; 3 more,49730,alpha tubulin  Micromonas pusilla CCMP1545
4,257,XP_003080933,192.51,32,31,0,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Propionamide; Carbamidomethylated DTT modification; 3 more,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
1,129,ETNP_120m_PROKKA_318382,180.93,52,33,9,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Hydroxylation; Acetylation (N-term); 6 more,34262,hypothetical protein
5,661,XP_003061104,178.07,34,25,4,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Hydroxylation; Ethylation; Mutation,41766,actin flagellar inner arm intermediate chain  Micromonas pusilla CCMP1545
3,261,XP_003056479,172.78,43,32,1,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Methylation; Ethylation; 4 more,49615,beta tubulin  Micromonas pusilla CCMP1545
9,499,WP_002807869,170.04,86,17,5,Oxidation (M); Carbamidomethylated DTT modification; Deamidation (NQ),10586,carbon dioxide-concentrating mechanism protein CcmK Prochlorococcus
9,500,NP_30m_PROKKA_04690,170.04,86,17,5,Oxidation (M); Carbamidomethylated DTT modification; Deamidation (NQ),10586,Major carboxysome shell protein 1A
10,363,WP_042850333,170.03,40,23,23,Carbamidomethylation; Methylation,52814,glutamine synthetase Prochlorococcus sp MIT 0604
8,306,ETNP_90m_PROKKA_129379,165.66,86,17,5,Oxidation (M); Carbamidomethylated DTT modification,10571,Major carboxysome shell protein 1A
8,308,ETNP14_68maa_PROKKA_192080,165.66,86,17,5,Oxidation (M); Carbamidomethylated DTT modification,10571,Major carboxysome shell protein 1A
11,1677,ETNP_90m_PROKKA_166636,164.75,39,20,6,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Ethylation; Mutation,33070,Bacterial actin-related protein
26,2240,ETNP_70m_PROKKA_142252,159.18,25,15,3,Carbamidomethylation (DHKE  X@N-term),41848,Bacterial actin-related protein
6,367,XP_003074486,157.28,27,25,0,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Methylation; Ethylation; 4 more,64641,TBB1_VOLCA Tubulin beta chain ISS partial  Ostreococcus tauri
7,431,XP_003074279,156.10,34,26,2,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Methylation; Methyl ester; 3 more,52955,TBB1_VOLCA Tubulin beta chain ISS  Ostreococcus tauri
27,577,WP_011128866,155.25,46,13,10,Oxidation (M); Carbamidomethylation (DHKE  X@N-term); Hydroxylation; Mutation,18085,C-phycoerythrin class 2 subunit beta Synechococcus
25,2723,ETNP_120m_particle_PROKKA_209581,154.24,43,11,0,Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Pyro-carbamidomethyl; Mutation,14995,hypothetical protein
25,2724,ETNP_120m_particle_PROKKA_30032,154.24,42,11,0,Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Deamidation (NQ); Pyro-carbamidomethyl; Mutation,15516,hypothetical protein
13,557,ETNP_100m_particle_PROKKA_140022,150.38,52,18,0,Oxidation (M); Mutation,11381,Core histone H2A/H2B/H3/H4
14,417,ETNP_70m_PROKKA_32300,147.44,86,14,2,Oxidation (M); Carbamidomethylated DTT modification; Methyl ester,10572,Major carboxysome shell protein 1A
14,418,ETNP_60m_PROKKA_33131,147.44,86,14,2,Oxidation (M); Carbamidomethylated DTT modification; Methyl ester,10572,Major carboxysome shell protein 1A
12,541,XP_003074685,146.77,19,18,1,Oxidation (M); Mutation,31136,Histone H4 ISS  Ostreococcus tauri
12,520,XP_003063038,146.77,52,18,1,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
12,521,ETNP_90m_PROKKA_109358,146.77,52,18,1,Oxidation (M); Mutation,11367,Core histone H2A/H2B/H3/H4
12,522,ETNP_70m_PROKKA_144910,146.77,52,18,1,Oxidation (M); Mutation,11395,Core histone H2A/H2B/H3/H4
12,516,ETNP_70m_PROKKA_132488,146.77,52,18,1,Oxidation (M); Mutation,11367,Core histone H2A/H2B/H3/H4
12,523,XP_003061514,146.77,52,18,1,Oxidation (M); Mutation,11395,histone H4  Micromonas pusilla CCMP1545
12,517,ETNP_120m_particle_PROKKA_44959,146.77,52,18,1,Oxidation (M); Mutation,11365,Core histone H2A/H2B/H3/H4
12,518,ETNP14_68mB_PROKKA_59955,146.77,52,18,1,Oxidation (M); Mutation,11367,Core histone H2A/H2B/H3/H4
12,519,XP_003061756,146.77,52,18,1,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
12,524,XP_003059520,146.77,52,18,1,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
15,820,EJK63755,143.91,14,17,1,Oxidation (M); Mutation,39773,hypothetical protein THAOC_15573 partial  Thalassiosira oceanica
15,811,XP_002179286,143.91,52,17,1,Oxidation (M); Mutation,11383,histone H4 isoform 1b  Phaeodactylum tricornutum CCAP 1055
15,813,EJK69577,143.91,52,17,1,Oxidation (M); Mutation,11383,hypothetical protein THAOC_09145  Thalassiosira oceanica
15,812,XP_002179505,143.91,52,17,1,Oxidation (M); Mutation,11383,histone H4 isoform 1a  Phaeodactylum tricornutum CCAP 1055
15,814,EJK72475,143.91,46,17,1,Oxidation (M); Mutation,13036,hypothetical protein THAOC_05990  Thalassiosira oceanica
18,1669,XP_003061754,142.62,33,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,15356,histone H3  Micromonas pusilla CCMP1545
18,1670,XP_003059221,142.62,33,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,15356,predicted protein  Micromonas pusilla CCMP1545
18,1668,XP_003061708,142.62,33,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,15356,predicted protein  Micromonas pusilla CCMP1545
18,1672,XP_003082036,142.62,27,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,18865,Histones H3 and H4 ISS  Ostreococcus tauri
18,1674,ETNP_100m_particle_PROKKA_140021,142.62,24,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,21085,Core histone H2A/H2B/H3/H4
18,1667,XP_003057560,142.62,33,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,15436,histone H3  Micromonas pusilla CCMP1545
18,1675,XP_003079482,142.62,21,14,14,Oxidation (M); Carbamidomethylation; Methylation; Methyl ester; Mutation,23974,Histones H3 and H4 ISS  Ostreococcus tauri
16,2074,XP_002180656,142.50,29,20,8,Oxidation (M); Carbamidomethylation; Phosphorylation (STY); Propionamide; Carbamidomethylated DTT modification; 2 more,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
19,1379,ETNP_100m_particle_PROKKA_11753,139.34,33,13,1,Oxidation (M); Hydroxylation; Mutation,20304,hypothetical protein
17,474,ETNP_100m_particle_PROKKA_82300,138.36,75,17,6,Oxidation (M); Carbamidomethylation; Carbamidomethylation (DHKE  X@N-term); Methylation; Methyl ester; Mutation,14624,Tubulin/FtsZ family  GTPase domain
