Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
69.0,2017-01-13 12:18:03,68.58,16.58962,-106.92288,19.3536,19.3503,19.3412,34.5922,34.5996,1024.9208,24.6189,0.47276999999999997,22.985,228.80901,0.1581,96.1236,1e-12,4499.0,38.0,False
70.0,2017-01-13 12:18:03,69.574,16.58962,-106.92288,19.0869,19.0868,19.0744,34.6095,34.6153,1025.007,24.7005,0.4337,17.498,229.902,0.1552,96.1947,1e-12,4534.0,34.0,False
71.0,2017-01-13 12:18:03,70.567,16.58962,-106.92288,18.7081,18.7061,18.6956,34.6193,34.6249,1025.1153,24.8041,0.39361999999999997,13.105,231.49616,0.1558,96.1806,1e-12,4567.0,37.0,False
72.0,2017-01-13 12:18:03,71.561,16.58962,-106.92288,18.3829,18.3803,18.3704,34.6332,34.6402,1025.2122,24.8963,0.39765,10.465,232.87106,0.1509,96.2978,1e-12,4611.0,52.0,False
73.0,2017-01-13 12:18:03,72.555,16.58962,-106.92288,18.1483,18.1464,18.1357,34.6423,34.6487,1025.282,24.9614,0.3813,8.217,233.87545,0.149,96.343,1e-12,4661.0,47.0,False
74.0,2017-01-13 12:18:03,73.54899999999999,16.58962,-106.9229,17.8627,17.8625,17.8501,34.665,34.6718,1025.3743,25.0491,0.35862,5.626,235.0895,0.1482,96.3616,1e-12,4712.0,56.0,False
75.0,2017-01-13 12:18:03,74.542,16.58962,-106.9229,17.7442,17.7439,17.7315,34.6668,34.6747,1025.4092,25.0795,0.35081999999999997,2.875,235.6092,0.1463,96.4077,1e-12,4769.0,51.0,False
76.0,2017-01-13 12:18:03,75.536,16.58962,-106.92288,17.5704,17.5698,17.5576,34.6784,34.6856,1025.465,25.1306,0.24322,2.6060000000000003,236.36107,0.144,96.4629,1e-12,4814.0,44.0,False
77.0,2017-01-13 12:18:03,76.53,16.58962,-106.92288,17.4349,17.4339,17.422,34.6849,34.6926,1025.5072,25.1683,0.22594,1.784,236.95445,0.1391,96.5829,1e-12,4869.0,63.0,False
78.0,2017-01-13 12:18:03,77.523,16.58962,-106.92288,17.3396,17.3395,17.3266,34.6897,34.697,1025.5383,25.195,0.23978000000000002,1.514,237.373,0.1345,96.6927,1e-12,4926.0,47.0,False
79.0,2017-01-13 12:18:03,78.517,16.58962,-106.92288,17.3281,17.3277,17.315,34.6885,34.6962,1025.5446,25.1969,0.24893,1.382,237.42642999999998,0.1358,96.6631,1e-12,4966.0,37.0,False
80.0,2017-01-13 12:18:03,79.51100000000001,16.58962,-106.92288,17.2138,17.2125,17.2006,34.6969,34.7043,1025.5829,25.2306,0.24877,1.306,237.92681000000002,0.1368,96.6391,1e-12,5003.0,35.0,False
81.0,2017-01-13 12:18:03,80.505,16.58962,-106.9229,17.1373,17.1366,17.1239,34.7036,34.7112,1025.6108,25.2541,0.25016,1.278,238.26097000000001,0.1333,96.7235,1e-12,5039.0,37.0,False
82.0,2017-01-13 12:18:03,81.498,16.58961,-106.9229,17.1192,17.1191,17.1056,34.7012,34.7089,1025.6177,25.2566,0.29874,1.185,238.34669,0.1336,96.7148,1e-12,5087.0,67.0,False
83.0,2017-01-13 12:18:03,82.492,16.58962,-106.92289,17.0985,17.0972,17.0848,34.6957,34.7037,1025.6229,25.2573,0.29659,1.104,238.44912999999997,0.1333,96.7226,1e-12,5167.0,70.0,False
84.0,2017-01-13 12:18:03,83.486,16.58962,-106.92288,16.9341,16.9336,16.9204,34.7078,34.7139,1025.6757,25.3055,0.17325,1.056,239.17577000000003,0.1306,96.7891,1e-12,5221.0,50.0,False
85.0,2017-01-13 12:18:03,84.479,16.58962,-106.92288,16.6997,16.6979,16.6859,34.7276,34.7356,1025.7509,25.376,0.20993,1.266,240.21356,0.1314,96.7675,1e-12,5264.0,35.0,False
86.0,2017-01-13 12:18:03,85.473,16.58962,-106.92288,16.5683,16.5655,16.5544,34.7374,34.7454,1025.7938,25.4143,0.22830999999999999,1.194,240.80118,0.1333,96.7213,1e-12,5297.0,33.0,False
87.0,2017-01-13 12:18:03,86.46700000000001,16.58962,-106.92288,16.4525,16.4534,16.4385,34.745,34.7522,1025.8312,25.4472,0.18817,1.105,241.32385,0.133,96.7291,1e-12,5331.0,36.0,False
88.0,2017-01-13 12:18:03,87.46,16.58962,-106.92289,16.2639,16.2624,16.2499,34.7594,34.7681,1025.8906,25.5019,0.20397,1.046,242.17506,0.1316,96.7649,1e-12,5376.0,57.0,False
89.0,2017-01-13 12:18:03,88.454,16.58962,-106.9229,16.1477,16.1458,16.1336,34.7592,34.7662,1025.9217,25.5285,0.21445,0.98,242.7178,0.1317,96.7622,1e-12,5438.0,60.0,False
90.0,2017-01-13 12:18:03,89.448,16.58962,-106.92289,15.9287,15.9291,15.9145,34.7635,34.7707,1025.9799,25.582,0.27002,0.9179999999999999,243.73971,0.1339,96.7075,1e-12,5499.0,65.0,False
91.0,2017-01-13 12:18:03,90.441,16.58962,-106.92288,15.7783,15.7785,15.7641,34.7732,34.7799,1026.0261,25.6236,0.27744,0.919,244.43454,0.1354,96.6723,1e-12,5557.0,48.0,False
92.0,2017-01-13 12:18:03,91.435,16.58962,-106.92288,15.5701,15.5693,15.5559,34.7682,34.7753,1026.0739,25.6666,0.32165,0.938,245.43397000000002,0.1353,96.6736,1e-12,5601.0,39.0,False
93.0,2017-01-13 12:18:03,92.428,16.58962,-106.92288,15.3893,15.3894,15.375,34.7469,34.754,1026.1027,25.6907,0.44928,0.948,246.33657999999997,0.1427,96.4939,1e-12,5639.0,36.0,False
94.0,2017-01-13 12:18:03,93.42200000000001,16.58962,-106.9229,15.3573,15.3575,15.3429,34.7508,34.7584,1026.1173,25.7009,0.45997,0.9420000000000001,246.48394,0.1481,96.366,1e-12,5675.0,35.0,False
95.0,2017-01-13 12:18:03,94.416,16.58962,-106.9229,15.3414,15.3426,15.3269,34.76,34.7673,1026.1324,25.7115,0.42696000000000006,0.9059999999999999,246.5449,0.1484,96.3578,1e-12,5713.0,42.0,False
96.0,2017-01-13 12:18:03,95.40899999999999,16.58962,-106.92289,15.2437,15.2357,15.229,34.7613,34.7653,1026.1596,25.7341,0.5324399999999999,0.773,247.01483,0.1462,96.412,1e-12,5772.0,80.0,False
97.0,2017-01-13 12:18:03,96.40299999999999,16.58962,-106.92288,15.0501,15.0461,15.0355,34.7511,34.7586,1026.1991,25.769,0.51636,0.81,247.97162999999998,0.15,96.3193,1e-12,5845.0,47.0,False
98.0,2017-01-13 12:18:03,97.396,16.58962,-106.92288,14.9779,14.9777,14.9631,34.7631,34.7707,1026.2288,25.7941,0.47741000000000006,0.809,248.3033,0.1517,96.2786,1e-12,5875.0,25.0,False
99.0,2017-01-13 12:18:03,98.39,16.58962,-106.92288,14.925,14.9241,14.9102,34.7631,34.7708,1026.2449,25.8057,0.47248999999999997,0.82,248.56182,0.1485,96.3551,1e-12,5899.0,23.0,False
100.0,2017-01-13 12:18:03,99.384,16.58962,-106.92288,14.8701,14.8696,14.8551,34.7595,34.7669,1026.2586,25.8149,0.51413,0.8140000000000001,248.8369,0.15,96.3194,1e-12,5922.0,22.0,False
101.0,2017-01-13 12:18:03,100.37700000000001,16.58962,-106.92288,14.8166,14.8161,14.8015,34.7593,34.767,1026.2747,25.8265,0.5345300000000001,0.815,249.09996,0.1525,96.2578,1e-12,5946.0,26.0,False
102.0,2017-01-13 12:18:03,101.37100000000001,16.58962,-106.9229,14.798,14.7979,14.7827,34.7593,34.7669,1026.2832,25.8305,0.53992,0.807,249.1917,0.1538,96.2279,1e-12,5973.0,28.0,False
103.0,2017-01-13 12:18:03,102.365,16.58962,-106.9229,14.7909,14.7902,14.7755,34.7584,34.7661,1026.2885,25.8314,0.5351600000000001,0.8029999999999999,249.22793,0.153,96.2464,1e-12,5999.0,24.0,False
104.0,2017-01-13 12:18:03,103.35799999999999,16.58962,-106.9229,14.7843,14.7842,14.7687,34.7579,34.7655,1026.2939,25.8324,0.53418,0.654,249.26147000000003,0.1541,96.2201,1e-12,6024.0,24.0,False
105.0,2017-01-13 12:18:03,104.352,16.58962,-106.92288,14.77,14.7696,14.7544,34.7564,34.7641,1026.3003,25.8343,0.54094,0.599,249.33418999999998,0.1543,96.2157,1e-12,6048.0,26.0,False
106.0,2017-01-13 12:18:03,105.345,16.58962,-106.92288,14.6082,14.6042,14.5925,34.7565,34.7651,1026.3401,25.8694,0.57438,0.657,250.13387999999998,0.1539,96.2259,1e-12,6075.0,29.0,False
107.0,2017-01-13 12:18:03,106.339,16.58961,-106.92288,14.3683,14.3657,14.3527,34.7692,34.7772,1026.4063,25.9307,0.58501,0.785,251.30463999999998,0.1548,96.2039,1e-12,6105.0,29.0,False
108.0,2017-01-13 12:18:03,107.33200000000001,16.58962,-106.92288,14.2385,14.2375,14.2228,34.7765,34.7841,1026.4442,25.964,0.57296,0.836,251.94158,0.1543,96.2156,1e-12,6135.0,28.0,False
109.0,2017-01-13 12:18:03,108.32600000000001,16.58962,-106.92288,14.1854,14.1843,14.1695,34.7771,34.7849,1026.4605,25.9757,0.5624399999999999,0.8490000000000001,252.20785,0.1535,96.2349,1e-12,6161.0,26.0,False
