Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
66.0,2017-01-11 04:05:00,65.59899999999999,16.6147,-107.0245,19.6511,19.6471,19.6391,34.5767,34.5848,1024.8186,24.5301,0.48825,27.546999999999997,227.59537000000003,0.1465,96.4034,0.0098696,3990.0,52.0,False
67.0,2017-01-11 04:05:00,66.592,16.6147,-107.0245,19.4717,19.4656,19.4596,34.5863,34.5948,1024.877,24.5839,0.49108999999999997,24.121,228.32514,0.1423,96.505,0.0099699,4053.0,58.0,False
68.0,2017-01-11 04:05:00,67.586,16.6147,-107.0245,19.304,19.301,19.2918,34.5854,34.5937,1024.9241,24.6265,0.3933,22.261999999999997,229.02731,0.1394,96.5745,0.010037,4095.0,33.0,False
69.0,2017-01-11 04:05:00,68.58,16.6147,-107.0245,19.0315,19.0342,19.0192,34.6014,34.6092,1025.0107,24.7085,0.38866999999999996,21.014,230.14856,0.1388,96.5885,0.010006000000000001,4125.0,30.0,False
70.0,2017-01-11 04:05:00,69.574,16.6147,-107.0245,18.7756,18.7828,18.7633,34.6159,34.6211,1025.0913,24.7845,0.42276,16.715,231.2122,0.1384,96.5992,0.010202,4163.0,49.0,False
71.0,2017-01-11 04:05:00,70.567,16.6147,-107.0245,18.7131,18.6848,18.7007,34.6224,34.6298,1025.1165,24.8052,0.5322,10.498,231.46862000000002,0.1379,96.6113,0.010112999999999999,4235.0,99.0,False
72.0,2017-01-11 04:05:00,71.561,16.6147,-107.0245,18.6272,18.6305,18.6146,34.6125,34.623,1025.135,24.8193,0.37758,11.075999999999999,231.85162999999997,0.1434,96.4789,0.010074,4316.0,40.0,False
73.0,2017-01-11 04:05:00,72.555,16.6147,-107.0245,18.5549,18.5538,18.5422,34.6172,34.6247,1025.1612,24.8411,0.35864,11.228,232.15434,0.1406,96.5446,0.010322,4344.0,25.0,False
74.0,2017-01-11 04:05:00,73.548,16.6147,-107.0245,18.5061,18.5058,18.4932,34.6175,34.625,1025.1781,24.8535,0.3603,9.431000000000001,232.36364,0.1403,96.5541,0.010487999999999999,4368.0,25.0,False
75.0,2017-01-11 04:05:00,74.542,16.614720000000002,-107.0245,18.4429,18.4426,18.4298,34.6181,34.6264,1025.1988,24.8698,0.38513000000000003,8.704,232.63532,0.1387,96.592,0.010368,4397.0,37.0,False
76.0,2017-01-11 04:05:00,75.536,16.6147,-107.0245,18.5053,18.4974,18.492,34.6134,34.6243,1025.1839,24.8506,0.44936000000000004,8.302,232.37377,0.1397,96.567,0.010608,4487.0,102.0,False
77.0,2017-01-11 04:05:00,76.53,16.614720000000002,-107.0245,18.2152,18.2031,18.2019,34.6246,34.6342,1025.2694,24.9314,0.35241999999999996,8.808,233.61137999999997,0.1463,96.4094,0.010284999999999999,4536.0,30.0,False
78.0,2017-01-11 04:05:00,77.523,16.614720000000002,-107.0245,18.0335,18.0325,18.0202,34.636,34.6437,1025.3276,24.985,0.35063,7.712000000000001,234.38568999999998,0.1392,96.5805,0.01022,4567.0,36.0,False
79.0,2017-01-11 04:05:00,78.517,16.614720000000002,-107.02448999999999,17.928,17.9293,17.9145,34.6461,34.6525,1025.3658,25.0187,0.36924,5.008,234.83216000000002,0.1399,96.5637,0.010353,4615.0,55.0,False
80.0,2017-01-11 04:05:00,79.51100000000001,16.614720000000002,-107.0245,17.8726,17.8723,17.859,34.6552,34.6634,1025.3908,25.0392,0.37217,3.699,235.06101,0.1434,96.478,0.01025,4664.0,40.0,False
81.0,2017-01-11 04:05:00,80.50399999999999,16.614720000000002,-107.0245,17.8203,17.8224,17.8066,34.6571,34.663,1025.4095,25.0535,0.38547,2.443,235.28815,0.1519,96.2729,0.010163,4703.0,43.0,False
82.0,2017-01-11 04:05:00,81.498,16.614720000000002,-107.02448999999999,17.7011,17.7038,17.6872,34.6646,34.6736,1025.4488,25.0883,0.45041000000000003,1.911,235.80312,0.1435,96.4756,0.010265,4766.0,81.0,False
83.0,2017-01-11 04:05:00,82.492,16.614720000000002,-107.02448000000001,17.5981,17.5976,17.5841,34.6684,34.6771,1025.4813,25.1163,0.31486,1.7930000000000001,236.25361,0.1368,96.6373,0.010261,4841.0,57.0,False
84.0,2017-01-11 04:05:00,83.485,16.614720000000002,-107.02448000000001,17.4693,17.4679,17.4552,34.6764,34.685,1025.5232,25.1536,0.23565999999999998,1.496,236.8144,0.1332,96.7265,0.009947399999999999,4881.0,33.0,False
