Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
79.0,2017-01-12 14:04:48,78.517,16.555120000000002,-106.97263999999998,19.6419,19.6413,19.6276,34.5698,34.5781,1024.8726,24.5273,0.46808999999999995,28.189,227.64371,0.1469,96.3935,0.669,4958.0,58.0,False
80.0,2017-01-12 14:04:48,79.51100000000001,16.555139999999998,-106.97263999999998,19.5433,19.5415,19.5288,34.5723,34.5805,1024.9046,24.5548,0.4432,24.889,228.04887999999997,0.1476,96.3761,0.6155,5015.0,43.0,False
81.0,2017-01-12 14:04:48,80.505,16.555139999999998,-106.97263999999998,19.1897,19.1931,19.1752,34.5922,34.5979,1025.0155,24.6609,0.39871999999999996,23.787,229.497,0.1487,96.3498,0.57302,5049.0,30.0,False
82.0,2017-01-12 14:04:48,81.498,16.555139999999998,-106.97263000000001,18.5788,18.5806,18.5645,34.6302,34.64,1025.2044,24.8448,0.39355999999999997,16.183,232.0343,0.148,96.3682,0.53137,5083.0,43.0,False
83.0,2017-01-12 14:04:48,82.492,16.555139999999998,-106.97261999999999,18.1414,18.1442,18.1271,34.6545,34.6669,1025.3369,24.9725,0.3739,7.7989999999999995,233.88536000000002,0.1502,96.3154,0.4958,5134.0,50.0,False
84.0,2017-01-12 14:04:48,83.486,16.555139999999998,-106.97263999999998,17.8405,17.8402,17.8262,34.6599,34.6658,1025.4198,25.0507,0.30712,3.8989999999999996,235.19575,0.1428,96.4926,0.4649,5174.0,35.0,False
85.0,2017-01-12 14:04:48,84.48,16.555120000000002,-106.97263999999998,17.5851,17.584,17.5709,34.669,34.6758,1025.4937,25.1198,0.30405,4.748,236.31062000000003,0.1381,96.607,0.43049,5215.0,51.0,False
86.0,2017-01-12 14:04:48,85.473,16.555120000000002,-106.97263999999998,17.4945,17.4927,17.4801,34.6679,34.6759,1025.5193,25.1409,0.2897,3.772,236.71534,0.1359,96.6603,0.3962,5276.0,62.0,False
87.0,2017-01-12 14:04:48,86.46700000000001,16.555120000000002,-106.97263999999998,17.4135,17.4138,17.399,34.673,34.6809,1025.5472,25.1644,0.27537,3.3080000000000003,237.06897,0.1341,96.704,0.36307,5337.0,66.0,False
88.0,2017-01-12 14:04:48,87.46,16.555139999999998,-106.97263999999998,17.3123,17.3157,17.2977,34.6832,34.6901,1025.5839,25.1966,0.25159000000000004,2.7239999999999998,237.50598,0.1366,96.6433,0.33716999999999997,5407.0,59.0,False
89.0,2017-01-12 14:04:48,88.454,16.555139999999998,-106.97263000000001,17.1818,17.1815,17.1671,34.7067,34.7144,1025.6377,25.2458,0.18424000000000001,2.396,238.05505,0.1342,96.7006,0.32028,5452.0,36.0,False
90.0,2017-01-12 14:04:48,89.448,16.555139999999998,-106.97261999999999,16.983,16.9835,16.9682,34.7263,34.7331,1025.7047,25.3081,0.14019,2.017,238.92305,0.1305,96.7899,0.30364,5484.0,31.0,False
