Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
67.0,2017-01-12 19:11:38,66.593,16.567220000000002,-106.97041999999999,19.7259,19.7254,19.7137,34.5632,34.5707,1024.7932,24.5003,0.52508,28.978,227.30688999999998,0.1476,96.3774,12.556,4609.0,46.0,False
68.0,2017-01-12 19:11:38,67.586,16.56723,-106.97041999999999,19.6728,19.6733,19.6605,34.5664,34.573,1024.8139,24.5166,0.53672,26.570999999999998,227.52117,0.1481,96.3647,11.187999999999999,4660.0,48.0,False
69.0,2017-01-12 19:11:38,68.58,16.567239999999998,-106.97041999999999,19.5188,19.517,19.5063,34.5752,34.5839,1024.865,24.5633,0.56563,25.854,228.14628,0.1448,96.4458,10.622,4731.0,73.0,False
70.0,2017-01-12 19:11:38,69.574,16.567239999999998,-106.97041999999999,19.2736,19.2742,19.2611,34.5803,34.5878,1024.9368,24.6304,0.47252,23.853,229.16168,0.145,96.4398,10.105,4785.0,39.0,False
71.0,2017-01-12 19:11:38,70.567,16.567239999999998,-106.97041999999999,19.0879,19.0857,19.0753,34.5878,34.5954,1024.9946,24.6837,0.45419,20.881,229.93148,0.1443,96.4583,9.3289,4823.0,41.0,False
72.0,2017-01-12 19:11:38,71.561,16.567239999999998,-106.97041999999999,18.8249,18.8248,18.8122,34.602,34.6077,1025.0769,24.7614,0.44045,16.861,231.02362000000002,0.1447,96.4465,8.5535,4865.0,43.0,False
73.0,2017-01-12 19:11:38,72.555,16.56723,-106.97041999999999,18.7355,18.7358,18.7226,34.6032,34.6102,1025.1049,24.785,0.41731,12.42,231.40277000000003,0.144,96.4633,7.9939,4907.0,41.0,False
74.0,2017-01-12 19:11:38,73.54899999999999,16.56723,-106.97041999999999,18.5951,18.5935,18.5822,34.6072,34.6135,1025.1478,24.8233,0.42458999999999997,11.697000000000001,231.99776,0.1434,96.4789,7.4377,4950.0,44.0,False
75.0,2017-01-12 19:11:38,74.542,16.567239999999998,-106.97041999999999,18.2875,18.2834,18.2746,34.6242,34.632,1025.2423,24.9131,0.40068000000000004,10.345999999999998,233.2982,0.1456,96.4261,6.8502,5000.0,50.0,False
76.0,2017-01-12 19:11:38,75.536,16.567239999999998,-106.97041999999999,18.106,18.1039,18.0929,34.6388,34.6463,1025.303,24.9693,0.40993,6.946000000000001,234.06447000000003,0.1446,96.4499,6.3,5054.0,61.0,False
77.0,2017-01-12 19:11:38,76.53,16.567239999999998,-106.97041999999999,18.0561,18.0575,18.043,34.6405,34.6483,1025.3211,24.9829,0.41644,5.34,234.27927000000003,0.1441,96.462,5.687,5128.0,71.0,False
78.0,2017-01-12 19:11:38,77.524,16.567239999999998,-106.97041999999999,17.914,17.9127,17.9007,34.6479,34.6554,1025.3662,25.0235,0.33554,5.2620000000000005,234.89074,0.1443,96.4564,5.2717,5181.0,40.0,False
79.0,2017-01-12 19:11:38,78.517,16.567239999999998,-106.97041999999999,17.7276,17.7266,17.7143,34.6663,34.675,1025.4305,25.0831,0.31185,4.959,235.68323999999998,0.1419,96.5142,4.927,5214.0,30.0,False
80.0,2017-01-12 19:11:38,79.51100000000001,16.567239999999998,-106.97041999999999,17.5907,17.5901,17.5773,34.674,34.6819,1025.4742,25.1223,0.29938000000000003,4.416,236.27739,0.139,96.5857,4.6079,5244.0,29.0,False
81.0,2017-01-12 19:11:38,80.505,16.567239999999998,-106.97041999999999,17.5463,17.5461,17.5327,34.6764,34.684,1025.4912,25.1349,0.30264,3.162,236.47105,0.1446,96.449,4.3108,5278.0,41.0,False
82.0,2017-01-12 19:11:38,81.498,16.567239999999998,-106.97041999999999,17.5273,17.53,17.5136,34.6829,34.6885,1025.5052,25.1445,0.38832,2.559,236.54519,0.1334,96.7209,4.0789,5344.0,88.0,False
83.0,2017-01-12 19:11:38,82.492,16.567239999999998,-106.97041999999999,17.3978,17.3864,17.3839,34.6841,34.6914,1025.5419,25.1766,0.24622,2.439,237.12195,0.1321,96.7511,3.8406,5414.0,45.0,False
84.0,2017-01-12 19:11:38,83.486,16.567239999999998,-106.97041999999999,16.9842,16.9735,16.9704,34.7194,34.7305,1025.6727,25.3025,0.14897,2.252,238.93075,0.1287,96.8338,3.565,5454.0,44.0,False
85.0,2017-01-12 19:11:38,84.479,16.567239999999998,-106.97041999999999,16.7706,16.7667,16.7568,34.738,34.7458,1025.7422,25.3674,0.14782,1.4980000000000002,239.8715,0.1261,96.8958,3.3018,5501.0,53.0,False
86.0,2017-01-12 19:11:38,85.473,16.567239999999998,-106.97041999999999,16.6564,16.6525,16.6425,34.7409,34.7485,1025.7757,25.3964,0.15930999999999998,1.22,240.39007999999998,0.1252,96.918,3.1096,5555.0,48.0,False
87.0,2017-01-12 19:11:38,86.46700000000001,16.567239999999998,-106.97041999999999,16.5136,16.5114,16.4996,34.746,34.754,1025.8176,25.4337,0.15802,1.195,241.03922999999998,0.1265,96.8863,2.9329,5596.0,36.0,False
88.0,2017-01-12 19:11:38,87.46,16.567239999999998,-106.97041999999999,16.2853,16.2777,16.2713,34.7563,34.7662,1025.8831,25.4945,0.18045,1.143,242.08102000000002,0.129,96.8257,2.7435,5634.0,40.0,False
