Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par,scan,nbin,flag
67.0,2017-01-10 08:32:45,66.593,16.53616,-107.06908,19.6674,19.6658,19.6552,34.5794,34.5891,1024.8208,24.5279,0.45123,32.461999999999996,227.52421,0.1482,96.3622,0.015087,4557.0,31.0,False
68.0,2017-01-10 08:32:45,67.586,16.53616,-107.06908,19.3949,19.3914,19.3826,34.5917,34.5997,1024.9054,24.6079,0.44388,20.448,228.63782999999998,0.1467,96.3987,0.015075999999999999,4592.0,37.0,False
69.0,2017-01-10 08:32:45,68.58,16.53616,-107.06908,19.1187,19.1166,19.1064,34.607,34.6153,1024.9926,24.6905,0.42362,20.312,229.77208,0.145,96.4409,0.015278,4627.0,33.0,False
70.0,2017-01-10 08:32:45,69.574,16.53616,-107.06907,19.2632,19.3803,19.2507,34.5911,34.5955,1024.9476,24.6412,0.57085,15.024000000000001,229.19107000000002,0.1486,96.3523,0.015497,4712.0,125.0,False
71.0,2017-01-10 08:32:45,70.568,16.53616,-107.06908,18.8474,19.1334,18.8348,34.6036,34.5939,1025.0677,24.7565,0.40998999999999997,18.152,230.93321,0.1493,96.337,0.015433,4782.0,27.0,False
72.0,2017-01-10 08:32:45,71.561,16.53616,-107.06908,18.2577,18.5287,18.2452,34.6463,34.6422,1025.2534,24.9373,0.34165999999999996,17.855999999999998,233.39482999999998,0.1582,96.1216,0.015472,4806.0,22.0,False
73.0,2017-01-10 08:32:45,72.555,16.53616,-107.06908,17.8839,18.0315,17.8715,34.6815,34.6767,1025.3774,25.0566,0.32341,11.972999999999999,234.96982999999997,0.1454,96.432,0.015483000000000002,4830.0,26.0,False
74.0,2017-01-10 08:32:45,73.54899999999999,16.53616,-107.06908,17.7709,17.7864,17.7583,34.6928,34.6981,1025.4182,25.0929,0.37218,4.284,235.44978999999998,0.1416,96.5222,0.015506,4864.0,48.0,False
75.0,2017-01-10 08:32:45,74.543,16.53616,-107.06907,18.3465,18.4322,18.3335,34.6318,34.6295,1025.2337,24.9046,0.43382,4.058,233.02434,0.1421,96.5111,0.015577,4999.0,88.0,False
76.0,2017-01-10 08:32:45,75.536,16.53616,-107.06908,17.5403,17.5526,17.5275,34.6767,34.6859,1025.4705,25.1361,0.26755,4.388999999999999,236.50611,0.1098,97.2941,0.015538,5033.0,23.0,False
