Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
11.068,2018-04-23 14:00:59,48.916000000000004,1175.0,-106.07343999999999,20.26359,11.0,24.8934,24.8823,5.247989,5.246879,0.51056,12.4533,4.4454,73.384,0.0,4.4454,0.1702,2.7239,0.0,4.5309,0.0,3.1615,0.0,2.7239,34.6398,34.6401,23.1018,23.1054,6.6139,202.02,97.302,False
12.074000000000002,2018-04-23 14:00:59,81.918,1967.0,-106.07343999999999,20.2636,12.0,24.4635,24.4669,5.197751,5.198526,0.6541,12.4946,4.3997,66.449,0.0,4.3997,0.218,2.7091,0.0,4.5311,0.0,3.1191,0.0,2.7091,34.5962,34.5993,23.1985,23.1999,6.6103,201.892,96.512,False
13.08,2018-04-23 14:00:59,83.10799999999999,1996.0,-106.07343999999999,20.2636,13.0,24.159,24.1776,5.161954,5.164658,0.8275,12.5373,4.353,60.305,0.0,4.353,0.2758,2.7061,0.0,4.5311,0.0,3.0768,0.0,2.7061,34.5625,34.5685,23.2638,23.2629,6.6641,203.52,96.76899999999999,False
14.087,2018-04-23 14:00:59,85.62899999999999,2056.0,-106.07343999999999,20.2636,14.0,23.5448,23.5742,5.094538,5.097694000000001,1.4674,12.5952,4.2904,51.82,0.0,4.2904,0.4891,2.6932,0.0,4.5316,0.0,3.0105,0.0,2.6932,34.5293,34.5304,23.4196,23.4119,6.6268,202.35,95.194,False
15.093,2018-04-23 14:00:59,87.93700000000001,2111.0,-106.07343999999999,20.2636,15.0,23.3026,23.3055,5.070765,5.071191000000001,1.5515,12.6171,4.267,44.215,0.0,4.267,0.5172,2.6255,0.0,4.5335,0.0,2.942,0.0,2.6255,34.5368,34.5378,23.4958,23.4957,6.4407,196.653,92.134,False
16.099,2018-04-23 14:00:59,89.948,2160.0,-106.07343999999999,20.2636,16.0,23.21,23.211,5.061286,5.061535,1.7092,12.5959,4.2896,37.699,0.0,4.2896,0.5697,2.6127,0.0,4.5347,0.0,2.8724,0.0,2.6127,34.5364,34.5376,23.5224,23.523,6.4802,197.856,92.551,False
17.105,2018-04-23 14:00:59,91.95700000000001,2208.0,-106.07343999999999,20.2636,17.0,23.1792,23.1793,5.058197,5.058324,1.7735,12.598,4.2874,32.243,0.0,4.2874,0.5912,2.6073,0.0,4.5347,0.0,2.8049,0.0,2.6073,34.5366,34.5375,23.5315,23.5322,6.4499,196.929,92.068,False
18.112000000000002,2018-04-23 14:00:59,93.363,2242.0,-106.07343999999999,20.2636,18.0,23.1513,23.1509,5.0554,5.055483000000001,1.5838,12.6004,4.2848,27.789,0.0,4.2848,0.5279,2.59,0.0,4.5097,0.0,2.7403,0.0,2.59,34.5366,34.5376,23.5397,23.5405,6.3696,194.476,90.87799999999999,False
19.118,2018-04-23 14:00:59,95.00299999999999,2281.0,-106.07343999999999,20.2636,19.0,23.1269,23.1219,5.053193,5.0528699999999995,1.7074,12.605,4.2799,23.386999999999997,0.0,4.2799,0.5691,2.5675,0.0,4.5317,0.0,2.664,0.0,2.5675,34.5385,34.54,23.5482,23.5508,6.3277,193.19400000000002,90.242,False
20.124000000000002,2018-04-23 14:00:59,98.574,2367.0,-106.07343999999999,20.263579999999997,20.0,23.1045,23.1118,5.051533,5.052258,2.3735,12.6141,4.2701,19.51,0.0,4.2701,0.7912,2.5299,0.0,4.5349,0.0,2.5875,0.0,2.5299,34.5431,34.5429,23.5582,23.556,6.1937,189.09900000000002,88.29799999999999,False
21.13,2018-04-23 14:00:59,100.09700000000001,2403.0,-106.07343999999999,20.263579999999997,21.0,23.086,23.0846,5.049815,5.049826,1.6789,12.6075,4.2772,16.493,0.0,4.2772,0.5597,2.4878,0.0,4.5342,0.0,2.5137,0.0,2.4878,34.5441,34.5452,23.5643,23.5656,5.951,181.69,84.81200000000001,False
