Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
1.006,2018-04-25 15:02:53,28.021,673.0,-106.13358000000001,20.39472,1.0,25.4918,25.4905,5.321552,5.325928,0.18698,12.5053,4.4388,1293.7,0.0,4.4388,0.0623,2.4953,0.0,0.9259,0.0,4.4003,0.0,2.4953,34.728,34.762,22.9855,23.0115,4.9552,151.375,73.679,False
2.012,2018-04-25 15:02:53,40.327,969.0,-106.13358000000001,20.39473,2.0,25.4977,25.4985,5.322668,5.279256,0.25206999999999996,14.2765,4.2474,548.72,0.0,4.2474,0.084,2.716,0.0,5.0963,0.0,3.8716,0.0,2.716,34.7314,34.4415,22.9863,22.7682,6.988,213.472,103.92,False
3.0189999999999997,2018-04-25 15:02:53,47.446999999999996,1140.0,-106.13358000000001,20.39474,3.0,25.486,25.4864,5.3192699999999995,5.317748,0.26534,12.503,4.453,668.12,0.0,4.453,0.0884,2.7242,0.0,4.4934,0.0,4.1087,0.0,2.7242,34.715,34.7046,22.9776,22.9696,6.5642,200.52599999999998,97.589,False
4.025,2018-04-25 15:02:53,50.059,1202.0,-106.13358000000001,20.39474,4.0,25.4826,25.4817,5.318759,5.31851,0.29974,12.4396,4.4606,522.83,0.0,4.4606,0.0999,2.7254,0.0,4.5001,0.0,3.996,0.0,2.7254,34.7135,34.7124,22.9776,22.977,6.547,200.002,97.32700000000001,False
5.031000000000001,2018-04-25 15:02:53,53.428000000000004,1283.0,-106.13358000000001,20.39474,5.0,25.4877,25.4887,5.319277,5.319254,0.30272,12.4397,4.4605,480.75,0.0,4.4605,0.1009,2.7235,0.0,4.5004,0.0,3.9684,0.0,2.7235,34.7131,34.7122,22.9758,22.9748,6.5442,199.916,97.29299999999999,False
6.037000000000001,2018-04-25 15:02:53,56.596000000000004,1359.0,-106.13358000000001,20.39474,6.0,25.4932,25.4937,5.319893,5.31979,0.29873,12.4372,4.4632,394.84,0.0,4.4632,0.0996,2.7233,0.0,4.5007,0.0,3.8831,0.0,2.7233,34.7132,34.712,22.9742,22.9732,6.5383,199.735,97.214,False
7.042999999999999,2018-04-25 15:02:53,58.278,1400.0,-106.13358000000001,20.39474,7.0,25.4876,25.4883,5.319293,5.319205,0.30906999999999996,12.4373,4.4631,358.76,0.0,4.4631,0.103,2.7188,0.0,4.5009,0.0,3.8505,0.0,2.7188,34.7127,34.7115,22.9757,22.9745,6.5361,199.668,97.17200000000001,False
8.05,2018-04-25 15:02:53,60.227,1446.0,-106.13358000000001,20.39474,8.0,25.4851,25.4852,5.319012,5.318847,0.31513,12.4389,4.4613,336.12,0.0,4.4613,0.105,2.721,0.0,4.5009,0.0,3.821,0.0,2.721,34.7123,34.7109,22.9761,22.9751,6.539,199.75799999999998,97.211,False
9.056000000000001,2018-04-25 15:02:53,65.914,1583.0,-106.13358000000001,20.39474,9.0,25.4762,25.4782,5.317904,5.317975,0.34044,12.4374,4.463,266.88,0.0,4.463,0.1135,2.7197,0.0,4.5016,0.0,3.7229,0.0,2.7198,34.7106,34.7096,22.9777,22.9763,6.539,199.75799999999998,97.196,False
10.062000000000001,2018-04-25 15:02:53,69.116,1660.0,-106.13358000000001,20.39474,10.0,25.4098,25.4199,5.309926,5.311173999999999,0.34765,12.4406,4.4595,267.63,0.0,4.4595,0.1159,2.7179,0.0,4.5018,0.0,3.7224,0.0,2.7179,34.7024,34.7038,22.9919,22.9899,6.5336,199.588,97.001,False
11.068,2018-04-25 15:02:53,75.509,1813.0,-106.13356999999999,20.39476,11.0,25.1619,25.1635,5.280353,5.279968,0.43172,12.4406,4.4594,227.47,0.0,4.4594,0.1439,2.7132,0.0,4.5024,0.0,3.6507,0.0,2.7132,34.6737,34.6697,23.0461,23.0425,6.5597,200.37599999999998,96.964,False
12.074000000000002,2018-04-25 15:02:53,130.39,3130.0,-106.13356999999999,20.39474,12.0,24.9729,24.972,5.257903,5.25723,0.48151000000000005,12.444,4.4557,217.0,0.0,4.4557,0.1605,2.7057,0.0,4.5072,0.0,3.6323,0.0,2.7057,34.6522,34.6479,23.0874,23.0845,6.5505,200.08599999999998,96.507,False
13.081,2018-04-25 15:02:53,165.75799999999998,3979.0,-106.13358000000001,20.39473,13.0,24.1942,24.1371,5.168579,5.162309,0.60506,12.4707,4.426,188.83,0.0,4.426,0.2017,2.6768,0.0,4.5113,0.0,3.5717,0.0,2.6768,34.5852,34.5823,23.2705,23.2854,6.5389,199.696,95.022,False
14.087,2018-04-25 15:02:53,166.854,4005.0,-106.13358000000001,20.39473,14.0,24.0281,24.026,5.151029,5.15056,0.74234,12.4716,4.425,179.87,0.0,4.425,0.2475,2.6646,0.0,4.5129,0.0,3.5515,0.0,2.6646,34.5815,34.5796,23.3171,23.3163,6.5306,199.43400000000003,94.62799999999999,False
15.093,2018-04-25 15:02:53,168.894,4054.0,-106.13358000000001,20.39474,15.0,23.9582,23.9582,5.143601,5.143458,0.75316,12.4803,4.4154,161.85,0.0,4.4154,0.2511,2.6588,0.0,4.5137,0.0,3.505,0.0,2.6588,34.5793,34.5782,23.3362,23.3354,6.5461,199.905,94.738,False
