Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
1.006,2018-04-27 00:01:50,28.660999999999998,689.0,-106.19118999999999,20.48464,1.0,25.9071,25.8857,5.341131,5.326219,0.38878,15.5269,3.9919,132.95,0.0,3.9919,0.1296,2.2758,0.0,2.3624,0.0,3.2175,0.0,2.2758,34.5557,34.4633,22.7271,22.664,5.3526,163.554,80.07,False
2.012,2018-04-27 00:01:50,49.303000000000004,1184.0,-106.19118,20.48464,2.0,25.686,25.7123,5.33892,5.344914,0.4991,11.8044,4.4929,85.62899999999999,0.0,4.4929,0.1664,2.8806,0.0,4.9244,0.0,3.279,0.0,2.8806,34.7068,34.7306,22.9096,22.9195,6.9516,212.378,103.706,False
3.0180000000000002,2018-04-27 00:01:50,60.854,1462.0,-106.19118,20.48464,3.0,25.6129,25.6035,5.3260629999999995,5.325465,0.5235,12.4948,4.3994,78.26899999999999,0.0,4.3994,0.1745,2.7646,0.0,4.4482,0.0,3.1901,0.0,2.7646,34.6681,34.6708,22.903,22.9079,6.6504,203.175,99.055,False
4.025,2018-04-27 00:01:50,62.059,1490.0,-106.19118,20.48464,4.0,25.4225,25.4239,5.3067,5.306957,0.57407,12.5022,4.3912,64.61,0.0,4.3912,0.1914,2.7714,0.0,4.4487,0.0,3.1064,0.0,2.7714,34.6708,34.6717,22.9638,22.964,6.7028,204.765,99.51799999999999,False
5.031000000000001,2018-04-27 00:01:50,63.974,1536.0,-106.19118,20.48464,5.0,25.4214,25.4218,5.306232,5.306814,0.5905699999999999,12.4952,4.3989,58.135,0.0,4.3989,0.1969,2.7712,0.0,4.4488,0.0,3.0601,0.0,2.7712,34.6679,34.6719,22.962,22.9649,6.6914,204.415,99.344,False
6.037000000000001,2018-04-27 00:01:50,67.547,1622.0,-106.19118,20.48464,6.0,25.4159,25.4169,5.306146,5.306444,0.61812,12.4932,4.4012,50.885,0.0,4.4012,0.206,2.771,0.0,4.4488,0.0,3.0029,0.0,2.771,34.6712,34.6726,22.9662,22.967,6.6939,204.49099999999999,99.374,False
7.042999999999999,2018-04-27 00:01:50,71.062,1706.0,-106.19118,20.48464,7.0,25.4044,25.4051,5.304995,5.3052529999999996,0.60954,12.4937,4.4006,44.722,0.0,4.4006,0.2032,2.7718,0.0,4.4489,0.0,2.9471,0.0,2.7718,34.6712,34.6726,22.9698,22.9707,6.7053,204.838,99.524,False
8.05,2018-04-27 00:01:50,72.904,1751.0,-106.19118,20.48464,8.0,25.3926,25.3912,5.303738,5.303796,0.62526,12.4964,4.3977,40.141,0.0,4.3977,0.2084,2.7648,0.0,4.4489,0.0,2.9002,0.0,2.7648,34.6707,34.6721,22.9731,22.9746,6.669,203.73,98.96600000000001,False
9.056000000000001,2018-04-27 00:01:50,75.961,1824.0,-106.19118,20.48464,9.0,25.3815,25.3786,5.302539,5.302528,0.6965600000000001,12.4956,4.3986,35.853,0.0,4.3986,0.2322,2.767,0.0,4.4487,0.0,2.8507,0.0,2.767,34.67,34.6721,22.976,22.9785,6.6891,204.343,99.245,False
10.062000000000001,2018-04-27 00:01:50,82.176,1973.0,-106.19118,20.48464,10.0,25.359,25.3626,5.300149,5.300724,0.66252,12.4946,4.3997,31.822,0.0,4.3997,0.2208,2.7627,0.0,4.4483,0.0,2.7994,0.0,2.7627,34.6692,34.6707,22.9824,22.9825,6.68,204.06400000000002,99.072,False
11.068,2018-04-27 00:01:50,90.68700000000001,2177.0,-106.19118,20.48465,11.0,25.3543,25.3528,5.299814,5.299841000000001,0.68414,12.4938,4.4006,28.33,0.0,4.4006,0.228,2.7618,0.0,4.4487,0.0,2.749,0.0,2.7618,34.6701,34.6714,22.9846,22.9861,6.6782,204.007,99.037,False
12.075,2018-04-27 00:01:50,137.616,3304.0,-106.19118999999999,20.48466,12.0,25.3601,25.3604,5.300514,5.3006910000000005,0.67929,12.4924,4.402,25.608,0.0,4.402,0.2264,2.7634,0.0,4.4531,0.0,2.7059,0.0,2.7634,34.6705,34.6716,22.9832,22.9839,6.683,204.15400000000002,99.118,False
13.081,2018-04-27 00:01:50,228.77,5491.0,-106.19118999999999,20.48466,13.0,25.3685,25.3676,5.301156,5.301238,0.64675,12.4947,4.3995,23.807,0.0,4.3995,0.2156,2.7582,0.0,4.4686,0.0,2.6732,0.0,2.7582,34.6685,34.6698,22.9792,22.9804,6.6668,203.66,98.891,False
14.087,2018-04-27 00:01:50,231.702,5562.0,-106.19118,20.48466,14.0,25.2076,25.1953,5.281148,5.281016,0.77794,12.4985,4.3953,21.516,0.0,4.3953,0.2593,2.7434,0.0,4.4698,0.0,2.6292,0.0,2.7434,34.6436,34.6521,23.0096,23.0197,6.6193,202.203,97.905,False
15.093,2018-04-27 00:01:50,234.352,5625.0,-106.1912,20.48466,15.0,24.616,24.5946,5.214165,5.214076,1.2287,12.528,4.363,19.605,0.0,4.363,0.4096,2.7075,0.0,4.4704,0.0,2.589,0.0,2.7075,34.6003,34.6161,23.156,23.1744,6.5389,199.71900000000002,95.725,False
16.1,2018-04-27 00:01:50,237.043,5690.0,-106.1912,20.48466,16.0,23.787,23.7506,5.121652,5.1209370000000005,1.5514,12.5489,4.3403,18.152,0.0,4.3403,0.5171,2.5819,0.0,4.4717,0.0,2.5555,0.0,2.5818,34.546,34.5688,23.3614,23.3894,6.0356,184.31,87.081,False
17.105999999999998,2018-04-27 00:01:50,238.73,5731.0,-106.19121000000001,20.48466,17.0,23.1079,23.0634,5.050829,5.048451999999999,1.5401,12.5543,4.3345,16.429000000000002,0.0,4.3345,0.5134,2.3666,0.0,4.4741,0.0,2.5121,0.0,2.3665,34.5358,34.5525,23.5512,23.5767,5.3259,162.608,75.937,False
