Time,DO
6.45,5.4
7.13333333333333,5.2
8.15,5.5
9.15,5.2
10.1333333333333,5.5
11.1666666666667,6
13.15,5.3
14.1166666666667,5.9
15.15,6.3
16.1666666666667,6.7
17.15,6.9
18.2333333333333,6.5
19.0333333333333,6.1
6.65,5.4
7.31666666666667,5.4
8.3,5.7
9.3,5.7
10.2833333333333,6.3
11.3333333333333,6.5
13.3333333333333,6.9
14.3,7.5
15.3333333333333,7.2
16.3833333333333,7.5
17.3,7.4
18.8833333333333,7
6.73333333333333,4.7
7.41666666666667,4.4
8.41666666666667,4.5
9.38333333333333,4.5
10.3833333333333,4.9
11.4166666666667,5
13.4166666666667,6.4
14.3833333333333,7.3
15.4,6.1
16.4666666666667,6.7
17.3833333333333,6.3
18.75,6.2
6.55,5.5
7.23333333333333,5
8.23333333333333,5.5
9.23333333333333,5.5
10.2166666666667,5.8
11.2666666666667,6.4
13.25,6.4
14.2166666666667,6.6
15.25,7
16.2833333333333,6.9
17.2333333333333,6.9
18.3833333333333,6.6
6.33333333333333,5.6
7.01666666666667,5.5
8.03333333333333,5.4
9.03333333333333,5.5
10.05,6.3
11.05,6
13.05,6.3
14.0333333333333,6.9
15.05,7.1
16.0666666666667,6.8
17.1166666666667,6.5
18.1,6.8
6.16666666666667,4.7
7,5
8.16666666666667,5
9.11666666666667,4.6
10.0166666666667,5.2
12.15,5.6
13.15,5.8
14.0833333333333,6
15.1333333333333,6.4
16.1666666666667,6.2
17.0833333333333,6.2
18.4166666666667,6
6.41666666666667,5.4
7.26666666666667,5.5
8.35,5.6
9.31666666666667,5.8
10.2,5.7
12.4166666666667,6
13.3666666666667,6.2
14.2666666666667,6.5
15.2666666666667,5.6
16.35,6
17.2666666666667,6.3
18.6,6.3
6.51666666666667,4.2
7.36666666666667,3.8
8.43333333333333,4.4
9.45,4.6
10.3166666666667,4.5
12.5333333333333,4.7
13.45,4.7
14.3333333333333,4.5
15.35,4.9
16.4333333333333,6.3
17.3833333333333,6.1
18.6833333333333,6
6.28333333333333,4
7.16666666666667,4.1
8.23333333333333,4.3
9.21666666666667,4.5
10.1,5
12.2833333333333,6
13.2666666666667,6.2
14.1666666666667,6.2
15.2,6.3
16.25,6
17.1833333333333,5.9
18.5166666666667,5.7
6,5.3
7,4.8
8,5
8.93333333333333,5.9
9.9,6
12,5.9
13.0166666666667,6.2
13.9666666666667,6.2
14.9666666666667,6.3
16.0166666666667,6.1
16.9666666666667,6.2
17.3,5.9
7.13333333333333,5.9
8.13333333333333,5.9
9.15,6
10.2,5.9
11.2166666666667,6.1
12.0333333333333,6.2
14.2333333333333,6.6
15.2,7.1
16.2,7.3
17.1833333333333,7.3
18.5166666666667,7.3
19.15,7.4
19.65,7.3
7.08333333333333,6
8.06666666666667,5.8
9.08333333333333,5.7
10.15,5.6
11.15,6
11.9666666666667,6.6
14.15,7
15.1333333333333,6.7
16.1166666666667,6.9
17.1166666666667,6.8
18.65,7
19.3333333333333,7
7.21666666666667,5.9
8.21666666666667,5.9
9.23333333333333,5.8
10.2833333333333,6
11.3,6.1
12.1166666666667,6.2
14.3166666666667,6.8
15.3,7.1
16.3166666666667,7.3
17.2833333333333,7.4
18.25,7.2
18.8666666666667,7.2
7.33333333333333,5.6
8.33333333333333,5.5
9.35,5.9
10.4166666666667,6
11.4166666666667,6
12.25,6.3
14.45,6.6
15.4333333333333,6.7
16.4333333333333,7.1
17.4166666666667,6.8
18.3833333333333,6.7
19.0333333333333,6.7
6.98333333333333,5.5
8,5.8
9,5.9
10.05,6.4
11.0666666666667,7
11.8833333333333,7.3
14.0833333333333,7.6
15.0333333333333,7.8
16.0333333333333,7.6
17.0166666666667,7.2
18.7666666666667,6.8
6.4,5.6
7.41666666666667,5.5
8.25,5.5
9.3,5.6
10.2666666666667,5.7
11.2833333333333,5.2
12.3333333333333,5.7
13.4333333333333,6
14.3333333333333,6.1
15.3166666666667,6.3
16.3166666666667,6.5
17.3,6.7
18.5833333333333,6.7
19.5666666666667,6.5
6.3,4.6
7.26666666666667,4.4
8.16666666666667,4.8
9.18333333333333,5.4
10.1833333333333,5.6
11.1666666666667,6
12.25,6
13.3166666666667,6.5
14.2333333333333,7
15.2333333333333,7.1
16.2333333333333,7
17.2,6.8
18.4666666666667,7
19.4666666666667,6.6
6.5,5.7
7.53333333333333,5.6
8.36666666666667,5.7
9.4,5.7
10.3833333333333,5.5
11.4,5.5
12.4666666666667,5.5
13.5666666666667,5.8
14.4666666666667,5.8
15.45,6.6
16.4166666666667,6.5
17.4166666666667,7.3
18.7,6.5
19.7,6.5
6.63333333333333,3.5
7.68333333333333,4.5
8.51666666666667,5
9.55,5.8
10.5333333333333,6.1
11.5833333333333,6.8
12.6166666666667,7.1
13.7333333333333,7.3
14.6333333333333,7.9
15.6166666666667,7.8
16.5666666666667,6
17.5833333333333,5.9
18.8833333333333,5.7
6.2,4.6
7.16666666666667,4.3
8.03333333333333,4.3
9.1,4.3
10.05,4.4
11.0833333333333,5
12.1333333333333,5.2
13.2,5.7
14.1166666666667,6.2
15.1166666666667,6.7
16.1333333333333,7.2
17.0833333333333,7.3
18.3,7.3
19.3333333333333,7
20,6.8
