Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Area 366,#Peptides,#Unique,#Spec 366,PTM,Avg. Mass,Description
1,2,54036848,197.62,12,12,4.13E8,16,13,51,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
4,1,|#CONTAM#TRYP_PIG|,187.79,52,52,5.32E8,21,21,32,Carbamidomethylation; Oxidation (M),24409,sp|#CONTAM#TRYP_PIG|
24,9,XP_003062035,136.10,37,37,2.45E6,11,1,13,,12701,predicted protein  Micromonas pusilla CCMP1545
24,10,XP_003058519,136.10,37,37,2.45E6,11,1,13,,12701,predicted protein  Micromonas pusilla CCMP1545
24,11,XP_003055512,136.10,37,37,2.45E6,11,1,13,,12701,histone H2B  Micromonas pusilla CCMP1545
24,13,ETNP_70,136.10,35,35,2.45E6,11,1,13,,13742,Core histone H2A/H2B/H3/H4
24,12,XP_003080759,136.10,34,34,2.45E6,11,1,13,,13731,histone H2B ISS  Ostreococcus tauri
24,14,XP_003082252,136.10,31,31,2.45E6,11,1,13,,15314,histone H2B ISS  Ostreococcus tauri
24,15,ETNP_70,136.10,28,28,2.45E6,11,1,13,,16840,Core histone H2A/H2B/H3/H4
2,156,WP_006169870,132.99,72,72,8.46E6,15,15,19,Oxidation (M),10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
20,622,ETNP_90,132.06,49,49,5.15E6,14,5,15,Oxidation (M),12758,Core histone H2A/H2B/H3/H4
28,74,ETNP_90,130.02,32,32,1.84E6,10,1,12,,13120,Core histone H2A/H2B/H3/H4
28,75,ETNP_70,130.02,32,32,1.84E6,10,1,12,,13147,Core histone H2A/H2B/H3/H4
5,5,XP_003062500,123.57,27,27,3.07E6,23,10,24,Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
5,6,XP_003058621,123.57,27,27,3.07E6,23,10,24,Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
39,226,ETNP14_68,121.73,51,51,,9,0,10,,10829,10 kDa chaperonin
35,312,XP_002179551,120.84,38,38,3.14E5,11,1,11,,12629,histone H2B isoform 1a  Phaeodactylum tricornutum CCAP 1055
35,313,XP_002179210,120.84,38,38,3.14E5,11,1,11,,12629,histone H2B isoform 1b  Phaeodactylum tricornutum CCAP 1055
8,146,ETNP14_68,116.64,66,66,9.01E5,20,2,21,Carbamidomethylation; Oxidation (M),13363,hypothetical protein
43,42,ETNP_100,116.06,58,58,2.4E4,8,1,10,,7412,Core histone H2A/H2B/H3/H4
7,167,ETNP_60,115.32,85,85,1.66E5,21,3,22,Carbamidomethylation; Oxidation (M),12354,hypothetical protein
7,169,WP_011293945,115.32,85,85,1.66E5,21,3,22,Carbamidomethylation; Oxidation (M),12354,transcriptional regulator Prochlorococcus
7,168,WP_011293945.1,115.32,85,85,1.66E5,21,3,22,Carbamidomethylation; Oxidation (M),12354,MULTISPECIES: transcriptional regulator [Prochlorococcus]
47,331,ETNP_120,114.26,46,46,,7,0,8,,10831,10 kDa chaperonin
47,330,ETNP14_68,114.26,46,46,,7,0,8,,10831,10 kDa chaperonin
16,82,ETNP14_68,112.28,20,20,,15,0,17,,57434,60 kDa chaperonin 1
16,84,WP_036912335,112.28,20,20,,15,0,17,,57393,molecular chaperone GroEL Prochlorococcus
16,83,WP_011130817,112.28,20,20,,15,0,17,,57397,molecular chaperone GroEL Prochlorococcus marinus
16,87,ETNP_100,112.28,20,20,,15,0,17,,57358,60 kDa chaperonin 1
16,85,ETNP_90,112.28,20,20,,15,0,17,,57358,60 kDa chaperonin 1
16,88,ETNP_90,112.28,20,20,,15,0,17,,57387,60 kDa chaperonin 1
16,86,ETNP_120,112.28,20,20,,15,0,17,,57387,60 kDa chaperonin 1
13,20,ETNP_140,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
13,21,ETNP_110,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
13,24,ETNP14_68,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
13,22,ETNP_100,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
13,23,NP_85,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
13,25,ETNP_90,111.83,70,70,2.66E4,16,1,18,Carbamidomethylation; Oxidation (M),12752,hypothetical protein
17,114,WP_038654071,110.76,20,20,1.88E5,15,1,17,,57282,molecular chaperone GroEL Prochlorococcus sp MIT 0801
17,113,WP_011824379.1,110.76,20,20,1.88E5,15,1,17,,57313,molecular chaperone GroEL [Prochlorococcus marinus]
23,236,ETNP14_68,109.79,32,32,4.14E6,11,6,13,,28050,Photosystem II manganese-stabilizing polypeptide precursor
23,242,ETNP_90,109.79,32,32,4.14E6,11,6,13,,27988,Photosystem II manganese-stabilizing polypeptide precursor
41,133,ETNP_70,109.63,20,20,1.61E5,10,1,10,Carbamidomethylation,52544,Ribulose bisphosphate carboxylase large chain
3,28,ETNP_140,109.36,60,60,,15,0,17,Carbamidomethylation; Oxidation (M),12780,hypothetical protein
3,26,ETNP_90,109.36,60,60,,15,0,17,Carbamidomethylation; Oxidation (M),12780,hypothetical protein
3,29,ETNP_100,109.36,60,60,,15,0,17,Carbamidomethylation; Oxidation (M),12780,hypothetical protein
3,27,ETNP_110,109.36,60,60,,15,0,17,Carbamidomethylation; Oxidation (M),12780,hypothetical protein
3,32,WP_011129843,109.36,59,59,,15,0,17,Carbamidomethylation; Oxidation (M),12922,hypothetical protein Prochlorococcus
3,33,ETNP_120,109.36,59,59,,15,0,17,Carbamidomethylation; Oxidation (M),12950,hypothetical protein
48,294,ETNP_90,109.19,22,22,1.28E5,6,1,8,,12542,Core histone H2A/H2B/H3/H4
11,135,WP_011130576,107.09,18,18,,9,0,9,Carbamidomethylation,52573,ribulose bisphosphate carboxylase large chain Prochlorococcus marinus
11,137,WP_002805854,107.09,18,18,,9,0,9,Carbamidomethylation,52574,ribulose bisphosphate carboxylase large chain Prochlorococcus
11,136,WP_002805854.1,107.09,18,18,,9,0,9,Carbamidomethylation,52574,MULTISPECIES: ribulose bisphosphate carboxylase large chain [Prochlorococcus]
37,120,ETNP14_68,106.64,30,30,1.96E6,10,6,11,Carbamidomethylation,27433,Photosystem II manganese-stabilizing polypeptide precursor
27,259,ETNP_70,106.55,65,65,9.78E5,6,1,6,Carbamidomethylation,8842,Photosystem I iron-sulfur center
27,260,ETNP14_68,106.55,65,65,9.78E5,6,1,6,Carbamidomethylation,8842,Photosystem I iron-sulfur center
27,261,WP_006850103,106.55,65,65,9.78E5,6,1,6,Carbamidomethylation,8842,photosystem I iron-sulfur center Chroococcales
27,262,ETNP14_68,106.55,65,65,9.78E5,6,1,6,Carbamidomethylation,8842,Photosystem I iron-sulfur center
60,281,WP_011295528,106.11,65,65,2.48E5,6,1,6,Carbamidomethylation,8872,photosystem I iron-sulfur center Prochlorococcus
60,282,WP_011295528.1,106.11,65,65,2.48E5,6,1,6,Carbamidomethylation,8872,MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Prochlorococcus]
14,76,WP_011282064,105.70,26,26,3.07E5,12,1,17,,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
21,138,ETNP14_68,105.68,56,56,8.52E5,13,2,15,Carbamidomethylation; Oxidation (M),12780,hypothetical protein
12,35,XP_002179286,105.42,50,50,9.19E5,16,2,18,Oxidation (M),11383,histone H4 isoform 1b  Phaeodactylum tricornutum CCAP 1055
12,37,EJK69577,105.42,50,50,9.19E5,16,2,18,Oxidation (M),11383,hypothetical protein THAOC_09145  Thalassiosira oceanica
12,36,XP_002179505,105.42,50,50,9.19E5,16,2,18,Oxidation (M),11383,histone H4 isoform 1a  Phaeodactylum tricornutum CCAP 1055
12,38,EJK72475,105.42,44,44,9.19E5,16,2,18,Oxidation (M),13036,hypothetical protein THAOC_05990  Thalassiosira oceanica
12,39,EJK63755,105.42,14,14,9.19E5,16,2,18,Oxidation (M),39773,hypothetical protein THAOC_15573 partial  Thalassiosira oceanica
10,60,XP_003063038,104.60,58,58,4.88E6,18,4,20,Oxidation (M),11395,predicted protein  Micromonas pusilla CCMP1545
10,61,ETNP_70,104.60,58,58,4.88E6,18,4,20,Oxidation (M),11395,Core histone H2A/H2B/H3/H4
10,62,XP_003061514,104.60,58,58,4.88E6,18,4,20,Oxidation (M),11395,histone H4  Micromonas pusilla CCMP1545
10,58,ETNP_120,104.60,58,58,4.88E6,18,4,20,Oxidation (M),11365,Core histone H2A/H2B/H3/H4
