Pressure [dbar],StartTime,timeS,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
97.602,2018-04-15 22:01:43,436.439,10476.0,-107.01528,16.92706,97.0,14.6924,14.6918,4.237012,4.236708999999999,0.41753999999999997,12.3552,4.5556,0.53335,0.0,4.5556,0.1392,0.5177,0.0,4.5018,0.0,1.0239,0.0,0.5169,34.7351,34.7328,25.8379,25.8362,0.0556,1.693,0.6779999999999999,False
98.609,2018-04-15 22:01:43,439.343,10545.0,-107.01528,16.92706,98.0,14.7603,14.7948,4.243289,4.246447,0.43953000000000003,12.352,4.5593,0.4902,0.0,4.5593,0.1465,0.5158,0.0,4.5034,0.0,0.987,0.0,0.5149,34.7316,34.7297,25.8204,25.8114,0.0571,1.74,0.698,False
99.616,2018-04-15 22:01:43,444.23400000000004,10663.0,-107.01528,16.92706,99.0,14.6827,14.6411,4.236605,4.232819999999999,0.46135,12.3526,4.5587,0.45193,0.0,4.5587,0.1538,0.5153,0.0,4.5048,0.0,0.9521,0.0,0.5144,34.7392,34.7417,25.8432,25.8541,0.0566,1.725,0.691,False
100.62200000000001,2018-04-15 22:01:43,445.286,10688.0,-107.01528,16.92706,100.0,14.4752,14.4755,4.218038,4.217822,0.49946,12.3615,4.5485,0.42057,0.0,4.5485,0.1665,0.5142,0.0,4.5062,0.0,0.9209,0.0,0.5134,34.754,34.7517,25.8993,25.8974,0.0517,1.574,0.628,False
101.62799999999999,2018-04-15 22:01:43,446.279,10712.0,-107.01528,16.92706,101.0,14.4419,14.4415,4.214829,4.214543,0.5073,12.3625,4.5473,0.38983,0.0,4.5473,0.1691,0.514,0.0,4.6052,0.0,0.8879,0.0,0.5132,34.7539,34.7516,25.9064,25.9046,0.0519,1.58,0.63,False
102.635,2018-04-15 22:01:43,447.218,10734.0,-107.01528,16.92706,102.0,14.3841,14.3836,4.209391,4.2090819999999995,0.52758,12.3648,4.5447,0.36430999999999997,0.0,4.5447,0.1759,0.5133,0.0,4.6244,0.0,0.8585,0.0,0.5125,34.7552,34.7528,25.9197,25.918,0.0492,1.4980000000000002,0.596,False
103.641,2018-04-15 22:01:43,455.338,10929.0,-107.01528,16.92706,103.0,14.3237,14.3197,4.203995,4.203469,0.65176,12.3684,4.5407,0.33127,0.0,4.5407,0.2173,0.5123,0.0,4.5474,0.0,0.8174,0.0,0.5115,34.7592,34.758,25.9357,25.9356,0.0461,1.4040000000000001,0.5579999999999999,False
104.648,2018-04-15 22:01:43,463.58099999999996,11127.0,-107.0153,16.92708,104.0,14.2694,14.2699,4.199047,4.198995,0.60253,12.3703,4.5385,0.30474,0.0,4.5385,0.2008,0.5116,0.0,4.5136,0.0,0.7812,0.0,0.5108,34.7619,34.7609,25.9494,25.9485,0.0455,1.386,0.551,False
105.654,2018-04-15 22:01:43,464.89,11158.0,-107.0153,16.92708,105.0,14.254,14.2545,4.197736,4.197686,0.58736,12.3715,4.5371,0.27668000000000004,0.0,4.5371,0.1958,0.5115,0.0,4.5137,0.0,0.7391,0.0,0.5107,34.7633,34.7623,25.9538,25.9529,0.0459,1.3980000000000001,0.555,False
106.661,2018-04-15 22:01:43,466.154,11189.0,-107.0153,16.92708,106.0,14.2349,14.2353,4.196087,4.196033,0.59107,12.3708,4.5379,0.25285,0.0,4.5379,0.197,0.5116,0.0,4.5137,0.0,0.7001,0.0,0.5108,34.7647,34.7638,25.9589,25.9582,0.0448,1.364,0.541,False
