,Cast,StartTime,StartTime matlab datenum,Int chl fluor,Int beam trans,Int O2 Mm/Kg
0,42,2018-04-15 05:12:33,743844.2170486111,15.928529999999999,177.7587,45.691
1,[43],2018-04-15 15:06:02,743844.6291898148,15.70438,173.0129,47.77900000000001
2,[44],2018-04-15 22:01:43,743844.9178587963,14.91336,172.99269999999999,51.397999999999996
3,[45],2018-04-16 15:03:02,743846.6271064815,14.53045,177.62500000000003,46.232
4,[46],2018-04-17 15:03:16,743848.6272685186,11.04443,150.4668,43.160999999999994
5,[47],2018-04-17 21:04:08,743848.8778703704,11.9219,155.0208,49.977
6,[48],2018-04-18 15:03:03,743850.6271180556,12.29344,187.0308,65.16300000000001
7,[49],2018-04-18 22:05:25,743850.9204282408,10.97383,136.6731,47.955
8,[50],2018-04-19 02:15:57,743852.0944097223,10.394150000000002,136.70080000000002,46.091
9,[51],2018-04-19 06:07:15,743852.2550347223,17.162470000000003,177.6435,53.38100000000001
10,[52],2018-04-19 12:06:26,743852.5044675926,13.342410000000001,154.912,50.191
11,[53],2018-04-19 14:16:53,743852.5950578704,10.438630000000002,127.49980000000001,40.507
12,[54],2018-04-19 18:05:49,743852.7540393518,12.44628,163.9449,51.23800000000001
13,[55],2018-04-19 23:59:38,743852.9997453704,12.573409999999999,200.37600000000003,69.92999999999999
14,[56],2018-04-20 06:06:48,743854.2547222222,12.305679999999999,154.72220000000002,58.535
15,[57],2018-04-20 11:01:56,743854.4596759259,21.0681,232.1141,77.788
16,[58],2018-04-20 22:34:17,743854.9404745371,10.88932,154.7883,54.208
17,[43],2018-04-15 15:06:02,743844.6291898148,15.70438,173.0129,47.77900000000001
18,[44],2018-04-15 22:01:43,743844.9178587963,14.91336,172.99269999999999,51.397999999999996
19,[45],2018-04-16 15:03:02,743846.6271064815,14.53045,177.62500000000003,46.232
20,[46],2018-04-17 15:03:16,743848.6272685186,11.04443,150.4668,43.160999999999994
21,[47],2018-04-17 21:04:08,743848.8778703704,11.9219,155.0208,49.977
22,[48],2018-04-18 15:03:03,743850.6271180556,12.29344,187.0308,65.16300000000001
23,[49],2018-04-18 22:05:25,743850.9204282408,10.97383,136.6731,47.955
24,[50],2018-04-19 02:15:57,743852.0944097223,10.394150000000002,136.70080000000002,46.091
25,[51],2018-04-19 06:07:15,743852.2550347223,17.162470000000003,177.6435,53.38100000000001
26,[52],2018-04-19 12:06:26,743852.5044675926,13.342410000000001,154.912,50.191
27,[53],2018-04-19 14:16:53,743852.5950578704,10.438630000000002,127.49980000000001,40.507
28,[54],2018-04-19 18:05:49,743852.7540393518,12.44628,163.9449,51.23800000000001
29,[55],2018-04-19 23:59:38,743852.9997453704,12.573409999999999,200.37600000000003,69.92999999999999
30,[56],2018-04-20 06:06:48,743854.2547222222,12.305679999999999,154.72220000000002,58.535
31,[57],2018-04-20 11:01:56,743854.4596759259,21.0681,232.1141,77.788
32,[58],2018-04-20 22:34:17,743854.9404745371,10.88932,154.7883,54.208
33,[43],2018-04-15 15:06:02,743844.6291898148,15.70438,173.0129,47.77900000000001
34,[44],2018-04-15 22:01:43,743844.9178587963,14.91336,172.99269999999999,51.397999999999996
35,[45],2018-04-16 15:03:02,743846.6271064815,14.53045,177.62500000000003,46.232
36,[46],2018-04-17 15:03:16,743848.6272685186,11.04443,150.4668,43.160999999999994
37,[47],2018-04-17 21:04:08,743848.8778703704,11.9219,155.0208,49.977
38,[48],2018-04-18 15:03:03,743850.6271180556,12.29344,187.0308,65.16300000000001
39,[49],2018-04-18 22:05:25,743850.9204282408,10.97383,136.6731,47.955
40,[50],2018-04-19 02:15:57,743852.0944097223,10.394150000000002,136.70080000000002,46.091
41,[51],2018-04-19 06:07:15,743852.2550347223,17.162470000000003,177.6435,53.38100000000001
42,[52],2018-04-19 12:06:26,743852.5044675926,13.342410000000001,154.912,50.191
43,[53],2018-04-19 14:16:53,743852.5950578704,10.438630000000002,127.49980000000001,40.507
44,[54],2018-04-19 18:05:49,743852.7540393518,12.44628,163.9449,51.23800000000001
45,[55],2018-04-19 23:59:38,743852.9997453704,12.573409999999999,200.37600000000003,69.92999999999999
46,[56],2018-04-20 06:06:48,743854.2547222222,12.305679999999999,154.72220000000002,58.535
47,[57],2018-04-20 11:01:56,743854.4596759259,21.0681,232.1141,77.788
48,[58],2018-04-20 22:34:17,743854.9404745371,10.88932,154.7883,54.208
