Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-07 20:45:29,166.0,2019-10-07 20:45:35.883,6.882999999999999,-106.82168999999999,16.76764,1.0,29.8053,29.7644,57542.0,5.762423,0.0324,0.0632,98.4331,1584.4,0.0,2.3552,2.337,0.0542,0.1138,4.5791,0.0,4.1661,0.0,2.356,2.3405,34.5882,34.6733,21.4838,21.5615,192.525,202.614,98.266,103.396,False
2.012,2019-10-07 20:45:29,335.0,2019-10-07 20:45:42.909,13.909,-106.8217,16.76764,2.0,29.8215,29.7674,57560.0,5.76349,0.0242,0.0626,98.4474,973.91,0.0,2.3556,2.336,0.0534,0.1124,4.5798,0.0,3.9803,0.0,2.3579,2.3427,34.5885,34.6781,21.4786,21.5642,192.94299999999998,202.99599999999998,98.505,103.59899999999999,False
3.0180000000000002,2019-10-07 20:45:29,387.0,2019-10-07 20:45:45.082,16.082,-106.8217,16.76764,3.0,29.8143,29.7764,57553.0,5.763328,0.0323,0.0634,98.4279,892.19,0.0,2.3546,2.3368,0.0542,0.1149,4.5789,0.0,3.9448,0.0,2.3558,2.3399,34.5886,34.6703,21.4813,21.5553,192.356,202.128,98.194,103.166,False
4.024,2019-10-07 20:45:29,497.0,2019-10-07 20:45:49.677,20.677,-106.82171000000001,16.76764,4.0,29.8391,29.8028,57579.0,5.766796,0.0348,0.0628,98.4431,817.75,0.0,2.3566,2.34,0.0544,0.1149,4.5796,0.0,3.9064,0.0,2.3565,2.3406,34.5883,34.6745,21.4727,21.5497,192.627,202.61,98.37100000000001,103.459,False
5.03,2019-10-07 20:45:29,566.0,2019-10-07 20:45:52.555,23.555,-106.82172,16.76764,5.0,29.7706,29.7332,57505.0,5.7589120000000005,0.0336,0.0625,98.4503,648.98,0.0,2.3543,2.3424,0.0543,0.1149,4.5799,0.0,3.8128,0.0,2.3553,2.342,34.5868,34.6708,21.4949,21.5706,192.21099999999998,202.507,98.051,103.288,False
6.0360000000000005,2019-10-07 20:45:29,608.0,2019-10-07 20:45:54.300,25.3,-106.82172,16.76764,6.0,29.783,29.7333,57519.0,5.759226,0.0392,0.0631,98.436,742.17,0.0,2.3594,2.3408,0.0549,0.115,4.5793,0.0,3.8783,0.0,2.3564,2.3366,34.5871,34.6725,21.491,21.5719,193.17700000000002,202.233,98.56299999999999,103.15,False
7.042000000000001,2019-10-07 20:45:29,645.0,2019-10-07 20:45:55.833,26.833000000000002,-106.82173999999999,16.76764,7.0,29.7675,29.7436,57504.0,5.760186,0.0356,0.063,98.4375,605.07,0.0,2.3556,2.3428,0.0545,0.115,4.5793,0.0,3.7866,0.0,2.3568,2.3385,34.5876,34.6714,21.4968,21.5676,192.52,202.574,98.20299999999999,103.34,False
8.048,2019-10-07 20:45:29,785.0,2019-10-07 20:46:01.665,32.665,-106.82173999999999,16.76764,8.0,29.8185,29.7655,57558.0,5.762869,0.0327,0.062,98.461,617.38,0.0,2.3555,2.338,0.0542,0.115,4.5804,0.0,3.8,0.0,2.3533,2.3371,34.588,34.6735,21.4798,21.5619,192.29,202.071,98.167,103.12100000000001,False
9.054,2019-10-07 20:45:29,862.0,2019-10-07 20:46:04.885,35.885,-106.82173999999999,16.76764,9.0,29.6688,29.6309,57397.0,5.7490760000000005,0.033,0.0632,98.4336,582.47,0.0,2.3541,2.3388,0.0543,0.1151,4.5791,0.0,3.7761,0.0,2.3523,2.3347,34.5858,34.6764,21.529,21.6098,192.58700000000002,202.68900000000002,98.081,103.215,False
10.06,2019-10-07 20:45:29,901.0,2019-10-07 20:46:06.516,37.516,-106.82173,16.76764,10.0,29.621,29.579,57346.0,5.742858,0.0397,0.0692,98.2857,564.19,0.0,2.353,2.3304,0.0549,0.1149,4.5722,0.0,3.7592,0.0,2.349,2.3379,34.5851,34.6712,21.5447,21.6235,192.769,203.09900000000002,98.098,103.335,False
