Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-09 01:10:36,11.0,2019-10-09 01:10:36.416,0.41600000000000004,-106.80836000000001,16.7788,1.0,29.5462,29.5037,57243.0,5.73226,0.0988,0.0847,97.9053,5.872,0.0,2.3544,2.3347,0.0609,0.1161,4.5546,0.0,1.7775,0.0,2.3558,2.3364,34.5709,34.6559,21.5586,21.6367,193.30200000000002,202.892,98.244,103.095,False
2.012,2019-10-09 01:10:36,42.0,2019-10-09 01:10:37.721,1.7209999999999999,-106.80836000000001,16.7788,2.0,29.543,29.5016,57239.0,5.732086,0.0835,0.0834,97.9381,5.3816,0.0,2.3582,2.3367,0.0593,0.1172,4.556,0.0,1.7483,0.0,2.3553,2.338,34.5702,34.6559,21.5592,21.6375,193.63400000000001,203.007,98.40700000000001,103.15100000000001,False
3.0180000000000002,2019-10-09 01:10:36,215.0,2019-10-09 01:10:44.912,8.912,-106.80836000000001,16.77882,3.0,29.5472,29.506,57245.0,5.732518,0.0962,0.0556,98.6199,4.1709,0.0,2.3556,2.3348,0.0606,0.1166,4.5878,0.0,1.6344,0.0,2.3541,2.3352,34.5709,34.6554,21.5584,21.6357,193.203,202.798,98.195,103.051,False
4.024,2019-10-09 01:10:36,558.0,2019-10-09 01:10:59.229,23.229,-106.80833999999999,16.77882,4.0,29.5547,29.5164,57253.0,5.733569,0.0844,0.0595,98.5234,3.8897,0.0,2.3579,2.3389,0.0594,0.1174,4.5833,0.0,1.6051,0.0,2.3537,2.3391,34.5706,34.6548,21.5558,21.6318,193.03,203.334,98.119,103.34100000000001,False
5.03,2019-10-09 01:10:36,826.0,2019-10-09 01:11:10.386,34.385999999999996,-106.80833999999999,16.77882,5.0,29.5683,29.5318,57268.0,5.735602,0.0979,0.0594,98.5271,2.4632,0.0,2.3566,2.3381,0.0608,0.1161,4.5835,0.0,1.4249,0.0,2.3576,2.3395,34.5708,34.6572,21.5514,21.6286,193.584,203.071,98.42200000000001,103.234,False
6.0360000000000005,2019-10-09 01:10:36,838.0,2019-10-09 01:11:10.893,34.893,-106.80833999999999,16.77882,6.0,29.599,29.5455,57302.0,5.736899,0.0931,0.0602,98.5066,1.9265,0.0,2.3606,2.3348,0.0603,0.1167,4.5825,0.0,1.3039,0.0,2.3496,2.3365,34.572,34.6559,21.542,21.6231,192.322,202.63400000000001,97.829,103.03399999999999,False
7.042000000000001,2019-10-09 01:10:36,908.0,2019-10-09 01:11:13.804,37.804,-106.80833999999999,16.77882,7.0,29.6011,29.5538,57305.0,5.737935,0.0887,0.0592,98.5298,1.7421,0.0,2.3552,2.3354,0.0598,0.1167,4.5836,0.0,1.2662,0.0,2.3542,2.3365,34.5721,34.6567,21.5415,21.6209,193.15599999999998,202.858,98.257,103.162,False
8.048,2019-10-09 01:10:36,1017.0,2019-10-09 01:11:18.326,42.326,-106.80833999999999,16.77882,8.0,29.5702,29.5288,57270.0,5.7355160000000005,0.0929,0.06,98.5101,1.2055,0.0,2.3553,2.3384,0.0603,0.1166,4.5827,0.0,1.131,0.0,2.3532,2.3334,34.5704,34.6579,21.5508,21.6303,193.46400000000003,202.581,98.363,102.98,False
9.054,2019-10-09 01:10:36,1060.0,2019-10-09 01:11:20.108,44.108000000000004,-106.80833,16.77882,9.0,29.5359,29.4931,57235.0,5.731526000000001,0.0896,0.0598,98.5171,1.2017,0.0,2.3531,2.3358,0.0599,0.1167,4.583,0.0,1.1255,0.0,2.3558,2.3383,34.5707,34.6562,21.5626,21.6412,193.25099999999998,203.428,98.20200000000001,103.351,False
10.06,2019-10-09 01:10:36,1115.0,2019-10-09 01:11:22.417,46.417,-106.80832,16.77882,10.0,29.5315,29.4898,57230.0,5.731118,0.0841,0.0592,98.5312,1.0,0.0,2.3556,2.3358,0.0594,0.117,4.5836,0.0,1.0511,0.0,2.3537,2.3363,34.57,34.6556,21.5637,21.6419,193.392,203.149,98.266,103.20299999999999,False
11.065999999999999,2019-10-09 01:10:36,1194.0,2019-10-09 01:11:25.716,49.716,-106.80832,16.77882,11.0,29.5292,29.4874,57230.0,5.731112,0.099,0.0591,98.5338,0.8429399999999999,0.0,2.3532,2.3365,0.0609,0.1171,4.5838,0.0,0.9843,0.0,2.3567,2.3362,34.5714,34.657,21.5655,21.6439,193.947,202.988,98.545,103.118,False
12.072000000000001,2019-10-09 01:10:36,1273.0,2019-10-09 01:11:28.994,52.994,-106.80832,16.77882,12.0,29.5307,29.4699,57238.0,5.730294000000001,0.1016,0.0582,98.5548,0.73521,0.0,2.3564,2.3361,0.0612,0.1162,4.5848,0.0,0.9295,0.0,2.3552,2.3378,34.5758,34.6637,21.5684,21.6549,193.47799999999998,203.49,98.311,103.348,False
13.078,2019-10-09 01:10:36,1376.0,2019-10-09 01:11:33.305,57.305,-106.8083,16.77883,13.0,29.4661,29.4304,57187.0,5.727352,0.1091,0.0569,98.5887,0.47005,0.0,2.3536,2.3398,0.062,0.1166,4.5864,0.0,0.7719,0.0,2.3574,2.3421,34.5869,34.6718,21.5986,21.6744,194.512,204.025,98.74,103.559,False
14.084000000000001,2019-10-09 01:10:36,1408.0,2019-10-09 01:11:34.616,58.61600000000001,-106.8083,16.77884,14.0,29.4652,29.4131,57185.0,5.725797,0.1003,0.0563,98.6035,0.45766,0.0,2.354,2.3379,0.0611,0.1172,4.587,0.0,0.7528,0.0,2.3622,2.3398,34.5862,34.6734,21.5986,21.6815,194.737,203.8,98.853,103.416,False
15.09,2019-10-09 01:10:36,1434.0,2019-10-09 01:11:35.729,59.729,-106.8083,16.77884,15.0,29.461,29.4157,57182.0,5.725965,0.0892,0.0561,98.6067,0.4545,0.0,2.3555,2.3422,0.0599,0.1172,4.5872,0.0,0.7516,0.0,2.3614,2.3396,34.5867,34.6724,21.6004,21.68,194.292,203.725,98.62,103.382,False
16.096,2019-10-09 01:10:36,1470.0,2019-10-09 01:11:37.199,61.199,-106.8083,16.77884,16.0,29.4419,29.3921,57165.0,5.72392,0.094,0.057,98.5855,0.38249,0.0,2.3597,2.3406,0.0604,0.1171,4.5862,0.0,0.6901,0.0,2.3586,2.3392,34.5889,34.6752,21.6086,21.6901,194.25799999999998,203.91099999999997,98.574,103.439,False
17.102,2019-10-09 01:10:36,1639.0,2019-10-09 01:11:44.244,68.244,-106.80828000000001,16.77884,17.0,29.4452,29.4003,57169.0,5.72484,0.1129,0.0564,98.6002,0.23895,0.0,2.3556,2.3398,0.0623,0.1157,4.5869,0.0,0.5325,0.0,2.3543,2.3378,34.5885,34.6753,21.6072,21.6875,193.635,203.862,98.26299999999999,103.428,False
18.108,2019-10-09 01:10:36,1667.0,2019-10-09 01:11:45.428,69.428,-106.80828000000001,16.77884,18.0,29.4259,29.3822,57152.0,5.723127,0.1006,0.0567,98.5936,0.27093,0.0,2.359,2.3395,0.0611,0.1172,4.5866,0.0,0.5756,0.0,2.3525,2.3372,34.5908,34.6764,21.6155,21.6945,193.296,203.701,98.06200000000001,103.316,False
19.114,2019-10-09 01:10:36,1708.0,2019-10-09 01:11:47.118,71.118,-106.80828000000001,16.77884,19.0,29.4297,29.3851,57156.0,5.723376999999999,0.1033,0.0573,98.5786,0.21029,0.0,2.3561,2.3379,0.0614,0.1167,4.5859,0.0,0.4989,0.0,2.3504,2.3365,34.5905,34.6757,21.6141,21.693,193.69099999999997,203.61,98.26799999999999,103.275,False
20.12,2019-10-09 01:10:36,1791.0,2019-10-09 01:11:50.598,74.598,-106.80828000000001,16.77884,20.0,29.4312,29.3834,57159.0,5.723541,0.1137,0.0574,98.5764,0.16449,0.0,2.3495,2.3364,0.0624,0.1164,4.5858,0.0,0.4277,0.0,2.3586,2.3339,34.5911,34.6778,21.6141,21.6953,194.824,203.362,98.845,103.147,False
21.125999999999998,2019-10-09 01:10:36,1853.0,2019-10-09 01:11:53.171,77.171,-106.80828000000001,16.77884,21.0,29.4459,29.3857,57171.0,5.723436,0.1082,0.0566,98.5949,0.15149,0.0,2.356,2.3345,0.0619,0.1163,4.5866,0.0,0.4094,0.0,2.3598,2.3349,34.5887,34.6751,21.6074,21.6926,194.326,203.641,98.615,103.291,False
22.133000000000003,2019-10-09 01:10:36,2000.0,2019-10-09 01:11:59.272,83.272,-106.80826,16.77886,22.0,29.4261,29.386,57156.0,5.723859,0.1282,0.0573,98.5771,0.093435,0.0,2.3579,2.3368,0.0638,0.1168,4.5858,0.0,0.2987,0.0,2.3548,2.3377,34.5919,34.6775,21.6166,21.6943,194.105,203.89700000000002,98.473,103.42200000000001,False
23.139,2019-10-09 01:10:36,2024.0,2019-10-09 01:12:00.311,84.311,-106.80826,16.77886,23.0,29.4277,29.3764,57156.0,5.723134,0.0999,0.0574,98.5753,0.089527,0.0,2.3572,2.3382,0.061,0.1172,4.5857,0.0,0.2849,0.0,2.356,2.3384,34.5908,34.6792,21.6154,21.699,194.30599999999998,204.113,98.57700000000001,103.51700000000001,False
24.145,2019-10-09 01:10:36,2049.0,2019-10-09 01:12:01.346,85.346,-106.80826,16.77886,24.0,29.3632,29.3206,57098.0,5.7182699999999995,0.1005,0.0581,98.5575,0.067416,0.0,2.3565,2.3348,0.0611,0.1172,4.5849,0.0,0.2326,0.0,2.3576,2.3399,34.5972,34.686,21.642,21.7229,195.204,204.578,98.93299999999999,103.664,False
25.151,2019-10-09 01:10:36,2080.0,2019-10-09 01:12:02.645,86.645,-106.80826,16.77886,25.0,29.326,29.2759,57060.0,5.7134480000000005,0.1057,0.0592,98.5309,0.068689,0.0,2.3553,2.338,0.0616,0.1172,4.5836,0.0,0.2359,0.0,2.3607,2.3406,34.5976,34.6851,21.6549,21.7373,195.03400000000002,204.56900000000002,98.788,103.584,False
