Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-08 15:59:43,34.0,2019-10-08 15:59:44.387,1.3869999999999998,-106.80264,16.74857,1.0,29.4975,29.4547,57159.0,5.723791,0.0505,0.0571,98.5839,879.38,0.0,2.3454,2.3291,0.056,0.1151,4.5861,0.0,3.9562,0.0,2.345,2.3297,34.5487,34.6334,21.5584,21.6364,192.46400000000003,202.274,97.729,102.68799999999999,False
2.012,2019-10-08 15:59:43,194.0,2019-10-08 15:59:51.044,8.044,-106.80264,16.74857,2.0,29.5112,29.4744,57174.0,5.725967,0.0596,0.0569,98.5865,740.82,0.0,2.3432,2.3303,0.057,0.1147,4.5863,0.0,3.8794,0.0,2.3423,2.3289,34.5489,34.6338,21.554,21.6301,192.11,202.17700000000002,97.571,102.67200000000001,False
3.0180000000000002,2019-10-08 15:59:43,392.0,2019-10-08 15:59:59.283,16.283,-106.80264,16.74856,3.0,29.5212,29.4774,57187.0,5.726717,0.0637,0.0577,98.5682,634.97,0.0,2.345,2.3351,0.0574,0.1147,4.5854,0.0,3.8142,0.0,2.3427,2.3292,34.5503,34.6365,21.5518,21.6312,191.688,202.292,97.37299999999999,102.73700000000001,False
4.024,2019-10-08 15:59:43,486.0,2019-10-08 16:00:03.228,20.227999999999998,-106.80264,16.74856,4.0,29.5074,29.4611,57171.0,5.724696,0.0587,0.0578,98.5653,596.51,0.0,2.3443,2.3296,0.0569,0.1147,4.5852,0.0,3.7838,0.0,2.3429,2.3304,34.549,34.6342,21.5555,21.6351,192.19400000000002,202.56599999999997,97.60799999999999,102.84700000000001,False
5.03,2019-10-08 15:59:43,569.0,2019-10-08 16:00:06.674,23.674,-106.80264,16.74856,5.0,29.4995,29.4562,57164.0,5.724304,0.064,0.0571,98.5837,511.8,0.0,2.3399,2.3299,0.0574,0.1147,4.5861,0.0,3.7218,0.0,2.3453,2.334,34.5494,34.6347,21.5586,21.6372,192.41,202.61900000000003,97.705,102.866,False
6.0360000000000005,2019-10-08 15:59:43,590.0,2019-10-08 16:00:07.551,24.551,-106.80264,16.74856,6.0,29.4971,29.455,57161.0,5.724088,0.0529,0.0578,98.5648,436.06,0.0,2.3457,2.3299,0.0563,0.1147,4.5853,0.0,3.653,0.0,2.3448,2.3294,34.5489,34.6339,21.5591,21.6371,192.34099999999998,201.734,97.666,102.415,False
7.042000000000001,2019-10-08 15:59:43,613.0,2019-10-08 16:00:08.486,25.486,-106.80264,16.74856,7.0,29.499,29.4585,57163.0,5.724515,0.0604,0.0573,98.5778,461.96,0.0,2.3452,2.3314,0.0571,0.1148,4.5859,0.0,3.676,0.0,2.3432,2.3229,34.5491,34.634,21.5587,21.636,192.227,201.597,97.611,102.351,False
8.048,2019-10-08 15:59:43,661.0,2019-10-08 16:00:10.508,27.508000000000003,-106.80264,16.74856,8.0,29.4994,29.4584,57164.0,5.724602,0.0633,0.0568,98.5888,422.35,0.0,2.3447,2.3295,0.0573,0.1148,4.5864,0.0,3.6377,0.0,2.3453,2.327,34.5491,34.6343,21.5587,21.6364,192.672,202.188,97.838,102.65100000000001,False
9.054,2019-10-08 15:59:43,734.0,2019-10-08 16:00:13.541,30.541,-106.80264,16.74856,9.0,29.4997,29.4584,57165.0,5.724697,0.0639,0.0568,98.5897,361.15,0.0,2.3443,2.328,0.0574,0.115,4.5864,0.0,3.5696,0.0,2.3441,2.3248,34.5493,34.6347,21.5588,21.6368,192.158,201.94,97.57700000000001,102.525,False
10.06,2019-10-08 15:59:43,758.0,2019-10-08 16:00:14.557,31.557,-106.80264,16.74856,10.0,29.4972,29.4559,57162.0,5.724372,0.0639,0.0581,98.5572,416.0,0.0,2.3479,2.3269,0.0574,0.1152,4.5849,0.0,3.6293,0.0,2.3442,2.328,34.5485,34.634,21.5591,21.6372,192.928,202.59400000000002,97.964,102.853,False
11.065999999999999,2019-10-08 15:59:43,777.0,2019-10-08 16:00:15.327,32.327,-106.80264,16.74856,11.0,29.4987,29.4562,57164.0,5.724387999999999,0.0639,0.0571,98.5823,342.28,0.0,2.3459,2.3294,0.0574,0.1148,4.5861,0.0,3.5456,0.0,2.3465,2.3293,34.5488,34.6336,21.5589,21.6369,192.878,202.523,97.941,102.81700000000001,False
