Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-04 11:01:39,-315.0,2019-10-04 11:01:25.833,-13.167,-106.89433999999999,16.796110000000002,1.0,29.3644,29.3289,57037.0,5.7121900000000005,0.1099,0.0434,98.9191,4.7128,0.0,2.3492,2.3196,0.0621,0.1169,4.6016,0.0,1.7047,0.0,2.3433,2.315,34.5615,34.645,21.6128,21.6875,192.65099999999998,200.99599999999998,97.62200000000001,101.839,False
2.012,2019-10-04 11:01:39,613.0,2019-10-04 11:02:04.482,25.482,-106.89433999999999,16.79608,2.0,29.3954,29.3469,57069.0,5.713958,0.0843,0.046,98.8563,5.0478,0.0,2.3412,2.3238,0.0594,0.1166,4.5988,0.0,1.7003,0.0,2.3442,2.3249,34.5609,34.6438,21.6021,21.6806,192.834,202.269,97.76299999999999,102.51299999999999,False
3.0180000000000002,2019-10-04 11:01:39,663.0,2019-10-04 11:02:06.570,27.57,-106.89433999999999,16.79608,3.0,29.3759,29.3344,57049.0,5.712661,0.0885,0.0457,98.8648,3.852,0.0,2.3437,2.3213,0.0598,0.1164,4.5992,0.0,1.5919,0.0,2.3414,2.3223,34.5607,34.6437,21.6086,21.6848,192.392,201.981,97.508,102.34700000000001,False
4.024,2019-10-04 11:01:39,750.0,2019-10-04 11:02:10.206,31.206,-106.89433999999999,16.79608,4.0,29.3722,29.3316,57046.0,5.712445,0.0883,0.0448,98.8864,2.8593,0.0,2.3422,2.3214,0.0598,0.1159,4.6002,0.0,1.4739,0.0,2.3441,2.3214,34.561,34.644,21.6101,21.686,192.847,201.956,97.73299999999999,102.329,False
5.03,2019-10-04 11:01:39,830.0,2019-10-04 11:02:13.541,34.541,-106.89433999999999,16.79608,5.0,29.3714,29.3298,57045.0,5.712306,0.0926,0.045,98.8818,2.4665,0.0,2.3438,2.321,0.0603,0.1163,4.5999,0.0,1.3895,0.0,2.3445,2.3236,34.5611,34.6441,21.6105,21.6868,192.993,201.976,97.806,102.337,False
6.0360000000000005,2019-10-04 11:01:39,896.0,2019-10-04 11:02:16.272,37.272,-106.89433999999999,16.79608,6.0,29.371,29.3293,57046.0,5.7123230000000005,0.0882,0.0444,98.8962,1.8508,0.0,2.3433,2.3239,0.0598,0.1165,4.6006,0.0,1.2903,0.0,2.3452,2.3204,34.5611,34.6442,21.6108,21.6871,192.763,202.063,97.689,102.38,False
7.042000000000001,2019-10-04 11:01:39,943.0,2019-10-04 11:02:18.270,39.27,-106.89433999999999,16.79608,7.0,29.3719,29.3305,57047.0,5.712507,0.0883,0.0446,98.8911,1.6629,0.0,2.3464,2.3211,0.0598,0.1169,4.6004,0.0,1.2391,0.0,2.3436,2.3242,34.5611,34.6443,21.6106,21.6869,193.051,202.063,97.836,102.382,False
8.048,2019-10-04 11:01:39,988.0,2019-10-04 11:02:20.115,41.115,-106.89433999999999,16.79608,8.0,29.3735,29.3328,57051.0,5.7130279999999996,0.0909,0.0445,98.8935,1.3975,0.0,2.3442,2.3221,0.0601,0.1169,4.6005,0.0,1.1763,0.0,2.3447,2.3242,34.5627,34.6459,21.6113,21.6874,192.993,202.435,97.81,102.575,False
9.054,2019-10-04 11:01:39,1085.0,2019-10-04 11:02:24.167,45.167,-106.89435,16.7961,9.0,29.3744,29.3332,57054.0,5.713217,0.0887,0.0443,98.8992,1.0735,0.0,2.3444,2.3236,0.0598,0.1165,4.6007,0.0,1.0729,0.0,2.342,2.3222,34.5635,34.6467,21.6117,21.6879,192.632,202.06599999999997,97.62899999999999,102.39,False
10.06,2019-10-04 11:01:39,1184.0,2019-10-04 11:02:28.297,49.297,-106.89436,16.796120000000002,10.0,29.3757,29.3358,57057.0,5.71396,0.0883,0.0442,98.9,0.85014,0.0,2.3413,2.3209,0.0598,0.1164,4.6008,0.0,0.9812,0.0,2.3472,2.3252,34.5646,34.6496,21.6121,21.6893,193.602,202.27700000000002,98.12299999999999,102.50200000000001,False
11.065999999999999,2019-10-04 11:01:39,1260.0,2019-10-04 11:02:31.444,52.443999999999996,-106.89436,16.796120000000002,11.0,29.3772,29.3361,57061.0,5.713964,0.091,0.0452,98.8756,0.7407600000000001,0.0,2.3466,2.3249,0.0601,0.1165,4.5997,0.0,0.9325,0.0,2.3458,2.3235,34.5658,34.6491,21.6126,21.6889,192.791,202.34,97.715,102.53399999999999,False
12.072000000000001,2019-10-04 11:01:39,1331.0,2019-10-04 11:02:34.435,55.435,-106.89436,16.796120000000002,12.0,29.3752,29.3345,57056.0,5.713555,0.0894,0.0448,98.887,0.58819,0.0,2.3447,2.3226,0.0599,0.1172,4.6002,0.0,0.8462,0.0,2.3413,2.3252,34.5634,34.6472,21.6116,21.6881,192.94799999999998,202.357,97.79,102.539,False
13.078,2019-10-04 11:01:39,1367.0,2019-10-04 11:02:35.923,56.923,-106.89436,16.796120000000002,13.0,29.3752,29.3336,57057.0,5.713403,0.0884,0.0453,98.8739,0.59812,0.0,2.3453,2.3253,0.0598,0.1163,4.5996,0.0,0.8534,0.0,2.3418,2.3252,34.5637,34.6465,21.6119,21.688,192.345,202.544,97.485,102.632,False
14.084000000000001,2019-10-04 11:01:39,1498.0,2019-10-04 11:02:41.393,62.393,-106.89436,16.796120000000002,14.0,29.3774,29.336,57065.0,5.714262000000001,0.0882,0.0456,98.8672,0.42395,0.0,2.3404,2.3221,0.0598,0.1166,4.5993,0.0,0.7313,0.0,2.3419,2.3196,34.5671,34.6503,21.6138,21.6901,193.03400000000002,201.658,97.84,102.189,False
15.09,2019-10-04 11:01:39,1565.0,2019-10-04 11:02:44.154,65.154,-106.89436,16.796120000000002,15.0,29.3786,29.337,57070.0,5.714811,0.0883,0.0444,98.8967,0.3967,0.0,2.3428,2.325,0.0598,0.1159,4.6006,0.0,0.6994,0.0,2.3425,2.3191,34.5697,34.6531,21.6154,21.6919,193.013,202.215,97.83200000000001,102.475,False
16.096,2019-10-04 11:01:39,1607.0,2019-10-04 11:02:45.912,66.91199999999999,-106.89436,16.796120000000002,16.0,29.3778,29.3355,57069.0,5.715016,0.0994,0.0449,98.8847,0.29964,0.0,2.3413,2.3178,0.061,0.1166,4.6001,0.0,0.6052,0.0,2.3471,2.3244,34.5695,34.6553,21.6156,21.6942,193.54,202.553,98.09700000000001,102.645,False
17.102,2019-10-04 11:01:39,1693.0,2019-10-04 11:02:49.503,70.503,-106.89435,16.796120000000002,17.0,29.374,29.3323,57073.0,5.71518,0.0925,0.0445,98.8944,0.25905,0.0,2.3441,2.3224,0.0602,0.1165,4.6005,0.0,0.5564,0.0,2.3454,2.3242,34.5747,34.6584,21.6208,21.6976,193.229,202.428,97.93700000000001,102.57799999999999,False
18.108,2019-10-04 11:01:39,1810.0,2019-10-04 11:02:54.388,75.388,-106.89433999999999,16.796120000000002,18.0,29.3654,29.3232,57072.0,5.714994,0.0863,0.0445,98.8937,0.21435,0.0,2.3461,2.3234,0.0596,0.1169,4.6005,0.0,0.5056,0.0,2.346,2.3171,34.5796,34.6634,21.6275,21.7046,193.178,201.55200000000002,97.9,102.12200000000001,False
19.114,2019-10-04 11:01:39,1845.0,2019-10-04 11:02:55.847,76.847,-106.89433999999999,16.796120000000002,19.0,29.3421,29.3007,57056.0,5.713546,0.0766,0.0449,98.885,0.16754000000000002,0.0,2.3457,2.3237,0.0587,0.1165,4.6001,0.0,0.4361,0.0,2.3443,2.3206,34.5853,34.6695,21.6397,21.7168,193.338,202.502,97.948,102.57,False
20.12,2019-10-04 11:01:39,1956.0,2019-10-04 11:03:00.440,81.44,-106.89433999999999,16.796120000000002,20.0,29.3271,29.2886,57045.0,5.712567,0.0998,0.0438,98.9111,0.13077,0.0,2.3454,2.3189,0.061,0.1164,4.6013,0.0,0.3702,0.0,2.3449,2.3228,34.5885,34.6713,21.6472,21.7223,193.363,202.49,97.93799999999999,102.544,False
21.125999999999998,2019-10-04 11:01:39,2024.0,2019-10-04 11:03:03.284,84.28399999999999,-106.89433999999999,16.796120000000002,21.0,29.3225,29.2811,57042.0,5.712092,0.1006,0.0454,98.8711,0.10216,0.0,2.3428,2.322,0.0611,0.1166,4.5995,0.0,0.313,0.0,2.3452,2.3242,34.5894,34.6732,21.6495,21.7263,193.386,202.584,97.943,102.58,False
22.133000000000003,2019-10-04 11:01:39,2059.0,2019-10-04 11:03:04.770,85.77,-106.89433999999999,16.796120000000002,22.0,29.3176,29.2763,57036.0,5.711555000000001,0.0931,0.0444,98.8967,0.097474,0.0,2.3448,2.3243,0.0603,0.1161,4.6006,0.0,0.3006,0.0,2.3439,2.3234,34.5888,34.6727,21.6508,21.7276,193.011,202.81799999999998,97.745,102.691,False
23.138,2019-10-04 11:01:39,2197.0,2019-10-04 11:03:10.516,91.516,-106.89435,16.79614,23.0,29.3108,29.2701,57029.0,5.7107470000000005,0.1107,0.0436,98.9168,0.051028,0.0,2.3433,2.3246,0.0621,0.1165,4.6016,0.0,0.1909,0.0,2.3366,2.3287,34.5883,34.6713,21.6528,21.7288,192.855,203.362,97.655,102.956,False
24.144000000000002,2019-10-04 11:01:39,2264.0,2019-10-04 11:03:13.276,94.27600000000001,-106.89436,16.79614,24.0,29.3062,29.2648,57025.0,5.710326,0.1005,0.0443,98.8992,0.029791,0.0,2.3379,2.3253,0.0611,0.117,4.6007,0.0,0.1192,0.0,2.3379,2.3291,34.5886,34.672,21.6547,21.7311,193.1,203.081,97.772,102.805,False
25.151,2019-10-04 11:01:39,2306.0,2019-10-04 11:03:15.056,96.056,-106.89436,16.79614,25.0,29.3008,29.2596,57019.0,5.7096849999999995,0.1005,0.0442,98.9022,0.037387000000000004,0.0,2.3359,2.3279,0.0611,0.1172,4.6009,0.0,0.1362,0.0,2.3429,2.3237,34.5879,34.6711,21.656,21.7323,193.62099999999998,202.679,98.027,102.59200000000001,False
26.156999999999996,2019-10-04 11:01:39,2390.0,2019-10-04 11:03:18.523,99.523,-106.89436,16.79616,26.0,29.3017,29.2603,57023.0,5.710014,0.1073,0.0436,98.9159,0.010371,0.0,2.3421,2.3247,0.0618,0.1169,4.6016,0.0,0.0498,0.0,2.3424,2.3202,34.5901,34.6725,21.6574,21.7332,193.16099999999997,202.544,97.79700000000001,102.52600000000001,False
27.163,2019-10-04 11:01:39,2446.0,2019-10-04 11:03:20.879,101.87899999999999,-106.89436,16.79616,27.0,29.3026,29.2613,57030.0,5.710738,0.1101,0.0433,98.9233,0.0013580999999999999,0.0,2.3444,2.3187,0.062,0.1159,4.6019,0.0,0.014,0.0,2.3393,2.3237,34.5936,34.6765,21.6599,21.7359,192.69299999999998,202.976,97.56299999999999,102.749,False
28.169,2019-10-04 11:01:39,2488.0,2019-10-04 11:03:22.621,103.62100000000001,-106.89436,16.79616,28.0,29.3067,29.2655,57040.0,5.711826,0.1084,0.0431,98.9282,6.9489e-05,0.0,2.3409,2.3221,0.0619,0.1167,4.6022,0.0,0.0086,0.0,2.3358,2.3242,34.5977,34.6806,21.6616,21.7377,192.877,202.847,97.665,102.69200000000001,False
29.175,2019-10-04 11:01:39,2560.0,2019-10-04 11:03:25.615,106.615,-106.89436,16.79616,29.0,29.3111,29.2703,57051.0,5.713081,0.1093,0.0416,98.9656,1e-12,0.0,2.3377,2.3237,0.062,0.1172,4.6039,0.0,0.0081,0.0,2.3387,2.3227,34.6018,34.6854,21.6633,21.7398,193.074,202.826,97.774,102.69200000000001,False
30.180999999999997,2019-10-04 11:01:39,2633.0,2019-10-04 11:03:28.663,109.663,-106.89436,16.79614,30.0,29.3184,29.2772,57070.0,5.71475,0.1128,0.0422,98.9502,1e-12,0.0,2.3394,2.3218,0.0623,0.1159,4.6032,0.0,0.0082,0.0,2.3419,2.3229,34.6087,34.6916,21.6661,21.7422,193.19799999999998,202.315,97.852,102.449,False
31.186999999999998,2019-10-04 11:01:39,2668.0,2019-10-04 11:03:30.132,111.132,-106.89436,16.79614,31.0,29.3207,29.2793,57076.0,5.715403,0.1127,0.0428,98.9372,1e-12,0.0,2.3366,2.3231,0.0623,0.1159,4.6026,0.0,0.0083,0.0,2.3411,2.3155,34.611,34.6942,21.6672,21.7435,193.166,201.907,97.84,102.24700000000001,False
32.193000000000005,2019-10-04 11:01:39,2706.0,2019-10-04 11:03:31.691,112.691,-106.89436,16.79614,32.0,29.3206,29.2793,57077.0,5.715507,0.1056,0.0437,98.915,1e-12,0.0,2.3421,2.324,0.0616,0.1163,4.6015,0.0,0.0083,0.0,2.3372,2.3125,34.6114,34.6947,21.6675,21.744,192.304,201.167,97.404,101.87200000000001,False
33.2,2019-10-04 11:01:39,2845.0,2019-10-04 11:03:37.520,118.52,-106.89433999999999,16.79614,33.0,29.3202,29.2788,57077.0,5.715498,0.1213,0.0428,98.9365,1e-12,0.0,2.3345,2.3115,0.0631,0.1164,4.6025,0.0,0.0081,0.0,2.338,2.3221,34.6114,34.6947,21.6678,21.7442,193.44400000000002,203.24200000000002,97.98100000000001,102.92200000000001,False
34.205999999999996,2019-10-04 11:01:39,2898.0,2019-10-04 11:03:39.699,120.699,-106.89433999999999,16.796129999999998,34.0,29.3198,29.2785,57080.0,5.715730000000001,0.1041,0.0432,98.9263,1e-12,0.0,2.3363,2.321,0.0615,0.1159,4.6021,0.0,0.0081,0.0,2.3409,2.3187,34.6134,34.6962,21.6695,21.7455,193.065,202.11599999999999,97.789,102.353,False
