Pressure [dbar],StartTime,scan,Time,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
1.006,2019-10-03 13:31:35,174.0,2019-10-03 13:31:42.202,7.202000000000001,-106.88575,16.80988,1.0,29.3132,29.2706,56943.0,5.701693,0.1149,0.0399,99.0069,543.34,0.0,2.3403,2.3193,0.0625,0.1188,4.6058,0.0,3.5256,0.0,2.3405,2.32,34.5339,34.6154,21.6094,21.6848,192.59099999999998,201.84799999999998,97.49600000000001,102.15799999999999,False
2.012,2019-10-03 13:31:35,480.0,2019-10-03 13:31:54.958,19.958,-106.88575,16.80989,2.0,29.2996,29.2584,56910.0,5.698601,0.1328,0.0406,98.9917,3.1617,0.0,2.3371,2.3173,0.0643,0.1194,4.6051,0.0,3.0701,0.0,2.3408,2.317,34.5209,34.6027,21.6043,21.6795,192.735,201.49200000000002,97.54,101.95,False
3.0180000000000002,2019-10-03 13:31:35,845.0,2019-10-03 13:32:10.178,35.178000000000004,-106.88576,16.8099,3.0,29.3016,29.2598,56921.0,5.698755,0.1129,0.0407,98.9864,131.96,0.0,2.3342,2.3199,0.0623,0.1197,4.6048,0.0,3.133,0.0,2.3366,2.3269,34.5265,34.6025,21.6079,21.6789,191.99599999999998,202.793,97.17299999999999,102.611,False
4.024,2019-10-03 13:31:35,870.0,2019-10-03 13:32:11.192,36.192,-106.88576,16.8099,4.0,29.3244,29.2804,56978.0,5.703587000000001,0.1259,0.0398,99.0097,98.912,0.0,2.3388,2.3199,0.0636,0.1186,4.6059,0.0,3.0018,0.0,2.3331,2.3257,34.5489,34.6204,21.6171,21.6855,191.52599999999998,202.327,96.98200000000001,102.419,False
5.03,2019-10-03 13:31:35,956.0,2019-10-03 13:32:14.804,39.804,-106.88576,16.8099,5.0,29.3473,29.3129,57045.0,5.714121,0.1146,0.0402,99.0011,85.51799999999999,0.0,2.3348,2.3232,0.0625,0.1182,4.6055,0.0,2.9414,0.0,2.333,2.3217,34.5783,34.6686,21.6315,21.7109,191.62099999999998,201.81599999999997,97.08200000000001,102.242,False
6.0360000000000005,2019-10-03 13:31:35,1064.0,2019-10-03 13:32:19.271,44.271,-106.88576,16.8099,6.0,29.3492,29.3084,57059.0,5.713830000000001,0.1014,0.0409,98.9824,67.756,0.0,2.3393,2.3231,0.0612,0.1183,4.6047,0.0,2.8441,0.0,2.3321,2.323,34.5857,34.6696,21.6365,21.7132,191.699,202.196,97.12799999999999,102.427,False
7.042000000000001,2019-10-03 13:31:35,1089.0,2019-10-03 13:32:20.347,45.347,-106.88576,16.8099,7.0,29.3482,29.3069,57067.0,5.714316,0.0968,0.0381,99.0517,82.245,0.0,2.3376,2.3277,0.0607,0.1184,4.6079,0.0,2.9258,0.0,2.3341,2.3267,34.5917,34.6738,21.6414,21.7169,192.511,202.703,97.542,102.684,False
8.048,2019-10-03 13:31:35,1113.0,2019-10-03 13:32:21.322,46.321999999999996,-106.88576,16.8099,8.0,29.3468,29.3057,57067.0,5.714419,0.0908,0.0389,99.0326,71.1,0.0,2.3363,2.3266,0.0601,0.1182,4.607,0.0,2.8655,0.0,2.3408,2.3241,34.5928,34.675,21.6429,21.7183,193.49099999999999,202.037,98.036,102.345,False
9.054,2019-10-03 13:31:35,1138.0,2019-10-03 13:32:22.358,47.358000000000004,-106.88576,16.8099,9.0,29.3411,29.2999,57061.0,5.713875,0.101,0.0382,99.0498,68.617,0.0,2.3322,2.3239,0.0611,0.118,4.6078,0.0,2.8505,0.0,2.3451,2.3237,34.5923,34.6752,21.6445,21.7205,193.16400000000002,202.40400000000002,97.86200000000001,102.522,False
10.06,2019-10-03 13:31:35,1166.0,2019-10-03 13:32:23.526,48.526,-106.88576,16.8099,10.0,29.3359,29.2946,57056.0,5.713326,0.1016,0.0384,99.045,65.673,0.0,2.3333,2.3255,0.0612,0.1172,4.6076,0.0,2.8316,0.0,2.3421,2.3226,34.5922,34.675,21.6462,21.7222,192.574,202.144,97.554,102.381,False
