Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
31.188000000000002,2019-10-12 02:30:37,3211.0,133.74,-106.84754,16.855,31.0,28.0336,27.985,55580.0,5.568048999999999,0.1732,0.0868,97.8542,0.0024192,0.0,2.3742,2.3538,0.0683,0.1159,4.5522,0.0,0.0193,0.0,2.4207,2.3882,34.5125,34.6183,22.0195,22.1149,208.708,216.33700000000002,103.469,107.229,False
32.194,2019-10-12 02:30:37,3242.0,135.061,-106.84754,16.855,32.0,27.7204,27.6752,55245.0,5.534424,0.1797,0.0896,97.7849,0.0024362,0.0,2.3859,2.3583,0.069,0.1159,4.549,0.0,0.0194,0.0,2.431,2.4079,34.5071,34.61,22.1173,22.2094,209.1,219.49599999999998,103.12899999999999,108.23700000000001,False
33.2,2019-10-12 02:30:37,3367.0,140.256,-106.84754,16.855,33.0,27.7809,27.7758,55311.0,5.54255,0.2324,0.0913,97.742,0.0020541,0.0,2.4398,2.4145,0.0742,0.1153,4.5469,0.0,0.0178,0.0,2.4332,2.405,34.5083,34.5928,22.0988,22.1639,209.743,217.485,103.55,107.413,False
34.205999999999996,2019-10-12 02:30:37,3422.0,142.54399999999998,-106.84754,16.855,34.0,27.3214,27.2812,54832.0,5.493782,0.2147,0.0938,97.6821,0.0018891,0.0,2.4206,2.3944,0.0725,0.1159,4.5442,0.0,0.0171,0.0,2.4761,2.4438,34.5089,34.6137,22.2476,22.3394,217.43099999999998,225.605,106.536,110.53200000000001,False
35.211999999999996,2019-10-12 02:30:37,3459.0,144.101,-106.84754,16.855,35.0,26.8452,26.8003,54366.0,5.447382,0.2197,0.0971,97.6025,0.0018893,0.0,2.4422,2.4134,0.073,0.1159,4.5405,0.0,0.0171,0.0,2.4909,2.4642,34.5303,34.641,22.4157,22.5133,219.34400000000002,229.39,106.641,111.51,False
36.218,2019-10-12 02:30:37,3528.0,146.947,-106.84754,16.855,36.0,26.5396,26.4449,54055.0,5.4093919999999995,0.2734,0.1008,97.5111,0.0018021,0.0,2.4819,2.4542,0.0783,0.1157,4.5362,0.0,0.0167,0.0,2.4973,2.478,34.535,34.6342,22.5161,22.6206,220.59599999999998,231.21900000000002,106.709,111.73299999999999,False
37.224000000000004,2019-10-12 02:30:37,3633.0,151.33700000000002,-106.84754,16.855,37.0,25.8969,25.7534,53378.0,5.338131,0.3003,0.1075,97.3487,0.0015804,0.0,2.5009,2.4826,0.081,0.1159,4.5287,0.0,0.0158,0.0,2.5042,2.4817,34.5281,34.6389,22.7115,22.8398,224.325,234.7,107.346,112.10799999999999,False
38.23,2019-10-12 02:30:37,3679.0,153.268,-106.84754,16.855,38.0,25.3228,25.2756,52782.0,5.287332,0.2956,0.1055,97.3973,0.0016063,0.0,2.4995,2.4758,0.0806,0.1167,4.5309,0.0,0.0159,0.0,2.5009,2.4852,34.5265,34.6298,22.8876,22.98,225.69099999999997,236.588,106.95700000000001,112.09700000000001,False
39.236999999999995,2019-10-12 02:30:37,3744.0,155.94799999999998,-106.84751999999999,16.855,39.0,25.0876,25.0244,52544.0,5.260635,0.3193,0.1047,97.4157,0.0014103,0.0,2.5021,2.4846,0.0829,0.116,4.5318,0.0,0.0151,0.0,2.4994,2.4868,34.5297,34.6244,22.9618,23.0525,226.516,237.761,106.92200000000001,112.17,False
40.243,2019-10-12 02:30:37,3843.0,160.093,-106.84751999999999,16.85499,40.0,24.902,24.8402,52348.0,5.241095,0.37,0.1079,97.3399,0.0013212,0.0,2.4991,2.488,0.088,0.1159,4.5282,0.0,0.0147,0.0,2.491,2.4788,34.5266,34.6204,23.0158,23.1054,225.63099999999997,237.575,106.166,111.728,False
41.248999999999995,2019-10-12 02:30:37,3897.0,162.338,-106.84751999999999,16.854979999999998,41.0,24.6418,24.6016,52066.0,5.215536,0.3658,0.1073,97.3539,0.0013241,0.0,2.496,2.4805,0.0876,0.116,4.5289,0.0,0.0147,0.0,2.4823,2.4735,34.516,34.6134,23.0863,23.1721,226.517,237.58700000000002,106.104,111.275,False
42.255,2019-10-12 02:30:37,3958.0,164.887,-106.84751999999999,16.854979999999998,42.0,24.3621,24.2707,51754.0,5.179141,0.391,0.1082,97.3312,0.0013160000000000001,0.0,2.4858,2.4762,0.0901,0.1159,4.5279,0.0,0.0147,0.0,2.4842,2.4705,34.4977,34.596,23.1562,23.2577,228.017,239.075,106.28399999999999,111.32600000000001,False
