Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
37.224000000000004,2019-10-07 16:50:08,1893.0,78.832,-106.81853999999998,16.76696,37.0,27.689,27.6315,55352.0,5.547701999999999,0.1455,0.0669,98.3417,168.15,0.0,2.3407,2.3285,0.0656,0.1148,4.5749,0.0,3.2393,0.0,2.4464,2.4127,34.604,34.7343,22.2005,22.3172,213.22299999999998,221.68099999999998,105.163,109.30799999999999,False
38.23,2019-10-07 16:50:08,1949.0,81.167,-106.81853999999998,16.76696,38.0,26.9006,26.8564,54530.0,5.46402,0.1771,0.0764,98.108,146.71,0.0,2.4168,2.3821,0.0687,0.1148,4.564,0.0,3.1798,0.0,2.4747,2.4551,34.6055,34.7171,22.4549,22.5531,217.632,228.065,105.95100000000001,111.01799999999999,False
39.236,2019-10-07 16:50:08,2006.0,83.53399999999999,-106.81853999999998,16.76696,39.0,26.6116,26.5697,54228.0,5.431873,0.2106,0.081,97.9965,106.49,0.0,2.4634,2.4407,0.072,0.1147,4.5588,0.0,3.0395,0.0,2.4677,2.464,34.605,34.7014,22.5464,22.6322,215.313,228.25799999999998,104.32,110.575,False
40.243,2019-10-07 16:50:08,2044.0,85.132,-106.81853999999998,16.76696,40.0,26.3714,26.3215,53978.0,5.407939,0.2299,0.0829,97.9482,82.564,0.0,2.4793,2.4603,0.074,0.1148,4.5565,0.0,2.9294,0.0,2.4686,2.4586,34.6044,34.7154,22.6215,22.7208,219.18200000000002,229.516,105.76700000000001,110.73100000000001,False
41.248999999999995,2019-10-07 16:50:08,2114.0,88.06200000000001,-106.81853999999998,16.76696,41.0,25.4364,25.3617,52957.0,5.302678,0.2553,0.0846,97.9057,68.896,0.0,2.4712,2.4617,0.0765,0.1149,4.5546,0.0,2.8517,0.0,2.4809,2.469,34.5673,34.6757,22.8834,22.9881,223.247,234.667,106.025,111.375,False
42.255,2019-10-07 16:50:08,2212.0,92.10600000000001,-106.81853999999998,16.76696,42.0,24.8924,24.8535,52361.0,5.246339,0.243,0.0801,98.0176,64.48899999999999,0.0,2.4875,2.472,0.0753,0.1149,4.5598,0.0,2.8239,0.0,2.4713,2.4646,34.5426,34.6487,23.031,23.1229,223.71,234.903,105.255,110.515,False
43.261,2019-10-07 16:50:08,2237.0,93.149,-106.81853999999998,16.76696,43.0,24.6986,24.6571,52178.0,5.226464,0.262,0.0795,98.0328,65.464,0.0,2.4796,2.4718,0.0772,0.1148,4.5605,0.0,2.8303,0.0,2.4628,2.4567,34.5552,34.6515,23.099,23.1843,221.938,234.993,104.083,110.18799999999999,False
44.266999999999996,2019-10-07 16:50:08,2259.0,94.075,-106.81853999999998,16.76696,44.0,24.6326,24.5888,52111.0,5.219638,0.2719,0.0813,97.9873,63.295,0.0,2.4749,2.4722,0.0782,0.1148,4.5584,0.0,2.8156,0.0,2.4504,2.4469,34.5556,34.6529,23.1193,23.206,220.7,233.673,103.38600000000001,109.44200000000001,False
45.273,2019-10-07 16:50:08,2280.0,94.96600000000001,-106.81853999999998,16.76696,45.0,24.5969,24.5563,52079.0,5.215979,0.2835,0.0809,97.9972,58.863,0.0,2.4726,2.4666,0.0794,0.115,4.5588,0.0,2.7841,0.0,2.4412,2.4416,34.5585,34.6503,23.1322,23.2138,221.747,234.13,103.815,109.594,False
46.28,2019-10-07 16:50:08,2306.0,96.02799999999999,-106.81853999999998,16.76696,46.0,24.3807,24.3304,51837.0,5.193001000000001,0.3252,0.081,97.9964,54.501000000000005,0.0,2.469,2.459,0.0835,0.1148,4.5588,0.0,2.7507,0.0,2.4468,2.4422,34.5438,34.6526,23.1858,23.2831,225.063,235.926,104.96799999999999,110.008,False
47.286,2019-10-07 16:50:08,2417.0,100.671,-106.81853999999998,16.76696,47.0,24.3927,24.331,51848.0,5.189571,0.3339,0.0834,97.9374,59.056000000000004,0.0,2.4501,2.4471,0.0844,0.1148,4.5561,0.0,2.7843,0.0,2.4551,2.4462,34.5423,34.626,23.1811,23.2628,224.86700000000002,236.055,104.895,110.051,False
