Pressure [dbar],StartTime,scan,timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS,flag
34.205999999999996,2019-10-08 07:04:45,2642.0,110.059,-106.80152,16.75018,34.0,28.0338,27.945,55726.0,5.577051,0.1489,0.0749,98.1446,0.008297,0.0,2.4108,2.3797,0.0659,0.1148,4.5657,0.0,0.0439,0.0,2.4467,2.4246,34.6135,34.7099,22.0955,22.1969,210.511,220.173,104.42,109.11200000000001,False
35.211999999999996,2019-10-08 07:04:45,2722.0,113.36,-106.80153999999999,16.75018,35.0,27.397,27.3495,55052.0,5.515005,0.1773,0.0821,97.9671,0.008168,0.0,2.4428,2.4229,0.0687,0.1158,4.5574,0.0,0.0433,0.0,2.4715,2.4514,34.6089,34.7132,22.2987,22.3924,214.102,224.44099999999997,105.096,110.15,False
36.218,2019-10-08 07:04:45,2763.0,115.07799999999999,-106.80153999999999,16.75018,36.0,27.2684,27.225,54915.0,5.500326,0.1852,0.0839,97.9254,0.008014199999999999,0.0,2.4633,2.4401,0.0695,0.1154,4.5555,0.0,0.0427,0.0,2.4693,2.4479,34.6068,34.7014,22.3385,22.4235,214.50799999999998,224.518,105.07,109.95200000000001,False
37.224000000000004,2019-10-08 07:04:45,2792.0,116.311,-106.80153999999999,16.75018,37.0,27.0819,27.0282,54721.0,5.481278,0.1947,0.0865,97.8608,0.008098300000000001,0.0,2.4722,2.4515,0.0705,0.1166,4.5525,0.0,0.043,0.0,2.4701,2.4501,34.6069,34.7123,22.3983,22.4948,216.42,225.831,105.679,110.243,False
38.23,2019-10-08 07:04:45,2818.0,117.365,-106.80153999999999,16.75018,38.0,26.7736,26.7222,54399.0,5.452351,0.1952,0.0884,97.8149,0.008069,0.0,2.4677,2.4489,0.0705,0.1148,4.5504,0.0,0.0429,0.0,2.4829,2.4563,34.6067,34.7342,22.4962,22.6085,220.05,228.59900000000002,106.90299999999999,111.041,False
39.236,2019-10-08 07:04:45,2848.0,118.631,-106.80152,16.75018,39.0,26.189,26.1378,53794.0,5.3903360000000005,0.2224,0.0923,97.7189,0.0078078999999999996,0.0,2.469,2.4483,0.0732,0.1159,4.5459,0.0,0.0419,0.0,2.4955,2.4712,34.6094,34.7269,22.6822,22.7868,222.593,232.641,107.09,111.90100000000001,False
40.243,2019-10-08 07:04:45,2929.0,122.009,-106.80152,16.75018,40.0,26.0122,25.8714,53614.0,5.3593,0.294,0.0978,97.5862,0.007564199999999999,0.0,2.491,2.4675,0.0804,0.1151,4.5397,0.0,0.0409,0.0,2.4658,2.4626,34.6114,34.703,22.7391,22.852,216.595,229.763,103.895,110.01100000000001,False
41.248999999999995,2019-10-08 07:04:45,2983.0,124.23700000000001,-106.80152,16.75018,41.0,25.1929,25.1499,52723.0,5.284571,0.3141,0.0957,97.6361,0.0074119,0.0,2.4844,2.4801,0.0824,0.1159,4.542,0.0,0.0403,0.0,2.4562,2.4368,34.581,34.7046,22.9687,23.0752,222.66400000000002,231.68099999999998,105.324,109.585,False
42.255,2019-10-08 07:04:45,3010.0,125.38600000000001,-106.80152,16.75018,42.0,24.9031,24.8558,52405.0,5.25061,0.3073,0.0927,97.7089,0.007303100000000001,0.0,2.4624,2.4604,0.0817,0.1148,4.5454,0.0,0.0398,0.0,2.4616,2.4454,34.5671,34.6785,23.0462,23.1447,223.606,234.345,105.24,110.275,False
43.261,2019-10-08 07:04:45,3042.0,126.721,-106.80152,16.75018,43.0,24.813,24.7716,52305.0,5.2392129999999995,0.3081,0.0901,97.7726,0.007294199999999999,0.0,2.4516,2.4402,0.0818,0.1148,4.5484,0.0,0.0398,0.0,2.4645,2.4511,34.5619,34.6583,23.0696,23.155,224.21200000000002,235.37,105.36,110.586,False
44.266999999999996,2019-10-08 07:04:45,3099.0,129.094,-106.80152,16.75018,44.0,24.6664,24.5778,52136.0,5.217436,0.3137,0.0908,97.7564,0.007184,0.0,2.4619,2.4455,0.0824,0.1148,4.5476,0.0,0.0394,0.0,2.4643,2.4541,34.5481,34.6449,23.1034,23.2032,224.46099999999998,235.78900000000002,105.205,110.40799999999999,False
45.273,2019-10-08 07:04:45,3161.0,131.683,-106.80152,16.75018,45.0,24.4222,24.3828,51866.0,5.195685,0.3264,0.0902,97.7701,0.007192699999999999,0.0,2.4649,2.4559,0.0836,0.1148,4.5482,0.0,0.0394,0.0,2.4624,2.4485,34.5344,34.6325,23.1663,23.2522,225.175,235.476,105.09,109.885,False
